sample_id,scene,timestamp,scene_cav_set
531,2021_08_22_22_01_17,000322,1715|1724
532,2021_08_22_22_01_17,000324,1715|1724
533,2021_08_22_22_01_17,000326,1715|1724
534,2021_08_22_22_01_17,000328,1715|1724
535,2021_08_22_22_01_17,000330,1715|1724
536,2021_08_22_22_01_17,000332,1715|1724
537,2021_08_22_22_01_17,000334,1715|1724
538,2021_08_22_22_01_17,000336,1715|1724
539,2021_08_22_22_01_17,000338,1715|1724
540,2021_08_22_22_01_17,000340,1715|1724
541,2021_08_22_22_01_17,000342,1715|1724
542,2021_08_22_22_01_17,000344,1715|1724
543,2021_08_22_22_01_17,000346,1715|1724
544,2021_08_22_22_01_17,000348,1715|1724
545,2021_08_22_22_01_17,000350,1715|1724
546,2021_08_22_22_01_17,000352,1715|1724
547,2021_08_22_22_01_17,000354,1715|1724
548,2021_08_22_22_01_17,000356,1715|1724
549,2021_08_22_22_01_17,000358,1715|1724
550,2021_08_22_22_01_17,000360,1715|1724
551,2021_08_22_22_01_17,000362,1715|1724
552,2021_08_22_22_01_17,000364,1715|1724
553,2021_08_22_22_01_17,000366,1715|1724
554,2021_08_22_22_01_17,000368,1715|1724
555,2021_08_22_22_01_17,000370,1715|1724
556,2021_08_22_22_01_17,000372,1715|1724
557,2021_08_22_22_01_17,000374,1715|1724
558,2021_08_22_22_01_17,000376,1715|1724
559,2021_08_22_22_01_17,000378,1715|1724
560,2021_08_22_22_01_17,000380,1715|1724
561,2021_08_22_22_01_17,000382,1715|1724
562,2021_08_22_22_01_17,000384,1715|1724
563,2021_08_22_22_01_17,000386,1715|1724
564,2021_08_22_22_01_17,000388,1715|1724
565,2021_08_22_22_01_17,000390,1715|1724
566,2021_08_22_22_01_17,000392,1715|1724
567,2021_08_22_22_01_17,000394,1715|1724
568,2021_08_22_22_01_17,000396,1715|1724
569,2021_08_22_22_01_17,000398,1715|1724
570,2021_08_22_22_01_17,000400,1715|1724
571,2021_08_22_22_01_17,000402,1715|1724
572,2021_08_22_22_01_17,000404,1715|1724
573,2021_08_22_22_01_17,000406,1715|1724
574,2021_08_22_22_01_17,000408,1715|1724
575,2021_08_22_22_01_17,000410,1715|1724
576,2021_08_22_22_01_17,000412,1715|1724
577,2021_08_22_22_01_17,000414,1715|1724
578,2021_08_22_22_01_17,000416,1715|1724
579,2021_08_22_22_01_17,000418,1715|1724
580,2021_08_22_22_01_17,000420,1715|1724
581,2021_08_22_22_01_17,000422,1715|1724
582,2021_08_22_22_01_17,000424,1715|1724
583,2021_08_22_22_01_17,000426,1715|1724
584,2021_08_22_22_01_17,000428,1715|1724
585,2021_08_22_22_01_17,000430,1715|1724
586,2021_08_22_22_01_17,000432,1715|1724
587,2021_08_22_22_01_17,000434,1715|1724
588,2021_08_22_22_01_17,000436,1715|1724
589,2021_08_22_22_01_17,000438,1715|1724
590,2021_08_22_22_01_17,000440,1715|1724
591,2021_08_22_22_01_17,000442,1715|1724
592,2021_08_22_22_01_17,000444,1715|1724
593,2021_08_22_22_01_17,000446,1715|1724
594,2021_08_22_22_01_17,000448,1715|1724
595,2021_08_22_22_01_17,000450,1715|1724
596,2021_08_22_22_01_17,000452,1715|1724
597,2021_08_22_22_01_17,000454,1715|1724
598,2021_08_22_22_01_17,000456,1715|1724
599,2021_08_22_22_01_17,000458,1715|1724
600,2021_08_22_22_01_17,000460,1715|1724
601,2021_08_22_22_01_17,000462,1715|1724
602,2021_08_22_22_01_17,000464,1715|1724
603,2021_08_22_22_01_17,000466,1715|1724
604,2021_08_22_22_01_17,000468,1715|1724
605,2021_08_22_22_01_17,000470,1715|1724
606,2021_08_23_10_51_24,000068,200|209
607,2021_08_23_10_51_24,000070,200|209
608,2021_08_23_10_51_24,000072,200|209
609,2021_08_23_10_51_24,000074,200|209
610,2021_08_23_10_51_24,000076,200|209
611,2021_08_23_10_51_24,000078,200|209
612,2021_08_23_10_51_24,000080,200|209
613,2021_08_23_10_51_24,000082,200|209
614,2021_08_23_10_51_24,000084,200|209
615,2021_08_23_10_51_24,000086,200|209
616,2021_08_23_10_51_24,000088,200|209
617,2021_08_23_10_51_24,000090,200|209
618,2021_08_23_10_51_24,000092,200|209
619,2021_08_23_10_51_24,000094,200|209
620,2021_08_23_10_51_24,000096,200|209
621,2021_08_23_10_51_24,000098,200|209
622,2021_08_23_10_51_24,000100,200|209
623,2021_08_23_10_51_24,000102,200|209
624,2021_08_23_10_51_24,000104,200|209
625,2021_08_23_10_51_24,000106,200|209
626,2021_08_23_10_51_24,000108,200|209
627,2021_08_23_10_51_24,000110,200|209
628,2021_08_23_10_51_24,000112,200|209
629,2021_08_23_10_51_24,000114,200|209
630,2021_08_23_10_51_24,000116,200|209
631,2021_08_23_10_51_24,000118,200|209
632,2021_08_23_10_51_24,000120,200|209
633,2021_08_23_10_51_24,000122,200|209
634,2021_08_23_10_51_24,000124,200|209
635,2021_08_23_10_51_24,000126,200|209
636,2021_08_23_10_51_24,000128,200|209
637,2021_08_23_10_51_24,000130,200|209
638,2021_08_23_10_51_24,000132,200|209
639,2021_08_23_10_51_24,000134,200|209
640,2021_08_23_10_51_24,000136,200|209
641,2021_08_23_10_51_24,000138,200|209
642,2021_08_23_10_51_24,000140,200|209
643,2021_08_23_10_51_24,000142,200|209
644,2021_08_23_10_51_24,000144,200|209
645,2021_08_23_10_51_24,000146,200|209
646,2021_08_23_10_51_24,000148,200|209
647,2021_08_23_10_51_24,000150,200|209
648,2021_08_23_10_51_24,000152,200|209
649,2021_08_23_10_51_24,000154,200|209
650,2021_08_23_10_51_24,000156,200|209
651,2021_08_23_10_51_24,000158,200|209
652,2021_08_23_10_51_24,000160,200|209
653,2021_08_23_10_51_24,000162,200|209
654,2021_08_23_10_51_24,000164,200|209
655,2021_08_23_10_51_24,000166,200|209
656,2021_08_23_10_51_24,000168,200|209
657,2021_08_23_10_51_24,000170,200|209
658,2021_08_23_10_51_24,000172,200|209
659,2021_08_23_10_51_24,000174,200|209
660,2021_08_23_10_51_24,000176,200|209
661,2021_08_23_10_51_24,000178,200|209
662,2021_08_23_10_51_24,000180,200|209
663,2021_08_23_10_51_24,000182,200|209
664,2021_08_23_10_51_24,000184,200|209
665,2021_08_23_10_51_24,000186,200|209
666,2021_08_23_10_51_24,000188,200|209
667,2021_08_23_10_51_24,000190,200|209
668,2021_08_23_10_51_24,000192,200|209
669,2021_08_23_10_51_24,000194,200|209
670,2021_08_23_13_17_21,000068,7219|7228
671,2021_08_23_13_17_21,000070,7219|7228
672,2021_08_23_13_17_21,000072,7219|7228
673,2021_08_23_13_17_21,000074,7219|7228
674,2021_08_23_13_17_21,000076,7219|7228
675,2021_08_23_13_17_21,000078,7219|7228
676,2021_08_23_13_17_21,000080,7219|7228
677,2021_08_23_13_17_21,000082,7219|7228
678,2021_08_23_13_17_21,000084,7219|7228
679,2021_08_23_13_17_21,000086,7219|7228
680,2021_08_23_13_17_21,000088,7219|7228
681,2021_08_23_13_17_21,000090,7219|7228
682,2021_08_23_13_17_21,000092,7219|7228
683,2021_08_23_13_17_21,000094,7219|7228
684,2021_08_23_13_17_21,000096,7219|7228
685,2021_08_23_13_17_21,000098,7219|7228
686,2021_08_23_13_17_21,000100,7219|7228
687,2021_08_23_13_17_21,000102,7219|7228
688,2021_08_23_13_17_21,000104,7219|7228
689,2021_08_23_13_17_21,000106,7219|7228
690,2021_08_23_13_17_21,000108,7219|7228
691,2021_08_23_13_17_21,000110,7219|7228
692,2021_08_23_13_17_21,000112,7219|7228
693,2021_08_23_13_17_21,000114,7219|7228
694,2021_08_23_13_17_21,000116,7219|7228
695,2021_08_23_13_17_21,000118,7219|7228
696,2021_08_23_13_17_21,000120,7219|7228
697,2021_08_23_13_17_21,000122,7219|7228
698,2021_08_23_13_17_21,000124,7219|7228
699,2021_08_23_13_17_21,000126,7219|7228
700,2021_08_23_13_17_21,000128,7219|7228
701,2021_08_23_13_17_21,000130,7219|7228
702,2021_08_23_13_17_21,000132,7219|7228
703,2021_08_23_13_17_21,000134,7219|7228
704,2021_08_23_13_17_21,000136,7219|7228
705,2021_08_23_13_17_21,000138,7219|7228
706,2021_08_23_13_17_21,000140,7219|7228
707,2021_08_23_13_17_21,000142,7219|7228
708,2021_08_23_13_17_21,000144,7219|7228
709,2021_08_23_13_17_21,000146,7219|7228
710,2021_08_23_13_17_21,000148,7219|7228
711,2021_08_23_13_17_21,000150,7219|7228
712,2021_08_23_13_17_21,000152,7219|7228
713,2021_08_23_13_17_21,000154,7219|7228
714,2021_08_23_13_17_21,000156,7219|7228
715,2021_08_23_13_17_21,000158,7219|7228
716,2021_08_23_13_17_21,000160,7219|7228
717,2021_08_23_13_17_21,000162,7219|7228
718,2021_08_23_19_42_07,000068,12834|12843
719,2021_08_23_19_42_07,000070,12834|12843
720,2021_08_23_19_42_07,000072,12834|12843
721,2021_08_23_19_42_07,000074,12834|12843
722,2021_08_23_19_42_07,000076,12834|12843
723,2021_08_23_19_42_07,000078,12834|12843
724,2021_08_23_19_42_07,000080,12834|12843
725,2021_08_23_19_42_07,000082,12834|12843
726,2021_08_23_19_42_07,000084,12834|12843
727,2021_08_23_19_42_07,000086,12834|12843
728,2021_08_23_19_42_07,000088,12834|12843
729,2021_08_23_19_42_07,000090,12834|12843
730,2021_08_23_19_42_07,000092,12834|12843
731,2021_08_23_19_42_07,000094,12834|12843
732,2021_08_23_19_42_07,000096,12834|12843
733,2021_08_23_19_42_07,000098,12834|12843
734,2021_08_23_19_42_07,000100,12834|12843
735,2021_08_23_19_42_07,000102,12834|12843
736,2021_08_23_19_42_07,000104,12834|12843
737,2021_08_23_19_42_07,000106,12834|12843
738,2021_08_23_19_42_07,000108,12834|12843
739,2021_08_23_19_42_07,000110,12834|12843
740,2021_08_23_19_42_07,000112,12834|12843
741,2021_08_23_19_42_07,000114,12834|12843
742,2021_08_23_19_42_07,000116,12834|12843
743,2021_08_23_19_42_07,000118,12834|12843
744,2021_08_23_19_42_07,000120,12834|12843
745,2021_08_23_19_42_07,000122,12834|12843
746,2021_08_23_19_42_07,000124,12834|12843
747,2021_08_23_19_42_07,000126,12834|12843
748,2021_08_23_19_42_07,000128,12834|12843
749,2021_08_23_19_42_07,000130,12834|12843
750,2021_08_23_19_42_07,000132,12834|12843
751,2021_08_23_19_42_07,000134,12834|12843
752,2021_08_23_19_42_07,000136,12834|12843
753,2021_08_23_19_42_07,000138,12834|12843
754,2021_08_23_19_42_07,000140,12834|12843
755,2021_08_23_19_42_07,000142,12834|12843
756,2021_08_23_19_42_07,000144,12834|12843
757,2021_08_23_19_42_07,000146,12834|12843
758,2021_08_23_19_42_07,000148,12834|12843
759,2021_08_23_19_42_07,000150,12834|12843
760,2021_08_23_19_42_07,000152,12834|12843
761,2021_08_23_19_42_07,000154,12834|12843
762,2021_08_23_19_42_07,000156,12834|12843
763,2021_08_23_19_42_07,000158,12834|12843
764,2021_08_23_19_42_07,000160,12834|12843
765,2021_08_23_19_42_07,000162,12834|12843
766,2021_08_23_19_42_07,000164,12834|12843
767,2021_08_23_19_42_07,000166,12834|12843
768,2021_08_23_19_42_07,000168,12834|12843
769,2021_08_23_19_42_07,000170,12834|12843
770,2021_08_23_19_42_07,000172,12834|12843
771,2021_08_23_19_42_07,000174,12834|12843
772,2021_08_23_19_42_07,000176,12834|12843
773,2021_08_23_19_42_07,000178,12834|12843
774,2021_08_23_19_42_07,000180,12834|12843
775,2021_09_09_19_27_35,000073,2314|2323|2332|2341|2350|2359|2368
776,2021_09_09_19_27_35,000075,2314|2323|2332|2341|2350|2359|2368
777,2021_09_09_19_27_35,000077,2314|2323|2332|2341|2350|2359|2368
778,2021_09_09_19_27_35,000079,2314|2323|2332|2341|2350|2359|2368
779,2021_09_09_19_27_35,000081,2314|2323|2332|2341|2350|2359|2368
780,2021_09_09_19_27_35,000083,2314|2323|2332|2341|2350|2359|2368
781,2021_09_09_19_27_35,000085,2314|2323|2332|2341|2350|2359|2368
782,2021_09_09_19_27_35,000087,2314|2323|2332|2341|2350|2359|2368
783,2021_09_09_19_27_35,000089,2314|2323|2332|2341|2350|2359|2368
784,2021_09_09_19_27_35,000091,2314|2323|2332|2341|2350|2359|2368
785,2021_09_09_19_27_35,000093,2314|2323|2332|2341|2350|2359|2368
786,2021_09_09_19_27_35,000095,2314|2323|2332|2341|2350|2359|2368
787,2021_09_09_19_27_35,000097,2314|2323|2332|2341|2350|2359|2368
788,2021_09_09_19_27_35,000099,2314|2323|2332|2341|2350|2359|2368
789,2021_09_09_19_27_35,000101,2314|2323|2332|2341|2350|2359|2368
790,2021_09_09_19_27_35,000103,2314|2323|2332|2341|2350|2359|2368
791,2021_09_09_19_27_35,000105,2314|2323|2332|2341|2350|2359|2368
792,2021_09_09_19_27_35,000107,2314|2323|2332|2341|2350|2359|2368
793,2021_09_09_19_27_35,000109,2314|2323|2332|2341|2350|2359|2368
794,2021_09_09_19_27_35,000111,2314|2323|2332|2341|2350|2359|2368
795,2021_09_09_19_27_35,000113,2314|2323|2332|2341|2350|2359|2368
796,2021_09_09_19_27_35,000115,2314|2323|2332|2341|2350|2359|2368
797,2021_09_09_19_27_35,000117,2314|2323|2332|2341|2350|2359|2368
798,2021_09_09_19_27_35,000119,2314|2323|2332|2341|2350|2359|2368
799,2021_09_09_19_27_35,000121,2314|2323|2332|2341|2350|2359|2368
800,2021_09_09_19_27_35,000123,2314|2323|2332|2341|2350|2359|2368
801,2021_09_09_19_27_35,000125,2314|2323|2332|2341|2350|2359|2368
802,2021_09_09_19_27_35,000127,2314|2323|2332|2341|2350|2359|2368
803,2021_09_09_19_27_35,000129,2314|2323|2332|2341|2350|2359|2368
804,2021_09_09_19_27_35,000131,2314|2323|2332|2341|2350|2359|2368
805,2021_09_09_19_27_35,000133,2314|2323|2332|2341|2350|2359|2368
806,2021_09_09_19_27_35,000135,2314|2323|2332|2341|2350|2359|2368
807,2021_09_09_19_27_35,000137,2314|2323|2332|2341|2350|2359|2368
808,2021_09_09_19_27_35,000139,2314|2323|2332|2341|2350|2359|2368
809,2021_09_09_19_27_35,000141,2314|2323|2332|2341|2350|2359|2368
810,2021_09_09_19_27_35,000143,2314|2323|2332|2341|2350|2359|2368
811,2021_09_09_19_27_35,000145,2314|2323|2332|2341|2350|2359|2368
812,2021_09_09_19_27_35,000147,2314|2323|2332|2341|2350|2359|2368
813,2021_09_09_19_27_35,000149,2314|2323|2332|2341|2350|2359|2368
814,2021_09_09_19_27_35,000151,2314|2323|2332|2341|2350|2359|2368
815,2021_09_09_19_27_35,000153,2314|2323|2332|2341|2350|2359|2368
816,2021_09_09_19_27_35,000155,2314|2323|2332|2341|2350|2359|2368
817,2021_09_09_19_27_35,000157,2314|2323|2332|2341|2350|2359|2368
818,2021_09_09_19_27_35,000159,2314|2323|2332|2341|2350|2359|2368
819,2021_09_09_19_27_35,000161,2314|2323|2332|2341|2350|2359|2368
820,2021_09_09_19_27_35,000163,2314|2323|2332|2341|2350|2359|2368
821,2021_09_09_19_27_35,000165,2314|2323|2332|2341|2350|2359|2368
822,2021_09_09_19_27_35,000167,2314|2323|2332|2341|2350|2359|2368
823,2021_09_09_19_27_35,000169,2314|2323|2332|2341|2350|2359|2368
824,2021_09_09_19_27_35,000171,2314|2323|2332|2341|2350|2359|2368
825,2021_09_09_19_27_35,000173,2314|2323|2332|2341|2350|2359|2368
826,2021_09_09_19_27_35,000175,2314|2323|2332|2341|2350|2359|2368
827,2021_09_09_19_27_35,000177,2314|2323|2332|2341|2350|2359|2368
828,2021_09_09_19_27_35,000179,2314|2323|2332|2341|2350|2359|2368
829,2021_09_09_19_27_35,000181,2314|2323|2332|2341|2350|2359|2368
830,2021_09_09_19_27_35,000183,2314|2323|2332|2341|2350|2359|2368
831,2021_09_09_19_27_35,000185,2314|2323|2332|2341|2350|2359|2368
832,2021_09_09_19_27_35,000187,2314|2323|2332|2341|2350|2359|2368
833,2021_09_09_19_27_35,000189,2314|2323|2332|2341|2350|2359|2368
834,2021_09_09_19_27_35,000191,2314|2323|2332|2341|2350|2359|2368
835,2021_09_09_19_27_35,000193,2314|2323|2332|2341|2350|2359|2368
836,2021_09_09_19_27_35,000195,2314|2323|2332|2341|2350|2359|2368
837,2021_09_09_19_27_35,000197,2314|2323|2332|2341|2350|2359|2368
838,2021_09_09_19_27_35,000199,2314|2323|2332|2341|2350|2359|2368
839,2021_09_09_19_27_35,000201,2314|2323|2332|2341|2350|2359|2368
840,2021_09_09_19_27_35,000203,2314|2323|2332|2341|2350|2359|2368
841,2021_09_09_19_27_35,000205,2314|2323|2332|2341|2350|2359|2368
842,2021_09_09_19_27_35,000207,2314|2323|2332|2341|2350|2359|2368
843,2021_09_09_19_27_35,000209,2314|2323|2332|2341|2350|2359|2368
844,2021_09_09_19_27_35,000211,2314|2323|2332|2341|2350|2359|2368
845,2021_09_09_19_27_35,000213,2314|2323|2332|2341|2350|2359|2368
846,2021_09_09_19_27_35,000215,2314|2323|2332|2341|2350|2359|2368
847,2021_09_09_19_27_35,000217,2314|2323|2332|2341|2350|2359|2368
848,2021_09_09_19_27_35,000219,2314|2323|2332|2341|2350|2359|2368
849,2021_09_09_19_27_35,000221,2314|2323|2332|2341|2350|2359|2368
850,2021_09_09_19_27_35,000223,2314|2323|2332|2341|2350|2359|2368
851,2021_09_09_19_27_35,000225,2314|2323|2332|2341|2350|2359|2368
852,2021_09_09_19_27_35,000227,2314|2323|2332|2341|2350|2359|2368
853,2021_09_09_19_27_35,000229,2314|2323|2332|2341|2350|2359|2368
854,2021_09_09_19_27_35,000231,2314|2323|2332|2341|2350|2359|2368
855,2021_09_09_19_27_35,000233,2314|2323|2332|2341|2350|2359|2368
856,2021_09_09_19_27_35,000235,2314|2323|2332|2341|2350|2359|2368
857,2021_09_09_19_27_35,000237,2314|2323|2332|2341|2350|2359|2368
858,2021_09_09_19_27_35,000239,2314|2323|2332|2341|2350|2359|2368
859,2021_09_09_19_27_35,000241,2314|2323|2332|2341|2350|2359|2368
860,2021_09_09_19_27_35,000243,2314|2323|2332|2341|2350|2359|2368
861,2021_09_09_19_27_35,000245,2314|2323|2332|2341|2350|2359|2368
862,2021_09_09_19_27_35,000247,2314|2323|2332|2341|2350|2359|2368
863,2021_09_09_19_27_35,000249,2314|2323|2332|2341|2350|2359|2368
864,2021_09_09_19_27_35,000251,2314|2323|2332|2341|2350|2359|2368
865,2021_09_09_19_27_35,000253,2314|2323|2332|2341|2350|2359|2368
866,2021_09_09_19_27_35,000255,2314|2323|2332|2341|2350|2359|2368
867,2021_09_09_19_27_35,000257,2314|2323|2332|2341|2350|2359|2368
868,2021_09_09_19_27_35,000259,2314|2323|2332|2341|2350|2359|2368
869,2021_09_09_19_27_35,000261,2314|2323|2332|2341|2350|2359|2368
870,2021_09_09_19_27_35,000263,2314|2323|2332|2341|2350|2359|2368
871,2021_09_09_19_27_35,000265,2314|2323|2332|2341|2350|2359|2368
872,2021_09_09_19_27_35,000267,2314|2323|2332|2341|2350|2359|2368
873,2021_09_09_19_27_35,000269,2314|2323|2332|2341|2350|2359|2368
874,2021_09_09_19_27_35,000271,2314|2323|2332|2341|2350|2359|2368
875,2021_09_09_19_27_35,000273,2314|2323|2332|2341|2350|2359|2368
876,2021_09_09_19_27_35,000275,2314|2323|2332|2341|2350|2359|2368
877,2021_09_09_19_27_35,000277,2314|2323|2332|2341|2350|2359|2368
878,2021_09_09_19_27_35,000279,2314|2323|2332|2341|2350|2359|2368
879,2021_09_09_19_27_35,000281,2314|2323|2332|2341|2350|2359|2368
880,2021_09_09_19_27_35,000283,2314|2323|2332|2341|2350|2359|2368
881,2021_09_09_19_27_35,000285,2314|2323|2332|2341|2350|2359|2368
882,2021_09_09_19_27_35,000287,2314|2323|2332|2341|2350|2359|2368
883,2021_09_09_19_27_35,000289,2314|2323|2332|2341|2350|2359|2368
884,2021_09_09_19_27_35,000291,2314|2323|2332|2341|2350|2359|2368
885,2021_09_09_19_27_35,000293,2314|2323|2332|2341|2350|2359|2368
886,2021_09_09_19_27_35,000295,2314|2323|2332|2341|2350|2359|2368
887,2021_09_09_19_27_35,000297,2314|2323|2332|2341|2350|2359|2368
888,2021_09_09_19_27_35,000299,2314|2323|2332|2341|2350|2359|2368
889,2021_09_09_19_27_35,000301,2314|2323|2332|2341|2350|2359|2368
890,2021_09_09_19_27_35,000303,2314|2323|2332|2341|2350|2359|2368
891,2021_09_09_19_27_35,000305,2314|2323|2332|2341|2350|2359|2368
892,2021_09_09_19_27_35,000307,2314|2323|2332|2341|2350|2359|2368
893,2021_09_09_19_27_35,000309,2314|2323|2332|2341|2350|2359|2368
894,2021_09_09_19_27_35,000311,2314|2323|2332|2341|2350|2359|2368
895,2021_09_09_19_27_35,000313,2314|2323|2332|2341|2350|2359|2368
896,2021_09_09_19_27_35,000315,2314|2323|2332|2341|2350|2359|2368
897,2021_09_09_19_27_35,000317,2314|2323|2332|2341|2350|2359|2368
898,2021_09_09_19_27_35,000319,2314|2323|2332|2341|2350|2359|2368
899,2021_09_09_19_27_35,000321,2314|2323|2332|2341|2350|2359|2368
900,2021_09_09_19_27_35,000323,2314|2323|2332|2341|2350|2359|2368
901,2021_09_09_19_27_35,000325,2314|2323|2332|2341|2350|2359|2368
902,2021_09_09_19_27_35,000327,2314|2323|2332|2341|2350|2359|2368
903,2021_09_09_19_27_35,000329,2314|2323|2332|2341|2350|2359|2368
904,2021_09_09_19_27_35,000331,2314|2323|2332|2341|2350|2359|2368
905,2021_09_09_19_27_35,000333,2314|2323|2332|2341|2350|2359|2368
906,2021_09_09_19_27_35,000335,2314|2323|2332|2341|2350|2359|2368
907,2021_09_09_19_27_35,000337,2314|2323|2332|2341|2350|2359|2368
908,2021_09_09_19_27_35,000339,2314|2323|2332|2341|2350|2359|2368
909,2021_09_09_19_27_35,000341,2314|2323|2332|2341|2350|2359|2368
910,2021_09_09_19_27_35,000343,2314|2323|2332|2341|2350|2359|2368
911,2021_09_09_19_27_35,000345,2314|2323|2332|2341|2350|2359|2368
912,2021_09_09_19_27_35,000347,2314|2323|2332|2341|2350|2359|2368
913,2021_09_09_19_27_35,000349,2314|2323|2332|2341|2350|2359|2368
914,2021_09_09_19_27_35,000351,2314|2323|2332|2341|2350|2359|2368
915,2021_09_09_19_27_35,000353,2314|2323|2332|2341|2350|2359|2368
916,2021_09_09_19_27_35,000355,2314|2323|2332|2341|2350|2359|2368
917,2021_09_09_19_27_35,000357,2314|2323|2332|2341|2350|2359|2368
918,2021_09_09_19_27_35,000359,2314|2323|2332|2341|2350|2359|2368
919,2021_09_09_19_27_35,000361,2314|2323|2332|2341|2350|2359|2368
920,2021_09_09_19_27_35,000363,2314|2323|2332|2341|2350|2359|2368
921,2021_09_09_19_27_35,000365,2314|2323|2332|2341|2350|2359|2368
922,2021_09_09_19_27_35,000367,2314|2323|2332|2341|2350|2359|2368
923,2021_09_09_19_27_35,000369,2314|2323|2332|2341|2350|2359|2368
924,2021_09_09_19_27_35,000371,2314|2323|2332|2341|2350|2359|2368
925,2021_09_09_19_27_35,000373,2314|2323|2332|2341|2350|2359|2368
926,2021_09_09_19_27_35,000375,2314|2323|2332|2341|2350|2359|2368
927,2021_09_09_19_27_35,000377,2314|2323|2332|2341|2350|2359|2368
928,2021_09_09_19_27_35,000379,2314|2323|2332|2341|2350|2359|2368
929,2021_09_09_19_27_35,000381,2314|2323|2332|2341|2350|2359|2368
930,2021_09_09_19_27_35,000383,2314|2323|2332|2341|2350|2359|2368
931,2021_09_09_19_27_35,000385,2314|2323|2332|2341|2350|2359|2368
932,2021_09_09_19_27_35,000387,2314|2323|2332|2341|2350|2359|2368
933,2021_09_09_19_27_35,000389,2314|2323|2332|2341|2350|2359|2368
934,2021_09_09_19_27_35,000391,2314|2323|2332|2341|2350|2359|2368
935,2021_09_09_19_27_35,000393,2314|2323|2332|2341|2350|2359|2368
936,2021_09_09_19_27_35,000395,2314|2323|2332|2341|2350|2359|2368
937,2021_09_09_19_27_35,000397,2314|2323|2332|2341|2350|2359|2368
938,2021_09_09_19_27_35,000399,2314|2323|2332|2341|2350|2359|2368
939,2021_09_09_19_27_35,000401,2314|2323|2332|2341|2350|2359|2368
940,2021_09_09_19_27_35,000403,2314|2323|2332|2341|2350|2359|2368
941,2021_09_09_19_27_35,000405,2314|2323|2332|2341|2350|2359|2368
942,2021_09_09_19_27_35,000407,2314|2323|2332|2341|2350|2359|2368
943,2021_09_09_19_27_35,000409,2314|2323|2332|2341|2350|2359|2368
944,2021_09_09_19_27_35,000411,2314|2323|2332|2341|2350|2359|2368
945,2021_09_09_19_27_35,000413,2314|2323|2332|2341|2350|2359|2368
946,2021_09_09_19_27_35,000415,2314|2323|2332|2341|2350|2359|2368
947,2021_09_09_19_27_35,000417,2314|2323|2332|2341|2350|2359|2368
948,2021_09_09_19_27_35,000419,2314|2323|2332|2341|2350|2359|2368
949,2021_09_09_19_27_35,000421,2314|2323|2332|2341|2350|2359|2368
950,2021_09_09_19_27_35,000423,2314|2323|2332|2341|2350|2359|2368
951,2021_09_09_19_27_35,000425,2314|2323|2332|2341|2350|2359|2368
952,2021_09_09_19_27_35,000427,2314|2323|2332|2341|2350|2359|2368
953,2021_09_09_19_27_35,000429,2314|2323|2332|2341|2350|2359|2368
954,2021_09_09_19_27_35,000431,2314|2323|2332|2341|2350|2359|2368
955,2021_09_09_19_27_35,000433,2314|2323|2332|2341|2350|2359|2368
956,2021_09_09_19_27_35,000435,2314|2323|2332|2341|2350|2359|2368
957,2021_09_09_19_27_35,000437,2314|2323|2332|2341|2350|2359|2368
958,2021_09_09_19_27_35,000439,2314|2323|2332|2341|2350|2359|2368
959,2021_09_09_19_27_35,000441,2314|2323|2332|2341|2350|2359|2368
960,2021_09_09_19_27_35,000443,2314|2323|2332|2341|2350|2359|2368
961,2021_09_09_19_27_35,000445,2314|2323|2332|2341|2350|2359|2368
962,2021_09_09_19_27_35,000447,2314|2323|2332|2341|2350|2359|2368
963,2021_09_09_19_27_35,000449,2314|2323|2332|2341|2350|2359|2368
964,2021_09_09_19_27_35,000451,2314|2323|2332|2341|2350|2359|2368
965,2021_09_09_19_27_35,000453,2314|2323|2332|2341|2350|2359|2368
966,2021_09_09_19_27_35,000455,2314|2323|2332|2341|2350|2359|2368
967,2021_09_09_19_27_35,000457,2314|2323|2332|2341|2350|2359|2368
968,2021_09_09_19_27_35,000459,2314|2323|2332|2341|2350|2359|2368
969,2021_09_09_19_27_35,000461,2314|2323|2332|2341|2350|2359|2368
970,2021_09_09_19_27_35,000463,2314|2323|2332|2341|2350|2359|2368
971,2021_09_09_19_27_35,000465,2314|2323|2332|2341|2350|2359|2368
972,2021_09_09_19_27_35,000467,2314|2323|2332|2341|2350|2359|2368
973,2021_09_09_19_27_35,000469,2314|2323|2332|2341|2350|2359|2368
974,2021_09_09_19_27_35,000471,2314|2323|2332|2341|2350|2359|2368
975,2021_09_09_19_27_35,000473,2314|2323|2332|2341|2350|2359|2368
976,2021_09_09_19_27_35,000475,2314|2323|2332|2341|2350|2359|2368
977,2021_09_09_19_27_35,000477,2314|2323|2332|2341|2350|2359|2368
978,2021_09_09_19_27_35,000479,2314|2323|2332|2341|2350|2359|2368
979,2021_09_09_19_27_35,000481,2314|2323|2332|2341|2350|2359|2368
980,2021_09_09_19_27_35,000483,2314|2323|2332|2341|2350|2359|2368
981,2021_09_09_19_27_35,000485,2314|2323|2332|2341|2350|2359|2368
982,2021_09_09_19_27_35,000487,2314|2323|2332|2341|2350|2359|2368
983,2021_09_09_19_27_35,000489,2314|2323|2332|2341|2350|2359|2368
984,2021_09_09_19_27_35,000491,2314|2323|2332|2341|2350|2359|2368
985,2021_09_09_19_27_35,000493,2314|2323|2332|2341|2350|2359|2368
