frame,ego70_pcd_num_points,ego70_pcd_mean_range,ego70_pcd_max_range,ego70_pcd_std_range,ego70_pcd_near_20m,ego70_pcd_mid_20_50m,ego70_pcd_far_50_80m,ego70_pcd_very_far_80m,ego70_pcd_front_points,ego70_pcd_back_points,ego70_pcd_left_points,ego70_pcd_right_points,ego70_pcd_front_far_30m,ego70_pcd_front_far_50m,ego70_pcd_density_0_20,ego70_pcd_density_20_50,ego70_pcd_density_50_80
165,53632,12.625981330871582,73.18284606933594,10.73304557800293,43642,9250,740,0,26918,26714,26777,26855,2106,479,34.72920013208248,1.402079260571459,0.06039726045538592
166,53649,12.609283447265625,73.21833801269531,10.750617027282715,43441,9418,790,0,26941,26708,26795,26854,2068,487,34.56924941427513,1.4275440514661621,0.06447815643210118
167,53635,12.578771591186523,72.6746826171875,10.792524337768555,43487,9324,824,0,26980,26655,26727,26908,2005,505,34.60585505118626,1.4132958946560306,0.06725316569626756
168,53553,12.545265197753906,72.16777801513672,10.756434440612793,43347,9367,839,0,27000,26553,26762,26791,1924,510,34.494446591021934,1.4198136685159846,0.06847743448928215
169,53718,12.57969856262207,73.34091186523438,10.823789596557617,43370,9486,862,0,27196,26522,26896,26822,1968,547,34.5127494094775,1.437851228733066,0.07035464663857116
170,53678,12.577091217041016,72.67024230957031,10.849886894226074,43286,9523,869,0,27021,26657,26875,26803,1993,555,34.445904333378905,1.4434595457753518,0.0709259720753113
171,53583,12.614952087402344,72.48978424072266,10.912398338317871,42990,9699,894,0,26968,26615,26846,26737,2022,581,34.2103550176029,1.470136945760279,0.07296642006366894
172,53656,12.618470191955566,72.3581771850586,10.895730972290039,42994,9770,892,0,26971,26685,26904,26752,2084,576,34.21353811646474,1.4808988514360166,0.07280318422460033
173,53765,12.6673002243042,72.14737701416016,10.987318992614746,43169,9663,933,0,27023,26742,26957,26808,2110,608,34.352798691670145,1.464680204854271,0.07614951892550684
174,53863,12.698983192443848,72.33294677734375,11.02678108215332,43246,9668,949,0,27105,26758,26945,26918,2113,593,34.41407334476053,1.4654380855356612,0.07745540563805572
175,53828,12.68694019317627,72.49635314941406,10.991640090942383,43232,9679,917,0,27146,26682,26966,26862,2201,603,34.40293249874409,1.4671054230347191,0.07484363221295796
176,53773,12.699398040771484,72.24858856201172,11.023039817810059,43304,9533,936,0,27110,26663,27019,26754,2234,599,34.460228278257176,1.4449753071381317,0.07639437268410976
177,53838,12.717918395996094,71.70252227783203,11.033717155456543,43415,9480,943,0,27121,26717,26928,26910,2320,611,34.54855927167318,1.436941771915398,0.0769656981208499
178,53710,12.721402168273926,70.88709259033203,11.02917766571045,43483,9290,937,0,27060,26650,26857,26853,2374,612,34.60267195232442,1.4081423060225788,0.07647599060364406
179,53961,12.782814979553223,71.81474304199219,11.030977249145508,43910,9095,956,0,27209,26752,26991,26970,2474,624,34.94246775582562,1.3785849594483697,0.07802673107479587
180,53947,12.817517280578613,73.00100708007812,11.01878833770752,44049,8929,969,0,27112,26835,26976,26971,2531,642,35.05308044127449,1.3534233208262225,0.07908776402874183
181,53916,12.833477020263672,73.46170806884766,10.997418403625488,44181,8746,989,0,27178,26738,26989,26927,2587,671,35.15812270371514,1.3256848878873493,0.08072012241942794
182,53935,12.889049530029297,73.46955871582031,11.027349472045898,44238,8707,990,0,27183,26752,27006,26929,2621,668,35.20348186249633,1.3197734185725074,0.08080174033896224
183,54074,12.88679027557373,72.58912658691406,10.965127944946289,44494,8581,999,0,27148,26926,27078,26996,2573,669,35.407200189653956,1.30067482540148,0.08153630161477099
184,54052,12.966833114624023,73.20577239990234,11.018842697143555,44478,8555,1019,0,27153,26899,27054,26998,2604,700,35.394467794206605,1.296733845858252,0.0831686600054571
185,54051,12.995399475097656,73.56208801269531,11.050736427307129,44495,8483,1073,0,27169,26882,27072,26979,2586,736,35.40799596436941,1.2858203640462365,0.08757602766030959
186,54200,12.988236427307129,73.74014282226562,11.001935958862305,44582,8553,1065,0,27141,27059,27202,26998,2552,741,35.47722836461439,1.2964306935856962,0.08692308430403514
187,54246,13.011964797973633,74.3490982055664,11.026948928833008,44550,8614,1082,0,27185,27061,27168,27078,2580,749,35.45176357371969,1.3056768378986539,0.08831058893611833
188,54234,13.033394813537598,74.49543762207031,11.012446403503418,44506,8623,1105,0,27056,27178,27296,26938,2511,754,35.41674948623947,1.3070410231251557,0.09018780108540736
189,54201,13.040472030639648,71.94770812988281,11.000981330871582,44521,8635,1045,0,26861,27340,27269,26932,2523,696,35.42868610697136,1.3088599367604916,0.08529072591334903
190,54428,13.08735466003418,71.58629608154297,11.083491325378418,44598,8837,993,0,27069,27359,27413,27015,2529,631,35.48996076006174,1.3394783162886468,0.08104659409756516
191,54453,13.092913627624512,71.91583251953125,11.114349365234375,44575,8880,998,0,26989,27464,27452,27001,2460,618,35.471657941606175,1.3459960901486006,0.08145468369523669
192,54442,13.12690258026123,71.87550354003906,11.20151138305664,44543,8889,1010,0,26922,27520,27430,27012,2381,593,35.44619315071147,1.3473602753751026,0.08243409872964835
193,54331,13.129438400268555,71.93118286132812,11.261784553527832,44329,8960,1042,0,26856,27475,27351,26980,2306,597,35.27589736160314,1.3581221810508404,0.08504587215474613
194,54245,13.141063690185547,72.98381042480469,11.289088249206543,44228,8991,1026,0,26649,27596,27324,26921,2282,555,35.19552411534173,1.3628210412754582,0.08373998544219724
195,54289,13.147089958190918,73.12930297851562,11.27125072479248,44159,9124,1006,0,26607,27682,27383,26906,2276,536,35.14061565997503,1.3829806674004315,0.08210762705151113
196,54182,13.131416320800781,73.43577575683594,11.254518508911133,43964,9234,984,0,26641,27541,27312,26870,2230,495,34.98543959046043,1.399654042391011,0.08031203282175642
197,54233,13.179429054260254,73.92276763916016,11.308146476745605,43810,9430,993,0,26673,27560,27333,26900,2270,489,34.86289028427967,1.4293629651014983,0.08104659409756516
198,54240,13.191668510437012,74.03022003173828,11.295857429504395,43597,9658,985,0,26647,27593,27236,27004,2322,469,34.693390269886805,1.4639223241728812,0.08039365074129072
199,54400,13.204562187194824,74.18287658691406,11.289178848266602,43480,9946,974,0,26692,27708,27326,27074,2354,435,34.600284628178045,1.5075762514209439,0.07949585362641336
200,54278,13.214679718017578,74.0123062133789,11.283615112304688,43062,10264,952,0,26734,27544,27254,27024,2412,418,34.267650797115984,1.5557774627573464,0.07770025939665864
201,54328,13.217371940612793,73.82489776611328,11.275099754333496,43037,10343,948,0,26815,27513,27322,27006,2481,388,34.2477564292295,1.5677519775233082,0.07737378771852142
202,54408,13.262716293334961,74.55909729003906,11.294490814208984,42962,10531,915,0,26794,27614,27276,27132,2524,359,34.18807332557004,1.5962482911435714,0.07468039637388935
203,54098,13.255471229553223,75.12460327148438,11.274003982543945,42694,10512,892,0,26777,27321,27263,26835,2548,348,33.974805701826895,1.5933683445542894,0.07280318422460033
204,54318,13.291549682617188,73.57315063476562,11.242185592651367,42690,10759,869,0,26782,27536,27397,26921,2579,336,33.97162260296506,1.6308076502149542,0.0709259720753113
205,54452,13.323860168457031,73.90364074707031,11.251790046691895,42723,10868,861,0,26863,27589,27573,26879,2560,321,33.99788316857522,1.6473294490692558,0.07027302871903686
206,54285,13.307365417480469,73.86540222167969,11.228447914123535,42687,10751,847,0,26645,27640,27440,26845,2541,299,33.96923527881868,1.6295950411247304,0.06913037784555659
207,54252,13.410058975219727,73.54385375976562,11.310379028320312,42540,10832,880,0,26674,27578,27320,26932,2590,290,33.85225639564614,1.641872708163248,0.07182376919018867
208,54638,11.834707260131836,71.9873275756836,10.829486846923828,43769,10028,841,0,26647,27991,27332,27306,2013,647,34.830263520945834,1.5200054945957395,0.06864067032835075
209,54409,12.07878589630127,72.38677215576172,10.878866195678711,43270,10438,701,0,27111,27298,27056,27353,1789,400,34.433171937931554,1.5821517104697178,0.057214161593548016
210,54478,12.075641632080078,72.71529388427734,10.794641494750977,43284,10526,668,0,27178,27300,27164,27314,1709,342,34.444312783947986,1.5954904104621814,0.05452077024891594
211,54677,12.12315845489502,72.88713073730469,10.948750495910645,43514,10402,761,0,26993,27684,27577,27100,1760,370,34.62734096850367,1.5766949695637098,0.062111236765606335
212,54713,11.983916282653809,72.36843872070312,10.839567184448242,43726,10234,753,0,26830,27883,27648,27065,1849,411,34.79604520818108,1.5512301786690066,0.06145829340933189
213,54506,11.95351791381836,72.89588928222656,10.825518608093262,43694,10066,746,0,26675,27831,27543,26963,1844,419,34.770580417286375,1.5257653877743034,0.06088696797259175
214,54744,11.886314392089844,71.52649688720703,10.690322875976562,43947,10090,707,0,26972,27772,27622,27122,1861,369,34.97191142029762,1.5294032150449752,0.05770386911075385
215,54800,11.876747131347656,72.12081909179688,10.711028099060059,44029,10053,718,0,27073,27727,27522,27278,1872,360,35.0371649469653,1.5237948980026894,0.058601666225631205
216,54971,11.882225036621094,72.68094635009766,10.767794609069824,44188,10035,748,0,27202,27769,27594,27377,1867,349,35.16369312672335,1.5210665275496855,0.06105020381166036
217,55184,11.827691078186035,71.27986907958984,10.720273971557617,44454,10016,714,0,27232,27952,27647,27537,1797,336,35.375369201035575,1.5181865809604036,0.05827519454749398
218,54988,11.773508071899414,71.31910705566406,10.74083137512207,44471,9806,711,0,27245,27743,27582,27406,1721,335,35.38889737119839,1.4863555923420244,0.05803034078889107
219,55134,11.756635665893555,71.06712341308594,10.791600227355957,44777,9639,718,0,27204,27930,27634,27500,1768,341,35.632404434128986,1.4610423775835992,0.058601666225631205
220,54915,11.75277328491211,71.31990814208984,10.83022403717041,44688,9498,729,0,27139,27776,27614,27301,1768,341,35.561580484453096,1.439670142368402,0.05949946334050856
221,54832,11.759574890136719,71.4271240234375,10.87120246887207,44829,9260,743,0,27116,27716,27482,27350,1756,318,35.67378471933288,1.403595021934239,0.06064211421398884
222,54771,11.766727447509766,71.37779235839844,10.897625923156738,44987,9001,783,0,27072,27699,27431,27340,1844,323,35.79951712437548,1.364336802638238,0.06390683099536106
223,54816,11.746403694152832,71.2257080078125,10.909806251525879,45199,8812,805,0,26913,27903,27461,27355,1851,340,35.96822136405289,1.3356889128816969,0.06570242522511577
224,54804,11.716158866882324,71.9258041381836,10.910799026489258,45289,8714,801,0,26938,27866,27422,27382,1881,333,36.03984108844424,1.3208344515264534,0.06537595354697855
225,54608,11.615817070007324,70.69730377197266,10.880306243896484,45315,8505,788,0,26818,27790,27371,27237,1908,319,36.060531231046184,1.2891550390443522,0.06431492059303258
226,54859,11.557377815246582,71.44697570800781,10.958229064941406,45617,8447,795,0,27000,27859,27511,27348,2015,298,36.30085519511495,1.2803636231402284,0.0648862460297727
227,54519,11.555517196655273,72.0413818359375,10.98981761932373,44867,8917,735,0,26163,28356,26866,27653,2217,310,35.70402415852034,1.3516044071908864,0.059989170857714394
228,54454,11.44133472442627,72.54642486572266,10.928479194641113,44945,8805,704,0,26099,28355,26921,27533,2261,298,35.766094586326176,1.334627879927751,0.05745901535215093
229,54700,11.502189636230469,71.18717956542969,11.001413345336914,45029,8984,687,0,26474,28226,27290,27410,2417,300,35.83293966242478,1.3617600083215122,0.05607151072006774
230,54723,11.42093276977539,70.80089569091797,10.955499649047852,45242,8767,714,0,26550,28173,27384,27339,2429,295,36.002439676817644,1.328867986749187,0.05827519454749398
231,54544,11.768838882446289,70.81626892089844,11.180863380432129,44546,9091,907,0,26587,27957,27232,27312,2282,236,35.44858047485785,1.3779786549032578,0.0740274530176149
232,54217,11.881937026977539,71.11428833007812,11.190441131591797,44332,8953,932,0,26239,27978,27005,27212,2309,222,35.27828468574952,1.3570611480968944,0.07606790100597254
233,53727,11.808012962341309,73.13582611083984,11.10842514038086,44311,8572,844,0,25938,27789,26717,27010,2309,200,35.26157341672487,1.2993106401749779,0.06888552408695367
234,53708,11.846790313720703,72.54389190673828,11.07404899597168,44531,8353,824,0,25751,27957,26599,27109,2459,218,35.436643854125954,1.2661154663300969,0.06725316569626756
235,53440,11.847344398498535,73.23654174804688,10.8823881149292,44477,8270,693,0,25341,28099,26547,26893,2638,199,35.39367201949114,1.2535346470190234,0.05656121823727357
236,53150,11.883058547973633,71.52721405029297,10.746344566345215,44336,8161,653,0,25044,28106,26410,26740,2809,191,35.28146778461136,1.2370128481647218,0.05329650145590136
237,52932,11.965046882629395,72.3641357421875,10.636106491088867,44150,8190,592,0,24807,28125,26324,26608,2825,179,35.1334536875359,1.2414085561167836,0.04831780836430874
238,52752,12.084418296813965,72.90362548828125,10.528443336486816,43704,8483,565,0,24532,28220,26209,26543,2862,145,34.77853816444097,1.2858203640462365,0.046114124536882496
239,52601,12.23865032196045,74.09403991699219,10.483537673950195,43313,8740,548,0,24487,28114,26125,26476,2949,152,34.46739025069631,1.3247754310696813,0.04472661990479931
240,52356,12.34679126739502,73.95181274414062,10.422219276428223,42976,8854,526,0,24450,27906,25894,26462,2918,150,34.19921417158647,1.3420551106053726,0.04293102567504459
241,52444,12.45207405090332,75.44166564941406,10.38215160369873,42882,9065,497,0,24714,27730,25896,26548,2856,139,34.124411348333275,1.3740376753600299,0.04056410600854973
242,52512,12.46485424041748,74.91072082519531,10.291459083557129,42880,9187,445,0,25338,27174,25929,26583,2753,102,34.12281979890236,1.3925299639859452,0.03631997419276586
243,52728,12.535423278808594,75.64356231689453,10.274308204650879,42773,9531,424,0,25948,26780,25900,26828,2737,93,34.037671904348194,1.4446721548655757,0.034605997882545446
244,52948,12.572080612182617,76.84851837158203,10.22122573852539,42778,9770,400,0,26234,26714,25818,27130,2640,72,34.04165077792549,1.4808988514360166,0.03264716781372212
245,52897,12.58452320098877,74.28825378417969,10.157299995422363,42614,9910,373,0,26195,26702,25786,27111,2484,59,33.91114372459014,1.502119510514936,0.030443483986295875
246,52983,12.6039400100708,72.37191772460938,10.122632026672363,42408,10233,342,0,26285,26698,25916,27067,2359,57,33.74721413320549,1.5510786025327286,0.027913328480732413
247,52800,12.662116050720215,73.02542114257812,10.143926620483398,42111,10351,338,0,26201,26599,25889,26911,2256,51,33.51086904271402,1.568964586613532,0.02758685680259519
248,52632,12.737861633300781,73.13542938232422,10.228568077087402,41972,10308,352,0,26212,26420,26001,26631,2178,46,33.40025635726516,1.5624468127535782,0.028729507676075464
249,52630,12.71234130859375,72.83235931396484,10.16433048248291,42009,10303,318,0,26355,26275,26114,26516,2071,49,33.429700021737155,1.5616889320721883,0.025954498411909086
250,52610,12.78903865814209,76.42774200439453,10.185677528381348,41896,10394,320,0,26380,26230,26126,26484,2089,54,33.339777478890234,1.575482360473486,0.026117734250977697
251,52697,12.754430770874023,77.21769714355469,10.123566627502441,42049,10332,316,0,26439,26258,26252,26445,2080,57,33.461531010355536,1.5660846400242503,0.025791262572840475
252,52568,12.74338436126709,77.87389373779297,10.090855598449707,41936,10320,312,0,26374,26194,26154,26414,2001,46,33.371608467508615,1.5642657263889141,0.025464790894703253
253,52858,12.774274826049805,78.31719207763672,10.09398365020752,42159,10368,331,0,26389,26469,26169,26689,1923,60,33.54906622905608,1.571541380930258,0.027015531365855053
254,52902,12.802451133728027,74.63329315185547,10.177136421203613,42084,10431,387,0,26176,26726,26140,26762,1748,75,33.489383125396614,1.5810906775157718,0.03158613485977615
255,52931,12.664176940917969,75.19258880615234,10.027262687683105,42510,10014,407,0,26293,26638,26541,26390,1433,74,33.828383154182355,1.5178834286878475,0.03321849325046226
256,53100,12.667922973632812,75.64425659179688,10.058297157287598,42628,10051,421,0,26425,26675,26736,26364,1396,74,33.92228457060657,1.5234917457301334,0.03436114412394253
257,53229,12.708815574645996,77.88362884521484,10.104933738708496,42669,10111,449,0,26650,26579,26617,26612,1272,86,33.95491133394041,1.5325863139068132,0.03664644587090308
258,53455,12.812556266784668,79.69252014160156,10.261547088623047,42721,10268,466,0,26634,26821,26814,26641,1228,73,33.9962916191443,1.5563837673024585,0.03803395050298627
259,53537,12.660676002502441,80.14909362792969,10.075373649597168,43017,10087,430,3,26643,26894,27072,26465,1284,71,34.23184093492031,1.5289484866361414,0.03509570539975128
260,53621,12.594017028808594,77.99115753173828,9.986001968383789,43229,9959,433,0,26564,27057,27130,26491,1223,68,34.40054517459772,1.5095467411925578,0.03534055915835419
261,53491,12.51668930053711,77.02812194824219,9.841171264648438,43386,9729,376,0,26574,26917,27150,26341,1185,69,34.52548180492486,1.474684229848619,0.03068833774489879
262,53496,12.357168197631836,75.89803314208984,9.481002807617188,43697,9475,324,0,26601,26895,27121,26375,1107,78,34.77296774143275,1.436183891234008,0.026444205929114915
263,53613,12.291440963745117,75.16053009033203,9.468674659729004,44092,9188,333,0,26595,27018,27184,26429,1055,76,35.087298754039246,1.3926815401222232,0.027178767204923664
264,53328,12.238517761230469,73.97004699707031,9.443199157714844,44014,8978,336,0,26617,26711,27021,26307,999,83,35.0252283262334,1.3608505515038443,0.02742362096352658
265,53337,12.157371520996094,73.72407531738281,9.42137336730957,44169,8820,348,0,26596,26741,26950,26387,976,75,35.148573407129625,1.336901521971921,0.028403035997938243
266,53377,12.075571060180664,73.48017883300781,9.396883010864258,44444,8568,365,0,26770,26607,26935,26442,931,73,35.36741145388098,1.298704335629866,0.029790540630021435
267,53494,11.985568046569824,73.84288024902344,9.399297714233398,44758,8361,375,0,26865,26629,27133,26361,865,79,35.61728471453526,1.2673280754203209,0.030606719825364486
268,53406,11.907662391662598,73.50418090820312,9.436866760253906,44797,8245,364,0,26863,26543,27054,26352,846,75,35.64831992843818,1.2497452436120735,0.02970892271048713
269,53536,11.823387145996094,72.95761108398438,9.500333786010742,44951,8225,360,0,27042,26494,27133,26403,843,70,35.770869234618935,1.2467137208865136,0.029382451032349908
270,53354,11.705199241638184,73.2017822265625,9.543235778808594,44706,8300,348,0,27069,26285,26967,26387,796,71,35.575904429331366,1.2580819311073632,0.028403035997938243
271,53443,11.5962553024292,72.64952850341797,9.589625358581543,44732,8370,341,0,27212,26231,27026,26417,753,74,35.59659457193331,1.268692260646823,0.027831710561198108
272,53392,11.490880966186523,73.1790771484375,9.690045356750488,44544,8507,341,0,27204,26188,27089,26303,723,88,35.44698892542693,1.2894581913169083,0.027831710561198108
273,53509,11.420544624328613,72.9169921875,9.78533935546875,44581,8577,351,0,27175,26334,27038,26471,721,98,35.47643258989893,1.300068520856368,0.02864788975654116
274,53531,11.307085037231445,73.05239868164062,9.886526107788086,44677,8490,364,0,27125,26406,27094,26437,726,99,35.55282696258304,1.2868813970001824,0.02970892271048713
275,53845,11.138489723205566,74.31351470947266,9.820149421691895,45292,8195,358,0,27027,26818,27315,26530,669,100,36.04222841259062,1.2421664367981737,0.029219215193281297
276,54130,11.006613731384277,74.36380767822266,9.651759147644043,45899,7892,339,0,27157,26973,27491,26639,603,106,36.52526366487452,1.196238867505941,0.027668474722129497
277,54017,10.909842491149902,73.79335021972656,9.552592277526855,46209,7452,356,0,26921,27096,27420,26597,578,118,36.77195382666696,1.129545367543623,0.029055979354212686
278,54358,10.84821891784668,73.03144836425781,9.406079292297363,46838,7181,339,0,27183,27175,27534,26824,552,114,37.27249612269097,1.0884682346122863,0.027668474722129497
279,54024,10.833815574645996,72.92692565917969,9.327455520629883,46640,7048,336,0,26886,27138,27351,26673,561,122,37.114932729029995,1.0683086084873128,0.02742362096352658
280,54072,10.823600769042969,72.84837341308594,9.239995956420898,46702,7049,321,0,26909,27163,27227,26845,547,114,37.16427076138848,1.0684601846235908,0.026199352170512002
281,54086,10.80119514465332,73.81890869140625,9.209480285644531,46830,6927,329,0,26786,27300,27264,26822,511,113,37.266129924967295,1.0499678959976753,0.026852295526786443
282,54186,10.762479782104492,74.66495513916016,9.207254409790039,47034,6819,333,0,26737,27449,27304,26882,479,111,37.428467966921026,1.0335976732796517,0.027178767204923664
283,54098,10.681674003601074,74.1402587890625,9.14857292175293,46980,6778,340,0,26668,27430,27306,26792,456,108,37.385496132286214,1.027383051692254,0.027750092641663802
284,54234,10.582270622253418,72.38665008544922,9.027445793151855,47167,6768,299,0,26728,27506,27335,26899,460,114,37.53430600407714,1.025867290329474,0.024403757940757283
285,54220,10.54452896118164,72.34129333496094,9.041450500488281,47170,6750,300,0,26680,27540,27309,26911,443,96,37.536693328223514,1.02313891987647,0.024485375860291588
286,54439,10.643598556518555,80.73167419433594,9.570990562438965,47328,6690,411,10,26863,27576,27507,26932,548,206,37.66242573326611,1.0140443516997903,0.03354496492859948
287,54440,10.671170234680176,80.39253234863281,9.7756986618042,47343,6613,475,9,26725,27715,27491,26949,523,245,37.674362353998006,1.0023729892063846,0.03876851177879502
288,54485,10.621987342834473,80.1158676147461,9.714189529418945,47494,6518,472,1,26719,27766,27482,27003,507,239,37.79452433603239,0.9879732562599751,0.0385236580201921
289,54504,10.592653274536133,79.69879150390625,9.745527267456055,47552,6449,503,0,26788,27716,27551,26953,521,257,37.84067926952903,0.9775145028567934,0.041053813525755566
290,54367,10.567172050476074,79.57050323486328,9.747227668762207,47447,6405,515,0,26687,27680,27446,26921,515,258,37.75712292440579,0.9708451528605616,0.04203322856016723
291,54388,10.566243171691895,79.30857849121094,9.781288146972656,47448,6402,538,0,26604,27784,27519,26869,534,273,37.75791869912125,0.9703904244517276,0.04391044070945625
292,54344,10.562398910522461,78.83722686767578,9.801630973815918,47433,6351,560,0,26598,27746,27460,26884,553,287,37.74598207838936,0.9626600415015498,0.045706034939210965
293,54395,10.564620018005371,78.67424011230469,9.813517570495605,47442,6388,565,0,26569,27826,27481,26914,573,290,37.753144050828496,0.9682683585438356,0.046114124536882496
294,54374,10.584290504455566,78.37669372558594,9.838579177856445,47375,6416,583,0,26641,27733,27440,26934,576,279,37.69982714489271,0.9725124903596195,0.04758324708849999
295,54420,10.582537651062012,78.3697509765625,9.872418403625488,47435,6395,590,0,26656,27764,27470,26950,568,300,37.74757362782027,0.9693293914977816,0.04815457252524013
296,54372,10.572778701782227,78.55431365966797,9.88168716430664,47435,6353,584,0,26623,27749,27540,26832,638,292,37.74757362782027,0.9629631937741059,0.047664865008034296
297,54361,10.539362907409668,78.72991943359375,9.802766799926758,47449,6366,546,0,26605,27756,27506,26855,620,281,37.75871447383671,0.9649336835457197,0.044563384065730696
298,54458,10.543098449707031,78.66024780273438,9.837509155273438,47549,6359,550,0,26674,27784,27516,26942,628,281,37.83829194538266,0.9638726505917738,0.04488985574386791
299,54362,10.575053215026855,78.6082763671875,9.917322158813477,47387,6400,575,0,26526,27836,27480,26882,638,301,37.70937644147822,0.9700872721791717,0.046930303732225544
300,54376,10.598381042480469,78.50023651123047,9.934211730957031,47378,6423,575,0,26668,27708,27444,26932,632,286,37.702214469039085,0.9735735233135655,0.046930303732225544
301,54465,10.5916166305542,78.37882232666016,9.906688690185547,47444,6463,558,0,26605,27860,27580,26885,651,303,37.75473560025941,0.9796365687646853,0.045542799100142355
302,54206,10.59029769897461,78.11009216308594,9.877598762512207,47230,6435,541,0,26536,27670,27330,26876,636,294,37.584439811151086,0.9753924369489014,0.044155294468059166
303,54346,10.611030578613281,78.32295227050781,9.916326522827148,47318,6476,552,0,26623,27723,27401,26945,633,302,37.65446798611152,0.9816070585362993,0.04505309158293652
304,54191,10.604507446289062,78.23562622070312,9.91789722442627,47185,6455,551,0,26581,27610,27414,26777,633,293,37.54862994895541,0.9784239596744614,0.04497147366340222
305,54395,10.615091323852539,78.19298553466797,9.9140043258667,47306,6547,542,0,26648,27747,27485,26910,632,285,37.644918689526,0.992368964212037,0.044236912387593474
306,54297,10.613489151000977,78.06008911132812,9.925990104675293,47204,6546,547,0,26542,27755,27556,26741,604,268,37.563749668549136,0.992217388075759,0.044645001985265
307,54369,10.570627212524414,77.81686401367188,9.824339866638184,47231,6594,544,0,26523,27846,27480,26889,581,270,37.58523558586654,0.9994930426171028,0.044400148226662085
308,54299,10.583544731140137,77.42622375488281,9.829597473144531,47114,6645,540,0,26529,27770,27414,26885,616,285,37.49212994415778,1.0072234255672805,0.044073676548524864
309,54268,10.638815879821777,77.40941619873047,9.920119285583496,46916,6782,570,0,26567,27701,27451,26817,633,302,37.33456655049681,1.0279893562373659,0.04652221413455402
310,54354,10.625821113586426,77.40473937988281,9.908064842224121,46928,6862,564,0,26596,27758,27510,26844,622,298,37.34411584708232,1.0401154471396055,0.04603250661734819
311,54276,10.606527328491211,77.25552368164062,9.82235336303711,46862,6882,532,0,26497,27779,27473,26803,577,253,37.291594715862,1.0431469698651654,0.04342073319225042
312,54363,10.593362808227539,78.17401885986328,9.808846473693848,46964,6837,562,0,26486,27877,27502,26861,587,270,37.37276373683886,1.0363260437326556,0.045869270778279576
313,54227,10.572601318359375,78.72554779052734,9.790827751159668,46829,6817,581,0,26396,27831,27384,26843,585,277,37.26533415025183,1.0332945210070958,0.047420011249431376
314,54138,10.546014785766602,77.1606216430664,9.771503448486328,46772,6769,597,0,26252,27886,27359,26779,574,270,37.21997499147064,1.026018866465752,0.04872589796198026
315,54304,10.556839942932129,76.8675537109375,9.793752670288086,46912,6755,637,0,26436,27868,27412,26892,617,284,37.33138345163497,1.0238968005578601,0.051990614743352474
316,54245,10.530272483825684,79.46209716796875,9.777963638305664,46837,6775,633,0,26378,27867,27370,26875,620,277,37.27170034797551,1.0269283232834199,0.05166414306521525
317,54276,10.564337730407715,78.68362426757812,9.84426498413086,46834,6782,660,0,26364,27912,27396,26880,627,277,37.26931302382913,1.0279893562373659,0.053867826892641496
318,54292,10.545116424560547,76.80731964111328,9.83395767211914,46932,6710,650,0,26440,27852,27402,26890,650,275,37.34729894594416,1.0170758744253503,0.05305164769729844
319,54245,10.58171558380127,75.36476135253906,9.959212303161621,46872,6681,692,0,26376,27869,27346,26899,672,303,37.29955246301659,1.0126801664732883,0.05647960031773926
320,54158,10.541340827941895,75.0605239868164,9.878816604614258,46902,6573,683,0,26374,27784,27292,26866,685,307,37.32342570448038,0.9963099437552648,0.05574503904193052
321,54271,10.527389526367188,76.22901153564453,9.910582542419434,47081,6498,692,0,26334,27937,27517,26754,673,299,37.46586937854762,0.9849417335344152,0.05647960031773926
322,54167,10.524624824523926,76.63600158691406,9.985136032104492,47067,6378,722,0,26254,27913,27414,26753,711,314,37.45472853253119,0.9667525971810558,0.05892813790376843
323,54097,10.532988548278809,76.65943908691406,10.011603355407715,47048,6320,729,0,26159,27938,27383,26714,705,317,37.43960881293746,0.957961181276932,0.05949946334050856
324,54239,10.525945663452148,76.25529479980469,10.046796798706055,47203,6297,739,0,26211,28028,27490,26749,734,321,37.56295389383368,0.954474930142538,0.060315642535851616
325,54042,10.534158706665039,75.66532897949219,10.064102172851562,47088,6201,753,0,26071,27971,27340,26702,753,333,37.47143980155584,0.9399236210598505,0.06145829340933189
326,54180,10.5361909866333,75.9303970336914,10.045957565307617,47234,6183,763,0,26159,28021,27400,26780,771,357,37.58762291001292,0.9371952506068466,0.062274472604674946
327,54090,10.523563385009766,76.0533218383789,10.011913299560547,47173,6167,750,0,26135,27955,27446,26644,777,347,37.53908065236989,0.9347700324263987,0.06121343965072897
328,54009,10.53360366821289,76.72367095947266,10.007425308227539,47120,6120,769,0,26017,27992,27409,26600,749,338,37.49690459245054,0.9276459540213329,0.06276418012188077
329,53967,10.551958084106445,76.02306365966797,10.06039810180664,47192,5983,792,0,25898,28069,27413,26554,782,366,37.554200371963624,0.9068800233512475,0.0646413922711698
330,53851,10.564218521118164,75.78599548339844,10.036308288574219,47150,5913,788,0,25904,27947,27398,26453,811,387,37.52077783391432,0.8962696938117878,0.06431492059303258
331,53834,10.583182334899902,76.35881805419922,9.969234466552734,47166,5902,766,0,25848,27986,27351,26483,825,382,37.533510229361674,0.8946023563127299,0.06251932636327785
332,53856,10.670007705688477,76.07211303710938,10.079727172851562,47130,5904,822,0,25882,27974,27377,26479,867,398,37.50486233960513,0.8949055085852858,0.06708992985719896
333,53846,10.662944793701172,76.04060363769531,9.990324020385742,47114,5908,824,0,25779,28067,27304,26542,873,398,37.49212994415778,0.8955118131303978,0.06725316569626756
