frame,ego_id,ego_detected_box_count,has_collaborator,ego_origin_lidar_shape_0,ego_origin_lidar_shape_1,ego_pcd_num_points,ego_pcd_mean_range,ego_pcd_max_range,ego_pcd_std_range,ego_pcd_near_20m,ego_pcd_mid_20_50m,ego_pcd_far_50_80m,ego_pcd_very_far_80m,ego_pcd_front_points,ego_pcd_back_points,ego_pcd_left_points,ego_pcd_right_points,ego_pcd_front_far_30m,ego_pcd_front_far_50m,ego_pcd_density_0_20,ego_pcd_density_20_50,ego_pcd_density_50_80
144,1773,34,1,54097,4,54097,12.655888557434082,118.86634826660156,11.428549766540527,45378,7873,634,212,26144,27953,27180,26917,3051,595,36.11066503812013,1.193358920916659,0.05174576098474956
145,1773,30,1,53997,4,53997,12.681527137756348,119.5654296875,11.412235260009766,45185,7967,657,188,26125,27872,27044,26953,3049,604,35.957080518036456,1.2076070777267907,0.05362297313403858
146,1773,32,1,54097,4,54097,12.728410720825195,118.79460906982422,11.682136535644531,45265,7969,653,210,26142,27955,27122,26975,2996,609,36.02074249527321,1.2079102299993467,0.05329650145590136
147,1773,33,1,53885,4,53885,12.723482131958008,118.38247680664062,11.594999313354492,45016,8018,672,179,26135,27750,27062,26823,2968,617,35.8225945911238,1.2153374606769685,0.05484724192705316
148,1773,34,1,54051,4,54051,12.742987632751465,116.35476684570312,11.617074966430664,45157,8018,702,174,26260,27791,27060,26991,2956,643,35.934798826003586,1.2153374606769685,0.05729577951308232
149,1773,33,1,54035,4,54035,12.757315635681152,115.99718475341797,11.572966575622559,45097,8046,736,156,26207,27828,27052,26983,2938,662,35.88705234307602,1.2195815924927522,0.0600707887772487
150,1773,33,1,53882,4,53882,12.749277114868164,118.35338592529297,11.49713134765625,45021,7965,745,151,26198,27684,26971,26911,2924,667,35.8265734647011,1.2073039254542346,0.06080535005305745
151,1773,33,1,53940,4,53940,12.75959587097168,119.9948959350586,11.491887092590332,45090,7952,758,140,26152,27788,26936,27004,2908,659,35.881481920067806,1.2053334356826206,0.061866383007003416
152,1773,34,1,53894,4,53894,12.783574104309082,111.68289947509766,11.371405601501465,45072,7945,759,118,26283,27611,26952,26942,2889,629,35.867157975189535,1.2042724027286749,0.061948000926537725
153,1773,33,1,53886,4,53886,12.83270263671875,113.54399108886719,11.383062362670898,44976,8061,720,129,26376,27510,27061,26825,2869,606,35.79076360250542,1.2218552345369222,0.058764902064699816
154,1773,35,1,53930,4,53930,12.90927791595459,113.032470703125,11.421186447143555,44862,8192,763,113,26425,27505,26976,26954,2796,606,35.700045284943045,1.2417117083893396,0.062274472604674946
155,1773,32,1,53862,4,53862,12.931392669677734,112.70825958251953,11.340575218200684,44707,8313,737,105,26399,27463,26946,26916,2762,570,35.57670020404682,1.2600524208789772,0.060152406696783005
156,1773,31,1,53903,4,53903,12.970043182373047,111.2733154296875,11.381397247314453,44633,8386,770,114,26548,27355,26993,26910,2654,582,35.51781287510282,1.2711174788272708,0.06284579804141507
157,1773,31,1,53805,4,53805,12.945976257324219,111.62989807128906,11.318839073181152,44409,8561,727,108,26569,27236,26948,26857,2547,559,35.3395593388399,1.29764330267592,0.05933622750143995
158,1773,34,1,53799,4,53799,13.027419090270996,119.22749328613281,11.625783920288086,44216,8739,703,141,26625,27174,26846,26953,2554,560,35.18597481875622,1.3246238549334033,0.05737739743261663
159,1773,31,1,53949,4,53949,13.031354904174805,115.6575698852539,11.644877433776855,44281,8816,722,130,26674,27275,26977,26972,2513,562,35.23770017526109,1.336295217426809,0.05892813790376843
160,1773,32,1,53954,4,53954,13.028898239135742,111.66864013671875,11.642878532409668,44165,8942,725,122,26849,27105,27068,26886,2450,561,35.145390308267785,1.3553938105978363,0.05917299166237134
161,1773,29,1,53831,4,53831,13.022095680236816,111.72309112548828,11.667884826660156,44015,8977,719,120,26845,26986,26855,26976,2392,563,35.02602410094887,1.3606989753675662,0.05868328414516551
162,1773,29,1,53745,4,53745,13.053468704223633,117.9200439453125,11.796737670898438,43803,9091,727,124,26858,26887,26850,26895,2359,575,34.857319861271456,1.3779786549032578,0.05933622750143995
163,1773,31,1,53787,4,53787,13.033890724182129,112.07262420654297,11.841229438781738,43764,9134,759,130,26936,26851,26875,26912,2431,585,34.82628464736854,1.3844964287632116,0.061948000926537725
164,1773,33,1,53833,4,53833,13.004097938537598,112.57398223876953,11.846049308776855,43720,9165,832,116,26967,26866,26921,26912,2353,617,34.79127055988832,1.3891952889878294,0.067906109052542
165,1773,29,1,53871,4,53871,12.961803436279297,112.7778549194336,11.86876392364502,43642,9250,855,124,27066,26805,26899,26972,2254,627,34.72920013208248,1.402079260571459,0.06978332120183103
166,1773,29,1,53895,4,53895,12.956404685974121,112.90687561035156,11.926257133483887,43441,9418,903,133,27093,26802,26920,26975,2220,639,34.56924941427513,1.4275440514661621,0.07370098133947768
167,1773,29,1,53890,4,53890,12.93188762664795,111.91509246826172,11.962444305419922,43487,9324,957,122,27142,26748,26862,27028,2167,667,34.60585505118626,1.4132958946560306,0.07810834899433017
168,1773,28,1,53807,4,53807,12.89866828918457,111.693603515625,11.935250282287598,43347,9367,966,127,27153,26654,26900,26907,2077,663,34.494446591021934,1.4198136685159846,0.07884291027013891
169,1773,31,1,53984,4,53984,12.946847915649414,111.92100524902344,12.032647132873535,43370,9486,991,137,27357,26627,27051,26933,2129,708,34.5127494094775,1.437851228733066,0.08088335825849655
170,1773,32,1,53917,4,53917,12.909889221191406,111.89315795898438,11.959491729736328,43286,9523,985,123,27169,26748,27011,26906,2141,703,34.445904333378905,1.4434595457753518,0.08039365074129072
171,1773,30,1,53825,4,53825,12.950669288635254,112.91432189941406,12.021116256713867,42990,9699,1017,119,27107,26718,26994,26831,2161,720,34.2103550176029,1.470136945760279,0.0830054241663885
172,1773,29,1,53894,4,53894,12.952041625976562,113.03683471679688,12.01098918914795,42994,9770,1002,128,27113,26781,27049,26845,2226,718,34.21353811646474,1.4808988514360166,0.08178115537337391
173,1773,28,1,53991,4,53991,12.98799991607666,116.38139343261719,12.067997932434082,43169,9663,1029,130,27153,26838,27090,26901,2240,738,34.352798691670145,1.464680204854271,0.08398483920080015
174,1773,28,1,54084,4,54084,13.013319969177246,116.55205535888672,12.087358474731445,43246,9668,1041,129,27235,26849,27065,27019,2243,723,34.41407334476053,1.4654380855356612,0.08496425423521181
175,1773,28,1,54044,4,54044,13.005048751831055,119.96318054199219,12.108613014221191,43232,9679,998,135,27285,26759,27086,26958,2340,742,34.40293249874409,1.4671054230347191,0.08145468369523669
176,1773,28,1,54009,4,54009,13.046048164367676,119.94036865234375,12.227350234985352,43304,9533,1027,145,27263,26746,27160,26849,2387,752,34.460228278257176,1.4449753071381317,0.08382160336173154
177,1773,28,1,54064,4,54064,13.0491361618042,119.44993591308594,12.184348106384277,43415,9480,1036,133,27257,26807,27067,26997,2456,747,34.54855927167318,1.436941771915398,0.08455616463754029
178,1773,27,1,53947,4,53947,13.064547538757324,118.52142333984375,12.199372291564941,43483,9290,1039,135,27206,26741,26998,26949,2520,758,34.60267195232442,1.4081423060225788,0.08480101839614321
179,1773,28,1,54198,4,54198,13.131068229675293,118.74870300292969,12.242716789245605,43910,9095,1054,139,27354,26844,27132,27066,2619,769,34.94246775582562,1.3785849594483697,0.08602528718915778
180,1773,28,1,54193,4,54193,13.1768217086792,119.95399475097656,12.260746002197266,44049,8929,1070,145,27263,26930,27126,27067,2682,793,35.05308044127449,1.3534233208262225,0.08733117390170667
181,1773,29,1,54175,4,54175,13.21434211730957,119.65272521972656,12.321232795715332,44181,8746,1089,159,27345,26830,27135,27040,2754,838,35.15812270371514,1.3256848878873493,0.08888191437285847
182,1773,30,1,54185,4,54185,13.263358116149902,119.69487762451172,12.349358558654785,44238,8707,1079,161,27342,26843,27143,27042,2780,827,35.20348186249633,1.3197734185725074,0.08806573517751541
183,1773,29,1,54354,4,54354,13.294184684753418,119.65220642089844,12.3738431930542,44494,8581,1112,167,27331,27023,27232,27122,2756,852,35.407200189653956,1.30067482540148,0.09075912652214749
184,1773,30,1,54334,4,54334,13.378201484680176,119.11442565917969,12.43461799621582,44478,8555,1130,171,27333,27001,27204,27130,2784,880,35.394467794206605,1.296733845858252,0.09222824907376499
185,1773,30,1,54339,4,54339,13.416901588439941,119.5716323852539,12.500749588012695,44495,8483,1178,183,27357,26982,27227,27112,2774,924,35.40799596436941,1.2858203640462365,0.09614590921141164
186,1773,27,1,54485,4,54485,13.403247833251953,119.15788269042969,12.430514335632324,44582,8553,1171,179,27325,27160,27349,27136,2736,925,35.47722836461439,1.2964306935856962,0.0955745837746715
187,1773,29,1,54532,4,54532,13.432284355163574,117.54878997802734,12.483241081237793,44550,8614,1181,187,27377,27155,27310,27222,2772,941,35.45176357371969,1.3056768378986539,0.09639076297001456
188,1773,28,1,54540,4,54540,13.472243309020996,118.84027099609375,12.496569633483887,44506,8623,1224,187,27256,27284,27448,27092,2711,954,35.41674948623947,1.3070410231251557,0.09990033350998968
189,1773,30,1,54523,4,54523,13.500365257263184,119.09437561035156,12.546180725097656,44521,8635,1172,195,27065,27458,27436,27087,2727,900,35.42868610697136,1.3088599367604916,0.09565620169420581
190,1773,27,1,54738,4,54738,13.529010772705078,119.87274169921875,12.561385154724121,44598,8837,1118,185,27254,27484,27563,27175,2714,816,35.48996076006174,1.3394783162886468,0.09124883403935333
191,1773,30,1,54750,4,54750,13.51544189453125,119.06224060058594,12.524307250976562,44575,8880,1119,176,27172,27578,27589,27161,2643,801,35.471657941606175,1.3459960901486006,0.09133045195888763
192,1773,30,1,54743,4,54743,13.554173469543457,118.15895080566406,12.610770225524902,44543,8889,1137,174,27110,27633,27580,27163,2569,781,35.44619315071147,1.3473602753751026,0.09279957451050512
193,1773,30,1,54643,4,54643,13.577103614807129,118.38819885253906,12.74000072479248,44329,8960,1162,192,27058,27585,27512,27131,2508,799,35.27589736160314,1.3581221810508404,0.09484002249886275
194,1773,29,1,54550,4,54550,13.57783317565918,119.16948699951172,12.725435256958008,44228,8991,1147,184,26845,27705,27478,27072,2478,751,35.19552411534173,1.3628210412754582,0.09361575370584818
195,1773,30,1,54604,4,54604,13.593290328979492,119.96504974365234,12.724306106567383,44159,9124,1134,187,26811,27793,27546,27058,2480,740,35.14061565997503,1.3829806674004315,0.09255472075190221
196,1773,32,1,54491,4,54491,13.572641372680664,119.99552154541016,12.70339584350586,43964,9234,1111,182,26843,27648,27469,27022,2432,697,34.98543959046043,1.399654042391011,0.09067750860261319
197,1773,31,1,54546,4,54546,13.626899719238281,118.95063018798828,12.771121978759766,43810,9430,1116,190,26874,27672,27495,27051,2471,690,34.86289028427967,1.4293629651014983,0.09108559820028471
198,1773,30,1,54560,4,54560,13.648950576782227,118.77664947509766,12.791654586791992,43597,9658,1112,193,26848,27712,27405,27155,2523,670,34.693390269886805,1.4639223241728812,0.09075912652214749
199,1773,29,1,54722,4,54722,13.664620399475098,119.50018310546875,12.796446800231934,43480,9946,1097,199,26898,27824,27495,27227,2560,641,34.600284628178045,1.5075762514209439,0.08953485772913292
200,1773,28,1,54605,4,54605,13.688499450683594,117.98257446289062,12.851044654846191,43062,10264,1065,214,26929,27676,27427,27178,2607,613,34.267650797115984,1.5557774627573464,0.08692308430403514
201,1773,26,1,54664,4,54664,13.699244499206543,119.53248596191406,12.85393238067627,43037,10343,1070,214,27022,27642,27500,27164,2688,595,34.2477564292295,1.5677519775233082,0.08733117390170667
202,1773,28,1,54711,4,54711,13.696246147155762,119.88533782958984,12.718353271484375,42962,10531,1024,194,26978,27733,27427,27284,2708,543,34.18807332557004,1.5962482911435714,0.08357674960312862
203,1773,29,1,54433,4,54433,13.735723495483398,118.80752563476562,12.839818954467773,42694,10512,1019,208,26968,27465,27421,27012,2739,539,33.974805701826895,1.5933683445542894,0.0831686600054571
204,1773,29,1,54656,4,54656,13.777469635009766,119.02954864501953,12.837221145629883,42690,10759,984,223,26975,27681,27553,27103,2772,529,33.97162260296506,1.6308076502149542,0.08031203282175642
205,1773,27,1,54802,4,54802,13.825989723205566,118.7342300415039,12.894735336303711,42723,10868,982,229,27065,27737,27740,27062,2762,523,33.99788316857522,1.6473294490692558,0.0801487969826878
206,1773,31,1,54625,4,54625,13.799209594726562,119.76986694335938,12.849393844604492,42687,10751,956,231,26838,27787,27591,27034,2734,492,33.96923527881868,1.6295950411247304,0.07802673107479587
207,1773,27,1,54582,4,54582,13.886468887329102,119.80279541015625,12.865596771240234,42540,10832,979,231,26868,27714,27469,27113,2784,484,33.85225639564614,1.641872708163248,0.07990394322408488
208,1845,30,1,54780,4,54780,12.034127235412598,119.97282409667969,11.521744728088379,43769,10028,896,87,26711,28069,27426,27354,2077,711,34.830263520945834,1.5200054945957395,0.07312965590273755
209,1845,31,1,54591,4,54591,12.350846290588379,116.64094543457031,11.854755401611328,43270,10438,732,151,27152,27439,27168,27423,1830,441,34.433171937931554,1.5821517104697178,0.05974431709911148
210,1845,25,1,54665,4,54665,12.36190414428711,118.25978088378906,11.8544921875,43284,10526,701,154,27216,27449,27280,27385,1747,380,34.444312783947986,1.5954904104621814,0.057214161593548016
211,1845,30,1,54872,4,54872,12.412592887878418,118.76847076416016,11.982562065124512,43514,10402,809,147,27043,27829,27679,27193,1810,420,34.62734096850367,1.5766949695637098,0.06602889690325299
212,1845,40,1,54912,4,54912,12.275253295898438,119.50812530517578,11.872708320617676,43726,10234,797,155,26880,28032,27765,27147,1899,461,34.79604520818108,1.5512301786690066,0.06504948186884132
213,1845,40,1,54698,4,54698,12.232359886169434,119.65840148925781,11.812885284423828,43694,10066,798,140,26736,27962,27639,27059,1905,480,34.770580417286375,1.5257653877743034,0.06513109978837563
214,1845,46,1,54933,4,54933,12.156682968139648,118.83322143554688,11.651016235351562,43947,10090,784,112,27035,27898,27729,27204,1924,432,34.97191142029762,1.5294032150449752,0.06398844891489536
215,1845,44,1,54998,4,54998,12.159066200256348,118.17564392089844,11.711054801940918,44029,10053,801,115,27135,27863,27625,27373,1934,422,35.0371649469653,1.5237948980026894,0.06537595354697855
216,1845,48,1,55171,4,55171,12.16841983795166,119.25544738769531,11.783782005310059,44188,10035,829,119,27256,27915,27698,27473,1921,403,35.16369312672335,1.5210665275496855,0.0676612552939391
217,1845,48,1,55401,4,55401,12.138602256774902,119.66275024414062,11.832549095153809,44454,10016,806,125,27287,28114,27752,27649,1852,391,35.375369201035575,1.5181865809604036,0.06578404314465007
218,1845,48,1,55186,4,55186,12.058485984802246,119.44550323486328,11.761347770690918,44471,9806,793,116,27293,27893,27679,27507,1769,383,35.38889737119839,1.4863555923420244,0.0647230101907041
219,1845,46,1,55332,4,55332,12.041237831115723,119.95995330810547,11.806718826293945,44777,9639,799,117,27257,28075,27735,27597,1821,394,35.632404434128986,1.4610423775835992,0.06521271770790993
220,1845,46,1,55100,4,55100,12.018278121948242,119.76026916503906,11.77133560180664,44688,9498,808,106,27191,27909,27702,27398,1820,393,35.561580484453096,1.439670142368402,0.06594727898371869
221,1845,45,1,55022,4,55022,12.040096282958984,119.9533462524414,11.88538646697998,44829,9260,811,122,27172,27850,27589,27433,1812,374,35.67378471933288,1.403595021934239,0.0661921327423216
222,1845,46,1,54949,4,54949,12.03389835357666,119.92178344726562,11.88056755065918,44987,9001,838,123,27128,27821,27536,27413,1900,379,35.79951712437548,1.364336802638238,0.06839581656974784
223,1845,49,1,55001,4,55001,12.030838012695312,119.60852813720703,11.976202011108398,45199,8812,848,142,26975,28026,27577,27424,1913,402,35.96822136405289,1.3356889128816969,0.06921199576509089
224,1845,47,1,54999,4,54999,12.013487815856934,119.80413818359375,12.016589164733887,45289,8714,851,145,27015,27984,27543,27456,1958,410,36.03984108844424,1.3208344515264534,0.06945684952369381
225,1845,43,1,54792,4,54792,11.899328231811523,118.07836151123047,11.94849681854248,45315,8505,838,134,26887,27905,27483,27309,1977,388,36.060531231046184,1.2891550390443522,0.06839581656974784
226,1845,47,1,55043,4,55043,11.840322494506836,117.88184356689453,12.017531394958496,45617,8447,837,142,27068,27975,27623,27420,2083,366,36.30085519511495,1.2803636231402284,0.06831419865021353
227,1845,28,1,54651,4,54651,11.77211856842041,119.75863647460938,11.84978199005127,44867,8917,748,119,26240,28411,26972,27679,2294,387,35.70402415852034,1.3516044071908864,0.06105020381166036
228,1845,28,1,54567,4,54567,11.62842845916748,119.89938354492188,11.686161994934082,44945,8805,724,93,26166,28401,27013,27554,2328,365,35.766094586326176,1.334627879927751,0.05909137374283704
229,1845,30,1,54857,4,54857,11.742904663085938,119.25296783447266,11.904887199401855,45029,8984,733,111,26550,28307,27388,27469,2493,376,35.83293966242478,1.3617600083215122,0.05982593501864578
230,1845,35,1,54894,4,54894,11.680586814880371,119.9266128540039,11.923148155212402,45242,8767,774,111,26634,28260,27493,27401,2513,379,36.002439676817644,1.328867986749187,0.0631722697195523
231,1845,34,1,54779,4,54779,12.112733840942383,119.21488952636719,12.376466751098633,44546,9091,1006,136,26650,28129,27343,27436,2345,299,35.44858047485785,1.3779786549032578,0.08210762705151113
232,1845,32,1,54421,4,54421,12.176883697509766,117.56803894042969,12.20546817779541,44332,8953,1033,103,26288,28133,27085,27336,2358,271,35.27828468574952,1.3570611480968944,0.08431131087893737
233,1845,33,1,53936,4,53936,12.11030387878418,118.09208679199219,12.144024848937988,44311,8572,952,101,25985,27951,26797,27139,2356,247,35.26157341672487,1.2993106401749779,0.07770025939665864
234,1845,46,1,53915,4,53915,12.147933006286621,119.6487808227539,12.110998153686523,44531,8353,917,114,25803,28112,26693,27222,2511,270,35.436643854125954,1.2661154663300969,0.07484363221295796
235,1845,45,1,53649,4,53649,12.155993461608887,119.49201202392578,11.972373008728027,44477,8270,787,115,25399,28250,26638,27011,2696,257,35.39367201949114,1.2535346470190234,0.06423330267349828
236,1845,52,1,53361,4,53361,12.196454048156738,118.27274322509766,11.870355606079102,44336,8161,757,107,25115,28246,26515,26846,2880,262,35.28146778461136,1.2370128481647218,0.061784765087469114
237,1845,47,1,53110,4,53110,12.231043815612793,118.94874572753906,11.601705551147461,44150,8190,673,97,24866,28244,26401,26709,2884,238,35.1334536875359,1.2414085561167836,0.05492885984658746
238,1845,50,1,52922,4,52922,12.338937759399414,119.72222137451172,11.462557792663574,43704,8483,646,89,24596,28326,26284,26638,2926,209,34.77853816444097,1.2858203640462365,0.05272517601916122
239,1845,48,1,52759,4,52759,12.479092597961426,119.40692138671875,11.378057479858398,43313,8740,609,97,24542,28217,26189,26570,3004,207,34.46739025069631,1.3247754310696813,0.04970531299639193
240,1845,43,1,52500,4,52500,12.567201614379883,119.96540069580078,11.252685546875,42976,8854,560,110,24498,28002,25953,26547,2966,198,34.19921417158647,1.3420551106053726,0.045706034939210965
241,1845,49,1,52584,4,52584,12.663373947143555,117.6435546875,11.172574996948242,42882,9065,535,102,24754,27830,25940,26644,2896,179,34.124411348333275,1.3740376753600299,0.04366558695085333
242,1845,46,1,52650,4,52650,12.669926643371582,118.91464233398438,11.059822082519531,42880,9187,490,93,25380,27270,25972,26678,2795,144,34.12281979890236,1.3925299639859452,0.0399927805718096
243,1845,45,1,52869,4,52869,12.741671562194824,119.92398071289062,11.038507461547852,42773,9531,477,88,25989,26880,25939,26930,2778,134,34.037671904348194,1.4446721548655757,0.038931747617863624
244,1845,48,1,53089,4,53089,12.784767150878906,119.87510681152344,11.039011001586914,42778,9770,444,97,26289,26800,25870,27219,2695,127,34.04165077792549,1.4808988514360166,0.036238356273231555
245,1845,46,1,53042,4,53042,12.80508041381836,119.3408432006836,11.015454292297363,42614,9910,419,99,26257,26785,25857,27185,2546,121,33.91114372459014,1.502119510514936,0.03419790828487392
246,1845,46,1,53154,4,53154,12.860664367675781,118.76155853271484,11.106308937072754,42408,10233,404,109,26363,26791,26000,27154,2437,135,33.74721413320549,1.5510786025327286,0.032973639491859344
247,1845,47,1,52972,4,52972,12.921566009521484,119.48322296142578,11.13491439819336,42111,10351,394,116,26280,26692,25981,26991,2335,130,33.51086904271402,1.568964586613532,0.03215746029651629
248,1845,45,1,52823,4,52823,13.022515296936035,119.54005432128906,11.290346145629883,41972,10308,418,125,26290,26533,26099,26724,2256,124,33.40025635726516,1.5624468127535782,0.03411629036533961
249,1845,45,1,52800,4,52800,12.967870712280273,119.88314819335938,11.132328987121582,42009,10303,369,119,26414,26386,26216,26584,2130,108,33.429700021737155,1.5616889320721883,0.030117012308158657
250,1845,43,1,52780,4,52780,13.045991897583008,119.72046661376953,11.159860610961914,41896,10394,369,121,26451,26329,26230,26550,2160,125,33.339777478890234,1.575482360473486,0.030117012308158657
251,1845,42,1,52871,4,52871,13.011947631835938,119.30766296386719,11.084041595458984,42049,10332,376,114,26513,26358,26352,26519,2154,131,33.461531010355536,1.5660846400242503,0.03068833774489879
252,1845,45,1,52741,4,52741,12.995759010314941,118.94184112548828,11.018647193908691,41936,10320,377,108,26447,26294,26248,26493,2074,119,33.371608467508615,1.5642657263889141,0.030769955664433097
253,1845,37,1,53010,4,53010,12.996268272399902,117.44573974609375,10.913089752197266,42159,10368,369,114,26467,26543,26250,26760,2001,138,33.54906622905608,1.571541380930258,0.030117012308158657
254,1845,40,1,53061,4,53061,13.035014152526855,119.87267303466797,11.029970169067383,42084,10431,425,121,26266,26795,26232,26829,1838,165,33.489383125396614,1.5810906775157718,0.034687615802079755
255,1845,40,1,53100,4,53100,12.911611557006836,119.32141876220703,10.952346801757812,42510,10014,458,118,26371,26729,26632,26468,1511,152,33.828383154182355,1.5178834286878475,0.037381007146711824
256,1845,42,1,53283,4,53283,12.929287910461426,119.96118927001953,11.011082649230957,42628,10051,481,123,26487,26796,26824,26459,1458,136,33.92228457060657,1.5234917457301334,0.039258219296000846
257,1845,41,1,53415,4,53415,12.96152400970459,119.94402313232422,10.979754447937012,42669,10111,528,107,26698,26717,26688,26727,1320,134,33.95491133394041,1.5325863139068132,0.0430942615141132
258,1845,34,1,53663,4,53663,13.105712890625,118.61217498779297,11.295065879821777,42721,10268,534,140,26691,26972,26890,26773,1285,130,33.9962916191443,1.5563837673024585,0.04358396903131903
259,1845,48,1,53724,4,53724,12.929866790771484,119.69336700439453,11.067453384399414,43017,10087,497,123,26721,27003,27141,26583,1362,149,34.23184093492031,1.5289484866361414,0.04056410600854973
260,1845,45,1,53840,4,53840,12.910599708557129,118.10015106201172,11.16280746459961,43229,9959,501,151,26668,27172,27217,26623,1327,172,34.40054517459772,1.5095467411925578,0.040890577686686955
261,1845,42,1,53750,4,53750,12.87984848022461,117.63175201416016,11.161590576171875,43386,9729,491,144,26680,27070,27271,26479,1291,175,34.52548180492486,1.474684229848619,0.0400743984913439
262,1845,45,1,53845,4,53845,12.827574729919434,119.87613677978516,11.146785736083984,43697,9475,517,156,26710,27135,27342,26503,1216,187,34.77296774143275,1.436183891234008,0.04219646439923584
263,1845,46,1,53957,4,53957,12.75645637512207,117.29029846191406,11.123945236206055,44092,9188,522,155,26708,27249,27405,26552,1168,189,35.087298754039246,1.3926815401222232,0.042604553996907366
264,1845,45,1,53689,4,53689,12.730207443237305,119.75033569335938,11.187845230102539,44014,8978,525,172,26745,26944,27256,26433,1127,211,35.0252283262334,1.3608505515038443,0.04284940775551028
265,1845,43,1,53718,4,53718,12.681034088134766,116.66015625,11.286443710327148,44169,8820,537,192,26733,26985,27205,26513,1113,212,35.148573407129625,1.336901521971921,0.043828822789921944
266,1845,45,1,53789,4,53789,12.64507007598877,116.66453552246094,11.428838729858398,44444,8568,559,218,26925,26864,27208,26581,1086,228,35.36741145388098,1.298704335629866,0.045624417019676664
267,1845,46,1,53889,4,53889,12.530405044555664,119.17229461669922,11.34772777557373,44758,8361,548,222,27017,26872,27395,26494,1017,231,35.61728471453526,1.2673280754203209,0.04472661990479931
268,1845,47,1,53802,4,53802,12.459517478942871,119.87976837158203,11.416531562805176,44797,8245,523,237,27033,26769,27318,26484,1016,245,35.64831992843818,1.2497452436120735,0.042686171916441674
269,1845,47,1,53941,4,53941,12.397796630859375,119.98555755615234,11.587101936340332,44951,8225,475,290,27232,26709,27405,26536,1033,260,35.770869234618935,1.2467137208865136,0.03876851177879502
270,1845,41,1,53780,4,53780,12.324162483215332,119.86361694335938,11.817851066589355,44706,8300,447,327,27278,26502,27242,26538,1005,280,35.575904429331366,1.2580819311073632,0.03648321003183447
271,1845,44,1,53846,4,53846,12.17761516571045,119.9972915649414,11.71399974822998,44732,8370,416,328,27402,26444,27292,26554,943,264,35.59659457193331,1.268692260646823,0.033953054526271
272,1845,41,1,53800,4,53800,12.092438697814941,119.81446075439453,11.90951919555664,44544,8507,392,357,27411,26389,27339,26461,930,295,35.44698892542693,1.2894581913169083,0.03199422445744768
273,1845,39,1,53947,4,53947,12.078810691833496,119.84757232666016,12.227954864501953,44581,8577,402,387,27410,26537,27300,26647,956,333,35.47643258989893,1.300068520856368,0.03281040365279073
274,1845,39,1,53959,4,53959,11.95253849029541,119.8233642578125,12.271331787109375,44677,8490,407,385,27364,26595,27343,26616,965,338,35.55282696258304,1.2868813970001824,0.03321849325046226
275,1845,36,1,54283,4,54283,11.801323890686035,118.99874114990234,12.29658031463623,45292,8195,396,400,27280,27003,27568,26715,922,353,36.04222841259062,1.2421664367981737,0.0323206961355849
276,1845,37,1,54595,4,54595,11.697319984436035,119.71311950683594,12.230011940002441,45899,7892,400,404,27423,27172,27765,26830,869,372,36.52526366487452,1.196238867505941,0.03264716781372212
277,1845,35,1,54488,4,54488,11.611011505126953,117.7580337524414,12.183868408203125,46209,7452,427,400,27194,27294,27692,26796,851,391,36.77195382666696,1.129545367543623,0.034850851641148366
278,1845,35,1,54856,4,54856,11.583714485168457,117.52354431152344,12.182445526123047,46838,7181,439,398,27469,27387,27825,27031,838,400,37.27249612269097,1.0884682346122863,0.035830266675560024
279,1845,36,1,54512,4,54512,11.559556007385254,118.25467681884766,12.090713500976562,46640,7048,446,378,27163,27349,27633,26879,838,399,37.114932729029995,1.0683086084873128,0.036401592112300166
280,1845,37,1,54589,4,54589,11.590644836425781,119.66400909423828,12.158766746520996,46702,7049,449,389,27203,27386,27530,27059,841,408,37.16427076138848,1.0684601846235908,0.03664644587090308
281,1845,38,1,54595,4,54595,11.558553695678711,119.89356231689453,12.11721420288086,46830,6927,464,374,27083,27512,27563,27032,808,410,37.266129924967295,1.0499678959976753,0.03787071466391766
282,1845,34,1,54684,4,54684,11.502574920654297,119.12174224853516,12.05730152130127,47034,6819,475,356,27040,27644,27600,27084,782,414,37.428467966921026,1.0335976732796517,0.03876851177879502
283,1845,37,1,54616,4,54616,11.461219787597656,119.38648223876953,12.177813529968262,46980,6778,491,367,26988,27628,27603,27013,776,428,37.385496132286214,1.027383051692254,0.0400743984913439
284,1845,38,1,54779,4,54779,11.393013954162598,119.77334594726562,12.17301082611084,47167,6768,482,362,27050,27729,27639,27140,782,436,37.53430600407714,1.025867290329474,0.039339837215535155
285,1845,38,1,54778,4,54778,11.374176025390625,119.27225494384766,12.239392280578613,47170,6750,479,379,27011,27767,27627,27151,774,427,37.536693328223514,1.02313891987647,0.039094983456932235
286,1845,38,1,54902,4,54902,11.362136840820312,119.2481460571289,12.37135124206543,47328,6690,500,384,27101,27801,27730,27172,786,444,37.66242573326611,1.0140443516997903,0.04080895976715265
287,1845,35,1,54857,4,54857,11.324216842651367,119.23548126220703,12.316906929016113,47343,6613,530,371,26927,27930,27692,27165,725,447,37.674362353998006,1.0023729892063846,0.04325749735318181
288,1845,38,1,54916,4,54916,11.29307746887207,119.20843505859375,12.325135231018066,47494,6518,515,389,26931,27985,27690,27226,719,451,37.79452433603239,0.9879732562599751,0.04203322856016723
289,1845,38,1,54929,4,54929,11.256386756896973,119.83414459228516,12.328919410705566,47552,6449,539,389,27000,27929,27752,27177,733,469,37.84067926952903,0.9775145028567934,0.043992058628990555
