row_type,old_path,new_path,disposition,commit,detail,note
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L135|relpath_local|code/p2_dataprep/train_p2_loso.py,**Candidate set — SINGLE SOURCE OF TRUTH.** `code/p2_dataprep/train_p2_loso.py` **parses the JSON
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L168|relpath_local|results/p2_dataprep/validate_loso_folds.csv,"is written to `results/p2_dataprep/validate_loso_folds.csv`, so both aggregates below are recomputable"
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L182|relpath_local|results/p2_dataprep/candidate_walk_B0XX.csv,candidate index; (3) write this order to `results/p2_dataprep/candidate_walk_B0XX.csv` **before any
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L207|relpath_local|code/p2_dataprep/check_leakage.py,`code/p2_dataprep/check_leakage.py` asserts: (1) every budget's `frozen_validate_payload ≤ B_max`;
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L238|relpath_local|code/payload_audit.py,md5s match the data actually used; payload chain still bit-audits (`code/payload_audit.py`).
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L277|relpath_local|code/p2_dataprep/check_leakage.py,- `code/p2_dataprep/check_leakage.py` enforces this: with no manifest present it asserts the
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L448|relpath_local|data/p2/p2_grid_,(`data/p2/p2_grid_{split}.csv`: `eff_E/eff_L/eff_F/bler_F/oracle_ELF`) with the frozen `predict()`; no
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L477|relpath_local|analysis_tools/build_bler_sionna.py,"pipeline (`analysis_tools/build_bler_sionna.py`, extended with a Rician block-fading branch: per-"
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L499|relpath_local|code/p2_dataprep/train_p4a_bandit.py,`code/p2_dataprep/train_p4a_bandit.py` **parses** (no values hard-coded elsewhere; IRON RULE — any
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L509|relpath_local|data/p2/p2_grid_,cached per-frame `eff` (`data/p2/p2_grid_*.csv`; **zero new perception inference**); same three
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L519|relpath_local|results/p4a/P4A_MANIFEST.json,`results/p4a/P4A_MANIFEST.json` (3 sha256 / hyperparams / seed / per-budget frozen payload check);
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L520|relpath_local|results/p4a/,"results + PROVENANCE under `results/p4a/`, all labelled **""external baseline, not deployed""**."
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L547|relpath_local|opencood/hypes_yaml/second_intermediate_fusion.yaml,- **(1) Checkpoint + inference config.** Backbone config `opencood/hypes_yaml/second_intermediate_fusion.yaml`
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L584|relpath_local|results/p2_dataprep/FROZEN_MANIFEST.json,"`results/p2_dataprep/FROZEN_MANIFEST.json` (schema `catosg-frozen-manifest/1`, freeze"
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L593|relpath_local|data/p2/selector_B010.pkl,| 0.10 | `data/p2/selector_B010.pkl` | 58 | None | 0.05 | 6 | 0.067887 | 0.9070 | 18.0 |
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L594|relpath_local|data/p2/selector_B020.pkl,| 0.20 | `data/p2/selector_B020.pkl` | 1 | None | 0.02 | 2 | 0.099231 | 0.9087 | 12.0 |
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L595|relpath_local|data/p2/selector_B030.pkl,| 0.30 | `data/p2/selector_B030.pkl` | 56 | None | 0.00 | 0 | 0.156962 | 0.9094 | 8.0 |
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L600|relpath_local|code/payload_audit.py,**Resident gates (all must pass on the committed tree).** `code/payload_audit.py` (17/17 links);
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L601|relpath_local|code/verify_paragraph_insert.py,`code/verify_paragraph_insert.py 1 2 3` (3/3); `code/extract_claims.py --check` (CLAIMS ≡ main.tex);
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L601|relpath_local|code/extract_claims.py,`code/verify_paragraph_insert.py 1 2 3` (3/3); `code/extract_claims.py --check` (CLAIMS ≡ main.tex);
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L602|relpath_local|results/STALE_FINGERPRINTS.md,block-exit grep over `results/STALE_FINGERPRINTS.md` (0 hits); `code/p2_dataprep/check_leakage.py`
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L602|relpath_local|code/p2_dataprep/check_leakage.py,block-exit grep over `results/STALE_FINGERPRINTS.md` (0 hits); `code/p2_dataprep/check_leakage.py`
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L605|relpath_local|results/p2_deploy/,**P2 deployment deliverables (all in `results/p2_deploy/` unless noted).**
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L619|relpath_local|code/rf_latency_benchmark.py,- **P2-C latency (frozen selectors).** `code/rf_latency_benchmark.py` → `results/p2_latency/`
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L619|relpath_local|results/p2_latency/,- **P2-C latency (frozen selectors).** `code/rf_latency_benchmark.py` → `results/p2_latency/`
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L628|relpath_local|results/policy/threshold_vs_rf.csv,`results/policy/threshold_vs_rf.csv` via `recompute_policy_200seed.py`; true-e2e-AP figures from
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L629|relpath_local|results/true_e2e_global_,`results/true_e2e_global_*.csv` via `true_e2e_global.py`). The P2 artifacts above **supersede** these
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L643|relpath_local|results/p3_sensitivity/,"`results/p3_sensitivity/` (baseline reproduces `replay_summary.csv` exactly, `p3_baseline_sanity.csv`);"
LITERAL,paper1/PROTOCOL.md,docs/experiment_protocol.md,REWRITE,2,L687|relpath_local|results/p4a/P4A_MANIFEST.json,`results/p4a/P4A_MANIFEST.json` (3 bandit sha256 / hyperparams / seed / per-budget frozen payload).
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L3|relpath_local|paper/main.tex,Every table and figure in `paper/main.tex` traces to a committed CSV in `results/` and a generator
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L3|relpath_local|results/,Every table and figure in `paper/main.tex` traces to a committed CSV in `results/` and a generator
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L4|relpath_local|code/,"script in `code/`. This file maps each one to its command, lists the data-prep chain, and states the"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L5|relpath_local|code/payload_audit.py,randomness. All numbers in the paper are read from these CSVs (never hand-typed); `code/payload_audit.py`
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L9|relpath_local|OpenCOOD/peiyi_work/paper1/,> `OpenCOOD/peiyi_work/paper1/` (they compute `REPO` = the OpenCOOD root and read the source datasets
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L19|relpath_local|peiyi_work/paper1/code/extra_experiments/,`opencood.*` + `peiyi_work/paper1/code/extra_experiments/*`).
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L23|relpath_local|paper/main.tex,- LaTeX toolchain (pdflatex/latexmk) is **not** in this env — compile `paper/main.tex` on Overleaf.
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L29|relpath_local|data/dataset_,"a. **Per-frame dataset** `data/dataset_{validate,test,culver}_v3.csv` — 21 ego-side cues + per-method"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L30|relpath_local|code/make_dataset.py,"clean F1 (late/comp/ego) + Sionna frame BLER columns. Built by `code/make_dataset.py`, then the"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L31|relpath_local|code/recompute_canonical_f1.py,"canonical F1 columns are (re)written by `code/recompute_canonical_f1.py` (adds `ego_f1`, the v3"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L35|relpath_local|code/regen_preds_with_scores.py,`code/regen_preds_with_scores.py` (one call per model_dir/fusion; see `gs_rerun/reproduce.sh`).
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L38|relpath_local|code/extra_experiments/jscc_perframe/jscc_sweep.py,"`code/extra_experiments/jscc_perframe/jscc_sweep.py --mode sweep` (~GPU-hours), then scored to"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L40|relpath_local|data/selector_rf.pkl,"d. **Deployed selector** `data/selector_rf.pkl` — the 400-tree RandomForest, trained once on the full"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L41|relpath_local|code/train_rf.py,`dataset_validate_v3.csv` oracle labels by `code/train_rf.py`. Never retrained for test/culver.
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L51|relpath_local|code/true_e2e_global.py,"| tab:headline (true-e2e headline) | `python code/true_e2e_global.py --split {validate,test,culver} …` | `results/true_e"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L51|relpath_local|results/true_e2e_global_,"| tab:headline (true-e2e headline) | `python code/true_e2e_global.py --split {validate,test,culver} …` | `results/true_e"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L52|relpath_local|results/true_e2e_global_,| tab:true_e2e / tab:gen_true_e2e / tab:gen_true_e2e_culver | same as above (per split) | `results/true_e2e_global_{vali
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L53|relpath_local|code/recompute_policy_200seed.py,"| tab:headline_agg (RF vs SNR-threshold, 200-real.) | `python code/recompute_policy_200seed.py` | `results/policy/thresh"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L53|relpath_local|results/policy/threshold_vs_rf.csv,"| tab:headline_agg (RF vs SNR-threshold, 200-real.) | `python code/recompute_policy_200seed.py` | `results/policy/thresh"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L54|relpath_local|code/extra_experiments/jscc_perframe/build_two_regime_edge_clean.py,| tab:two_regime (In-dist / Deployed edge) | `python code/extra_experiments/jscc_perframe/build_two_regime_edge_clean.py
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L54|relpath_local|results/jscc/two_regime_edge_clean.csv,| tab:two_regime (In-dist / Deployed edge) | `python code/extra_experiments/jscc_perframe/build_two_regime_edge_clean.py
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L54|relpath_local|results/jscc/two_regime_kfold_diag.csv,| tab:two_regime (In-dist / Deployed edge) | `python code/extra_experiments/jscc_perframe/build_two_regime_edge_clean.py
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L55|relpath_local|code/extra_experiments/a7_ablation.py,| tab:ablation (cue subsets + threshold) | `python code/extra_experiments/a7_ablation.py` | `results/ablation/a7_ablatio
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L55|relpath_local|results/ablation/a7_ablation.csv,| tab:ablation (cue subsets + threshold) | `python code/extra_experiments/a7_ablation.py` | `results/ablation/a7_ablatio
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L56|relpath_local|results/where2comm_ap_PROVENANCE.txt,| §Where2comm numbers | OpenCOOD global-sort eval of the epoch-50 Where2comm checkpoint (eval yaml in the CSV `source` c
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L56|relpath_local|results/where2comm_ap.csv,| §Where2comm numbers | OpenCOOD global-sort eval of the epoch-50 Where2comm checkpoint (eval yaml in the CSV `source` c
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L60|relpath_local|paper/figures/,Run each generator in the OpenCOOD runtime (`PYTHONPATH=.`); the PDF lands in `paper/figures/` and is
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L65|relpath_local|paper/DRAW_OVERVIEW_FIGURE.md,| fig:overview | `ca_tosg_method_overview.pdf` | **manual** (draw.io; see `paper/DRAW_OVERVIEW_FIGURE.md`) | schematic |
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L66|relpath_local|code/plot_bler_frame.py,| fig:bler | `fig_channel_bler_frame.pdf` | `code/plot_bler_frame.py` | `results/bler_sionna/bler_sionna.csv` |
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L66|relpath_local|results/bler_sionna/bler_sionna.csv,| fig:bler | `fig_channel_bler_frame.pdf` | `code/plot_bler_frame.py` | `results/bler_sionna/bler_sionna.csv` |
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L68|relpath_local|code/plot_ap_snr.py,"| fig:ap_snr | `fig_ap50_{awgn,rayleigh}.pdf` | `code/plot_ap_snr.py` | `results/true_e2e_global_validate.csv` + `result"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L68|relpath_local|results/true_e2e_global_validate.csv,"| fig:ap_snr | `fig_ap50_{awgn,rayleigh}.pdf` | `code/plot_ap_snr.py` | `results/true_e2e_global_validate.csv` + `result"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L68|relpath_local|results/jscc/,"| fig:ap_snr | `fig_ap50_{awgn,rayleigh}.pdf` | `code/plot_ap_snr.py` | `results/true_e2e_global_validate.csv` + `result"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L69|relpath_local|code/plot_pareto_payload.py,| fig:payload_snr | `fig_payload_awgn.pdf` | `code/plot_pareto_payload.py` | `results/true_e2e_global_validate.csv` |
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L69|relpath_local|results/true_e2e_global_validate.csv,| fig:payload_snr | `fig_payload_awgn.pdf` | `code/plot_pareto_payload.py` | `results/true_e2e_global_validate.csv` |
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L70|relpath_local|code/snr_decision_plot.py,"| fig:decision_ratio | `fig_decisions_{awgn,rayleigh}.pdf` + `fig_stacked_area.pdf` | `code/snr_decision_plot.py`, `code"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L70|relpath_local|code/plot_stacked_area.py,"| fig:decision_ratio | `fig_decisions_{awgn,rayleigh}.pdf` + `fig_stacked_area.pdf` | `code/snr_decision_plot.py`, `code"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L70|relpath_local|results/true_e2e_global_validate.csv,"| fig:decision_ratio | `fig_decisions_{awgn,rayleigh}.pdf` + `fig_stacked_area.pdf` | `code/snr_decision_plot.py`, `code"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L70|relpath_local|results/step4_oracle_action_dist.csv,"| fig:decision_ratio | `fig_decisions_{awgn,rayleigh}.pdf` + `fig_stacked_area.pdf` | `code/snr_decision_plot.py`, `code"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L71|relpath_local|code/plot_feature_importance.py,| fig:feat_imp | `fig_feature_importance.pdf` | `code/plot_feature_importance.py` | `results/feature_importance.csv` (RF
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L71|relpath_local|results/feature_importance.csv,| fig:feat_imp | `fig_feature_importance.pdf` | `code/plot_feature_importance.py` | `results/feature_importance.csv` (RF
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L72|relpath_local|code/plot_pareto_payload.py,"| fig:pareto | `fig_pareto_test.pdf` | `code/plot_pareto_payload.py` | `results/policy/pareto_points.csv`, `results/true"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L72|relpath_local|results/policy/pareto_points.csv,"| fig:pareto | `fig_pareto_test.pdf` | `code/plot_pareto_payload.py` | `results/policy/pareto_points.csv`, `results/true"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L72|relpath_local|results/true_e2e_global_validate.csv,"| fig:pareto | `fig_pareto_test.pdf` | `code/plot_pareto_payload.py` | `results/policy/pareto_points.csv`, `results/true"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L73|relpath_local|code/extra_experiments/a2_difficulty.py,"| fig:difficulty | `fig_difficulty.pdf` | `code/extra_experiments/a2_difficulty.py` | `results/a2_difficulty.csv`, `resu"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L73|relpath_local|results/a2_difficulty.csv,"| fig:difficulty | `fig_difficulty.pdf` | `code/extra_experiments/a2_difficulty.py` | `results/a2_difficulty.csv`, `resu"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L73|relpath_local|results/a2_difficulty_reliable.csv,"| fig:difficulty | `fig_difficulty.pdf` | `code/extra_experiments/a2_difficulty.py` | `results/a2_difficulty.csv`, `resu"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L74|relpath_local|code/extra_experiments/jscc_perframe/make_two_regime_figure.py,| fig:two_regime | `fig_two_regime.pdf` | `code/extra_experiments/jscc_perframe/make_two_regime_figure.py` | `results/js
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L74|relpath_local|results/jscc/two_regime_kfold_diag.csv,| fig:two_regime | `fig_two_regime.pdf` | `code/extra_experiments/jscc_perframe/make_two_regime_figure.py` | `results/js
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L76|relpath_local|code/extra_experiments/v3_eval.py,## 4. Randomness / determinism (from `code/extra_experiments/v3_eval.py`)
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L93|relpath_local|code/payload_audit.py,python code/payload_audit.py                       # 15/15 links MATCH (payload chain -> tables)
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L94|relpath_local|code/verify_paragraph_insert.py,python code/verify_paragraph_insert.py 1 2 3       # GATE PASS (hand-written paragraphs verbatim)
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L95|relpath_local|results/STALE_FINGERPRINTS.md,grep -nE -f <(grep '^RX ' results/STALE_FINGERPRINTS.md | cut -c4-) paper/main.tex   # expect 0 (block-exit)
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L95|relpath_local|paper/main.tex,grep -nE -f <(grep '^RX ' results/STALE_FINGERPRINTS.md | cut -c4-) paper/main.tex   # expect 0 (block-exit)
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L96|relpath_local|code/extract_claims.py,python code/extract_claims.py --check              # CLAIMS.md up to date vs main.tex
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L97|relpath_local|code/p2_dataprep/check_leakage.py,"python code/p2_dataprep/check_leakage.py           # LEAKAGE GATE PASS (resident, P2 data prep)"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L100|relpath_local|data/p2/,The leakage gate needs the P2 validate grid + scene manifest + the freeze manifest (data/p2/ is
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L101|relpath_local|code/p2_dataprep/expand_grid_clean.py,"git-excluded); build them with `python code/p2_dataprep/expand_grid_clean.py`,"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L102|relpath_local|code/p2_dataprep/export_scene_manifest.py,"`python code/p2_dataprep/export_scene_manifest.py`, then"
LITERAL,paper1/REPRODUCE.md,docs/reproducibility.md,REWRITE,2,L103|relpath_local|code/p2_dataprep/train_p2_loso.py,`python code/p2_dataprep/train_p2_loso.py` (LOSO 9-fold + freeze; writes FROZEN_MANIFEST.json +
LITERAL,paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,baselines/importance_map_jscc/CHANGELOG.md,REWRITE,2,L3|relpath_local|analysis_tools/,_Status (R9 md cleanup): **KEPT** — changelog + logic record for the ImportanceMap-JSCC reproduction code in `analysis_t
LITERAL,paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,baselines/importance_map_jscc/CHANGELOG.md,REWRITE,2,L36|relpath_local|opencood/models/fuse_modules/importance_map_jscc_fuse.py,### `opencood/models/fuse_modules/importance_map_jscc_fuse.py` (rewritten)
LITERAL,paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,baselines/importance_map_jscc/CHANGELOG.md,REWRITE,2,L73|relpath_local|opencood/models/fuse_modules/where2comm_fuse.py,### `opencood/models/fuse_modules/where2comm_fuse.py` (edited)
LITERAL,paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,baselines/importance_map_jscc/CHANGELOG.md,REWRITE,2,L91|relpath_local|analysis_tools/,"### Training (edited, `analysis_tools/`)"
LITERAL,paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,baselines/importance_map_jscc/CHANGELOG.md,REWRITE,2,L100|relpath_local|analysis_tools/,"### Evaluation / sweeps / baseline (new, `analysis_tools/`)"
LITERAL,paper1/analysis_tools/MAP_REPRODUCTION_CHANGELOG.md,baselines/importance_map_jscc/CHANGELOG.md,REWRITE,2,L114|relpath_local|analysis_tools/,"### Figures (new, `analysis_tools/`)"
LITERAL,paper1/analysis_tools/build_bler_sionna.py,projects/ca_tosg/communication/ldpc_qam.py + tools/build_bler_table.py,REWRITE,2,L47|relpath_local|results/bler_sionna,"OUT = os.path.join(P1, ""results/bler_sionna"")"
LITERAL,paper1/analysis_tools/build_bler_sionna.py,projects/ca_tosg/communication/ldpc_qam.py + tools/build_bler_table.py,RE-ANCHOR,2,L46|path_anchor|os.path.dirname,HERE = os.path.dirname(os.path.abspath(__file__)); P1 = os.path.dirname(HERE)
LITERAL,paper1/analysis_tools/build_bler_sionna_ofdm.py,projects/ca_tosg/communication/channel.py + tools/build_bler_table.py,REWRITE,2,L26|relpath_local|results/bler_sionna/bler_sionna_ofdm.csv,Output: results/bler_sionna/bler_sionna_ofdm.csv (channel='ofdm'); merged into bler_sionna.csv after review.
LITERAL,paper1/analysis_tools/build_bler_sionna_ofdm.py,projects/ca_tosg/communication/channel.py + tools/build_bler_table.py,REWRITE,2,L50|relpath_local|results/bler_sionna,"OUT = os.path.join(P1, ""results/bler_sionna"")"
LITERAL,paper1/analysis_tools/build_bler_sionna_ofdm.py,projects/ca_tosg/communication/channel.py + tools/build_bler_table.py,RE-ANCHOR,2,L49|path_anchor|os.path.dirname,HERE = os.path.dirname(os.path.abspath(__file__)); P1 = os.path.dirname(HERE)
LITERAL,paper1/analysis_tools/plot_bler_compare.py,projects/ca_tosg/evaluation/figures/plot_bler_compare.py,REWRITE,2,L11|relpath_local|results/ldpc_qam_bler_table.csv,"old = pd.read_csv(os.path.join(P1, 'results/ldpc_qam_bler_table.csv'))     # AWGN codeword, N=40"
LITERAL,paper1/analysis_tools/plot_bler_compare.py,projects/ca_tosg/evaluation/figures/plot_bler_compare.py,REWRITE,2,L12|relpath_local|results/bler_sionna/bler_sionna.csv,"new = pd.read_csv(os.path.join(P1, 'results/bler_sionna/bler_sionna.csv'))"
LITERAL,paper1/analysis_tools/plot_bler_compare.py,projects/ca_tosg/evaluation/figures/plot_bler_compare.py,REWRITE,2,L37|relpath_local|results/bler_sionna/bler_old_vs_new,"fig.savefig(os.path.join(P1, 'results/bler_sionna/bler_old_vs_new.' + ext))"
LITERAL,paper1/analysis_tools/plot_bler_compare.py,projects/ca_tosg/evaluation/figures/plot_bler_compare.py,REWRITE,2,L38|relpath_local|results/bler_sionna/bler_old_vs_new,"print('wrote results/bler_sionna/bler_old_vs_new.{pdf,png,svg}')"
LITERAL,paper1/analysis_tools/plot_bler_compare.py,projects/ca_tosg/evaluation/figures/plot_bler_compare.py,RE-ANCHOR,2,L6|path_anchor|os.path.dirname,"import sys as _s; _s.path.insert(0, os.path.join(os.path.dirname(os.path.dirname(os.path.abspath(__file__))), 'code'))"
LITERAL,paper1/analysis_tools/plot_bler_compare.py,projects/ca_tosg/evaluation/figures/plot_bler_compare.py,REWRITE,2,L7|local_import|paper_style,import paper_style as PS; PS.apply()
LITERAL,paper1/analysis_tools/plot_bler_compare.py,projects/ca_tosg/evaluation/figures/plot_bler_compare.py,RE-ANCHOR,2,L10|path_anchor|os.path.dirname,P1 = os.path.dirname(os.path.dirname(os.path.abspath(__file__)))
LITERAL,paper1/analysis_tools/run_jscc_eval.py,baselines/importance_map_jscc/run_jscc_eval.py,REWRITE,2,L6|relpath_local|analysis_tools/inference_subset.py,"trained checkpoint as net_epoch1.pth, runs analysis_tools/inference_subset.py on"
LITERAL,paper1/analysis_tools/run_jscc_eval.py,baselines/importance_map_jscc/run_jscc_eval.py,REWRITE,2,L63|relpath_local|analysis_tools/inference_subset.py,"cmd = [sys.executable, ""-u"", ""analysis_tools/inference_subset.py"","
LITERAL,paper1/analysis_tools/run_jscc_eval.py,baselines/importance_map_jscc/run_jscc_eval.py,REWRITE,2,L105|relpath_local|opencood/logs/jscc_eval,"p.add_argument(""--model_root"", default=""opencood/logs/jscc_eval"")"
LITERAL,paper1/analysis_tools/run_separate_coding_sweep.py,baselines/importance_map_jscc/run_separate_coding_sweep.py,REWRITE,2,L13|relpath_local|opencood/logs/point_pillar_where2comm_2026_05_20_16_39_22,--w2c_dir opencood/logs/point_pillar_where2comm_2026_05_20_16_39_22 \
LITERAL,paper1/analysis_tools/run_separate_coding_sweep.py,baselines/importance_map_jscc/run_separate_coding_sweep.py,REWRITE,2,L35|relpath_local|results/bler_sionna/bler_sionna.csv,# curves against results/bler_sionna/bler_sionna.csv. NOT repointed to bler_sionna here: incompatible
LITERAL,paper1/analysis_tools/run_separate_coding_sweep.py,baselines/importance_map_jscc/run_separate_coding_sweep.py,REWRITE,2,L67|relpath_local|analysis_tools/inference_subset.py,"cmd = [sys.executable, ""-u"", ""analysis_tools/inference_subset.py"","
LITERAL,paper1/analysis_tools/run_separate_coding_sweep.py,baselines/importance_map_jscc/run_separate_coding_sweep.py,REWRITE,2,L100|relpath_local|opencood/logs/separate_coding_eval,"p.add_argument(""--model_root"", default=""opencood/logs/separate_coding_eval"")"
LITERAL,paper1/analysis_tools/stage1_pretrain_jscc_reconstruction_sttopk.py,baselines/importance_map_jscc/stage1_pretrain_jscc_reconstruction_sttopk.py,REWRITE,2,L56|relpath_local|opencood/hypes_yaml/point_pillar_importance_map_jscc_awgn.yaml,"default=""opencood/hypes_yaml/point_pillar_importance_map_jscc_awgn.yaml"""
LITERAL,paper1/analysis_tools/stage1_pretrain_jscc_reconstruction_sttopk.py,baselines/importance_map_jscc/stage1_pretrain_jscc_reconstruction_sttopk.py,REWRITE,2,L60|relpath_local|opencood/logs/point_pillar_where2comm_2026_05_20_16_39_22/net_epoch50.pth,"default=""opencood/logs/point_pillar_where2comm_2026_05_20_16_39_22/net_epoch50.pth"""
