frame,ego70_pcd_num_points,ego70_pcd_mean_range,ego70_pcd_max_range,ego70_pcd_std_range,ego70_pcd_near_20m,ego70_pcd_mid_20_50m,ego70_pcd_far_50_80m,ego70_pcd_very_far_80m,ego70_pcd_front_points,ego70_pcd_back_points,ego70_pcd_left_points,ego70_pcd_right_points,ego70_pcd_front_far_30m,ego70_pcd_front_far_50m,ego70_pcd_density_0_20,ego70_pcd_density_20_50,ego70_pcd_density_50_80
371,53243,13.17695140838623,78.93214416503906,11.269851684570312,42391,9999,853,0,26785,26458,27827,25416,2444,341,33.733685963042674,1.5156097866436777,0.06962008536276242
372,53152,13.101881980895996,76.94194030761719,11.150089263916016,42291,10054,807,0,26685,26467,27840,25312,2479,334,33.65410849149673,1.5239464741389674,0.06586566106418437
373,53279,13.105114936828613,78.5335693359375,11.13463020324707,42350,10127,802,0,26722,26557,27868,25411,2504,324,33.70105919970884,1.535011532087261,0.06545757146651285
374,53181,13.088452339172363,79.04290008544922,11.068439483642578,42271,10125,785,0,26704,26477,27878,25303,2549,320,33.63819299718754,1.5347083798147052,0.06407006683442966
375,53266,13.064604759216309,80.17849731445312,10.96273422241211,42353,10171,741,1,26739,26527,27864,25402,2531,309,33.70344652385521,1.5416808820834929,0.06047887837492023
376,53100,13.062398910522461,79.38938903808594,10.900830268859863,42267,10140,693,0,26625,26475,27738,25362,2554,291,33.6350098983257,1.536982021858875,0.05656121823727357
377,53105,13.086813926696777,79.09060668945312,10.912339210510254,42312,10100,693,0,26565,26540,27708,25397,2545,308,33.670819760521375,1.5309189764077553,0.05656121823727357
378,53311,13.109583854675293,79.63185119628906,10.937895774841309,42486,10109,716,0,26620,26691,27780,25531,2555,333,33.809284561011324,1.5322831616342572,0.058438430386562594
379,53084,13.075681686401367,79.71068572998047,10.829560279846191,42327,10117,640,0,26538,26546,27637,25447,2534,291,33.68275638125327,1.5334957707244812,0.052235468501955394
380,53310,13.108339309692383,80.36518096923828,10.824897766113281,42481,10201,625,3,26656,26654,27794,25516,2579,296,33.80530568743403,1.5462281661718327,0.05101119970894081
381,53173,13.1412935256958,80.33318328857422,10.869888305664062,42443,10081,646,3,26513,26660,27592,25581,2543,319,33.77506624824657,1.5280390298184734,0.05272517601916122
382,53286,13.156509399414062,79.61968994140625,10.901660919189453,42566,10064,656,0,26609,26677,27608,25678,2572,336,33.87294653824809,1.5254622355017473,0.053541355214504274
383,53194,13.144168853759766,78.55540466308594,10.86359691619873,42574,9994,626,0,26602,26592,27584,25610,2532,307,33.87931273597176,1.5148519059622876,0.05109281762847512
384,53245,13.120611190795898,78.59712219238281,10.842473983764648,42648,9969,628,0,26735,26510,27565,25680,2495,313,33.93820006491576,1.5110625025553377,0.05125605346754373
385,53224,13.095406532287598,78.51115417480469,10.833250045776367,42706,9891,627,0,26591,26633,27536,25688,2450,304,33.984354998412414,1.4992395639256542,0.05117443554800942
386,53217,13.146048545837402,78.79423522949219,10.837882041931152,42618,9971,628,0,26651,26566,27594,25623,2493,299,33.91432682345198,1.5113656548278938,0.05125605346754373
387,53175,13.1617431640625,79.60018157958984,10.890192985534668,42593,9948,634,0,26627,26548,27573,25602,2462,325,33.89443245556549,1.5078794036935,0.05174576098474956
388,53232,13.140225410461426,80.5268783569336,10.841206550598145,42663,9948,620,1,26616,26616,27518,25714,2395,341,33.95013668564766,1.5078794036935,0.050603110111269285
389,53228,13.125019073486328,80.288818359375,10.767838478088379,42628,10005,593,2,26648,26580,27479,25749,2397,345,33.92228457060657,1.5165192434613457,0.04839942628384304
390,53284,13.172311782836914,79.54753112792969,10.777782440185547,42598,10069,617,0,26723,26561,27553,25731,2382,359,33.89841132914279,1.5262201161831375,0.05035825635266637
391,53118,13.075501441955566,80.0399398803711,10.608243942260742,42534,9987,596,1,26590,26528,27441,25677,2277,349,33.84748174735338,1.5137908730083418,0.04864428004244596
392,53181,13.04601001739502,77.98875427246094,10.624755859375,42683,9812,686,0,26603,26578,27600,25581,2258,387,33.96605217995684,1.4872650491596926,0.05598989280053344
393,53222,13.056489944458008,78.87024688720703,10.626567840576172,42748,9784,690,0,26590,26632,27581,25641,2241,395,34.01777753646171,1.4830209173439086,0.05631636447867066
394,53206,13.047898292541504,79.16938018798828,10.604458808898926,42662,9888,656,0,26577,26629,27613,25593,2185,371,33.94934091093219,1.49878483551682,0.053541355214504274
395,53342,13.112753868103027,80.23526763916016,10.752161979675293,42914,9729,698,1,26573,26769,27608,25734,2226,422,34.149876139227985,1.474684229848619,0.056969307834945096
396,53415,13.180805206298828,78.70059967041016,10.878704071044922,42947,9736,732,0,26625,26790,27513,25902,2202,451,34.17613670483814,1.475745262802565,0.05974431709911148
397,53418,13.19204330444336,77.76991271972656,10.87709903717041,43011,9657,750,0,26718,26700,27564,25854,2225,471,34.227066286627554,1.4637707480366031,0.06121343965072897
398,53370,13.26937198638916,78.06552124023438,10.995124816894531,42822,9718,830,0,26593,26777,27471,25899,2230,499,34.07666486540571,1.473016892349561,0.0677428732134734
399,53610,13.27376651763916,77.48360443115234,11.004364967346191,43054,9715,841,0,26753,26857,27590,26020,2212,515,34.26128459939231,1.472562163940727,0.06864067032835075
400,53534,13.246437072753906,79.27861022949219,11.0056734085083,43032,9653,849,0,26741,26793,27583,25951,2113,523,34.2437775556522,1.4631644434914912,0.0692936136846252
401,53594,13.261646270751953,78.90609741210938,11.024947166442871,43059,9634,901,0,26811,26783,27676,25918,2084,560,34.26526347296961,1.4602844969022093,0.07353774550040908
402,53469,13.243749618530273,78.47532653808594,11.014376640319824,43011,9545,913,0,26680,26789,27556,25913,1997,540,34.227066286627554,1.4467942207734676,0.07451716053482074
403,53499,13.277883529663086,79.7081527709961,11.061474800109863,43048,9499,952,0,26807,26692,27604,25895,2014,572,34.25650995109955,1.43982171850468,0.07770025939665864
404,53912,12.7401123046875,71.90695190429688,11.036884307861328,43792,9177,943,0,27484,26428,26839,27073,1221,743,34.8485663394014,1.3910142026231653,0.0769656981208499
405,54101,12.725011825561523,72.01288604736328,11.013769149780273,43913,9244,944,0,27442,26659,26962,27139,1221,727,34.944855079972,1.401169803753791,0.0770473160403842
406,54074,12.688518524169922,71.99485778808594,11.064266204833984,43923,9173,978,0,27367,26707,26849,27225,1221,754,34.95281282712659,1.3904078980780534,0.07982232530455058
407,54060,12.661718368530273,72.08042907714844,11.131004333496094,44050,8936,1074,0,27490,26570,26842,27218,1264,838,35.053876215989945,1.3544843537801683,0.08765764557984389
408,54207,12.627582550048828,72.47929382324219,11.19045639038086,44365,8704,1138,0,27471,26736,27064,27143,1286,876,35.304545251359684,1.3193186901636733,0.09288119243003944
409,54215,12.57852840423584,72.27861785888672,11.299636840820312,44503,8512,1200,0,27492,26723,26976,27239,1345,911,35.41436216209309,1.2902160719982982,0.09794150344116635
410,54315,12.539881706237793,72.06159210205078,11.389165878295898,44513,8568,1234,0,27534,26781,27066,27249,1386,924,35.42231990924768,1.298704335629866,0.10071651270533274
411,54325,12.439535140991211,72.1771011352539,11.450931549072266,44535,8570,1220,0,27494,26831,27091,27234,1374,906,35.439826952987794,1.299007487902422,0.09957386183185246
412,54244,12.370504379272461,72.79049682617188,11.533373832702637,44463,8555,1226,0,27284,26960,26966,27278,1405,913,35.38253117347471,1.296733845858252,0.1000635693490583
413,54250,12.34178352355957,71.6455078125,11.611928939819336,44482,8471,1297,0,27231,27019,26984,27266,1421,945,35.397650893068445,1.2840014504109005,0.10585844163599398
414,54367,12.362114906311035,72.80561065673828,11.65920639038086,44719,8342,1306,0,27366,27001,27096,27271,1452,905,35.586249500632334,1.264448128831039,0.10659300291180272
415,54383,12.388394355773926,72.18739318847656,11.593608856201172,45067,8053,1263,0,27294,27089,27099,27284,1476,848,35.86317910161223,1.2206426254466982,0.1030834323718276
416,54429,12.506087303161621,71.66490936279297,11.526268005371094,45201,7960,1268,0,27374,27055,27145,27284,1489,830,35.96981291348381,1.2065460447728447,0.10349152196949912
417,54505,12.573158264160156,71.94110870361328,11.446070671081543,45555,7664,1286,0,27274,27231,27253,27252,1545,849,36.25151716275646,1.161679508434558,0.10496064452111661
418,54427,12.652050971984863,71.73918151855469,11.400856018066406,45719,7434,1274,0,27257,27170,27096,27331,1571,826,36.382024216091814,1.126816997090619,0.10398122948670495
419,54591,12.766813278198242,72.85934448242188,11.493738174438477,45873,7415,1303,0,27259,27332,27264,27327,1638,847,36.50457352227257,1.123937050501337,0.1063481491531998
420,54482,12.815672874450684,73.21481323242188,11.505590438842773,45811,7343,1328,0,27208,27274,27226,27256,1691,852,36.45523548991409,1.1130235686893215,0.10838859714155744
421,54625,12.805636405944824,74.2359390258789,11.445975303649902,45970,7354,1301,0,27238,27387,27229,27396,1703,835,36.58176366967214,1.1146909061883794,0.1061849133141312
422,54634,12.81023120880127,76.21778869628906,11.401232719421387,45976,7394,1264,0,27122,27512,27178,27456,1717,807,36.5865383179649,1.1207539516394993,0.1031650502913619
423,54625,12.796297073364258,78.01398468017578,11.436319351196289,46121,7248,1256,0,27164,27461,27262,27363,1692,779,36.701925651706524,1.098623835742912,0.10251210693508746
424,54684,12.811441421508789,79.11378479003906,11.491930961608887,46237,7180,1267,0,27230,27454,27217,27467,1705,808,36.79423551869982,1.0883166584760082,0.10340990404996481
425,54693,12.852485656738281,79.9501724243164,11.597574234008789,46205,7190,1298,0,27183,27510,27360,27333,1700,804,36.76877072780512,1.089832419838788,0.10594005955552828
426,54819,12.80549144744873,74.53498840332031,11.600743293762207,46423,7116,1280,0,27381,27438,27397,27422,1760,812,36.94224961577529,1.0786157857542165,0.10447093700391079
427,54596,12.780025482177734,79.9261245727539,11.5842866897583,46249,7063,1284,0,27128,27468,27262,27334,1737,797,36.80378481528534,1.0705822505314826,0.10479740868204801
428,54747,12.713961601257324,74.39295196533203,11.571298599243164,46411,7065,1271,0,27273,27474,27393,27354,1713,750,36.93270031918977,1.0708854028040387,0.10373637572810203
429,54707,12.747188568115234,77.83223724365234,11.644577026367188,46347,7045,1315,0,27111,27596,27364,27343,1766,822,36.881770737400366,1.0678538800784787,0.10732756418761147
430,54693,12.704740524291992,75.72789001464844,11.574909210205078,46354,7029,1310,0,27067,27626,27266,27427,1880,812,36.88734116040858,1.0654286618980309,0.10691947458993994
431,54668,12.702641487121582,75.56085205078125,11.633575439453125,46357,6994,1317,0,27054,27614,27365,27303,1917,813,36.88972848455496,1.060123497128301,0.10749080002668007
432,54681,12.732037544250488,75.43133544921875,11.694753646850586,46347,6971,1363,0,27018,27663,27312,27369,1936,828,36.881770737400366,1.056637245993907,0.11124522432525812
433,54665,12.690781593322754,75.3734359741211,11.63037395477295,46394,6930,1341,0,27159,27506,27249,27416,1948,818,36.91917214902696,1.0504226244065094,0.1094496300955034
434,54768,12.696611404418945,74.66256713867188,11.610960960388184,46467,6966,1335,0,27215,27553,27309,27459,1944,819,36.9772637032555,1.0558793653125171,0.10895992257829758
435,54782,12.67885971069336,75.39508056640625,11.62955379486084,46569,6862,1351,0,27205,27577,27349,27433,1934,821,37.05843272423237,1.0401154471396055,0.11026580929084646
436,54518,12.68837833404541,75.01177215576172,11.587772369384766,46285,6914,1319,0,26943,27575,27143,27375,1920,813,36.832432705041874,1.0479974062260613,0.10765403586574869
437,54726,12.722284317016602,74.9854965209961,11.59658432006836,46472,6924,1330,0,27196,27530,27370,27356,1959,829,36.9812425768328,1.0495131675888414,0.10855183298062605
438,54762,12.713921546936035,74.97265625,11.579207420349121,46516,6918,1328,0,27087,27675,27402,27360,1946,829,37.01625666431302,1.0486037107711734,0.10838859714155744
439,54703,12.757467269897461,74.94338989257812,11.59743881225586,46434,6931,1338,0,27083,27620,27295,27408,1978,842,36.95100313764534,1.0505742005427872,0.10920477633690048
440,54694,12.760550498962402,74.67361450195312,11.603558540344238,46438,6888,1368,0,27007,27687,27278,27416,1956,830,36.95418623650718,1.0440564266828334,0.11165331392292965
441,54814,12.782487869262695,75.92770385742188,11.592443466186523,46586,6875,1353,0,27033,27781,27319,27495,1965,819,37.07196089439518,1.0420859369112194,0.11042904512991507
442,54664,12.800944328308105,75.91618347167969,11.621182441711426,46432,6864,1368,0,27093,27571,27296,27368,1962,826,36.949411588214424,1.0404185994121615,0.11165331392292965
443,54538,12.794379234313965,75.76292419433594,11.57245922088623,46333,6868,1337,0,26967,27571,27202,27336,1935,774,36.870629891383935,1.0410249039572737,0.10912315841736618
444,54727,12.799341201782227,75.56107330322266,11.558308601379395,46531,6864,1332,0,27087,27640,27299,27428,1949,806,37.02819328504491,1.0404185994121615,0.10871506881969466
445,54611,12.812947273254395,75.49945068359375,11.57372760772705,46423,6837,1351,0,26950,27661,27226,27385,1955,817,36.94224961577529,1.0363260437326556,0.11026580929084646
446,54635,12.83518123626709,75.06389617919922,11.558721542358398,46365,6930,1340,0,27100,27535,27269,27366,1973,816,36.89609468227864,1.0504226244065094,0.1093680121759691
447,54726,12.824472427368164,75.10595703125,11.553868293762207,46517,6885,1324,0,27111,27615,27221,27505,1953,822,37.017052439028475,1.0436016982739995,0.10806212546342021
448,54663,12.819131851196289,74.84964752197266,11.545533180236816,46458,6858,1347,0,27130,27533,27240,27423,1932,823,36.97010173081637,1.0395091425944936,0.10993933761270924
449,54682,12.843754768371582,75.16987609863281,11.587262153625488,46476,6857,1349,0,27037,27645,27223,27459,1969,826,36.98442567569464,1.0393575664582155,0.11010257345177785
450,54646,12.840429306030273,75.13478088378906,11.555710792541504,46466,6855,1325,0,27053,27593,27213,27433,1969,808,36.976467928540046,1.0390544141856597,0.10814374338295452
451,54609,12.821781158447266,74.79129028320312,11.51082992553711,46427,6876,1306,0,26955,27654,27206,27403,1955,786,36.94543271463712,1.0422375130474975,0.10659300291180272
452,54697,12.87148380279541,75.6676025390625,11.601194381713867,46415,6939,1343,0,27121,27576,27293,27404,2003,821,36.93588341805161,1.0517868096330112,0.10961286593457202
453,54790,12.832432746887207,75.87244415283203,11.507453918457031,46564,6924,1302,0,27233,27557,27384,27406,2002,794,37.05445385065507,1.0495131675888414,0.1062665312336655
454,54721,12.813175201416016,74.84705352783203,11.533137321472168,46556,6840,1325,0,27024,27697,27294,27427,1966,777,37.04808765293139,1.0367807721414897,0.10814374338295452
455,54758,12.836600303649902,74.64418029785156,11.54105281829834,46535,6899,1324,0,27107,27651,27323,27435,1996,799,37.031376383906746,1.0457237641818915,0.10806212546342021
456,54598,12.837152481079102,74.7889633178711,11.561164855957031,46460,6788,1350,0,27051,27547,27273,27325,1973,821,36.97169328024729,1.0288988130550338,0.11018419137131215
457,54768,12.866796493530273,75.9237060546875,11.56946849822998,46519,6912,1337,0,27109,27659,27369,27399,1988,790,37.018643988459395,1.0476942539535055,0.10912315841736618
458,54706,12.84189510345459,75.30225372314453,11.573943138122559,46529,6818,1359,0,27105,27601,27274,27432,1996,829,37.02660173561399,1.0334460971433739,0.11091875264712091
459,54692,12.86995792388916,75.25853729248047,11.627362251281738,46514,6782,1396,0,27000,27692,27263,27429,2018,855,37.0146651148821,1.0279893562373659,0.11393861566989019
460,54677,12.84954833984375,75.3096923828125,11.568791389465332,46517,6790,1370,0,27170,27507,27296,27381,2005,822,37.017052439028475,1.02920196532759,0.11181654976199826
461,54599,12.88618278503418,74.91674041748047,11.59127140045166,46384,6856,1359,0,26947,27652,27251,27348,2016,829,36.911214401872364,1.0392059903219375,0.11091875264712091
462,54720,12.869667053222656,74.93643188476562,11.57221794128418,46506,6871,1343,0,27125,27595,27319,27401,2017,839,37.00829891715842,1.0414796323661075,0.10961286593457202
463,54663,12.823650360107422,75.06163787841797,11.53208065032959,46530,6788,1345,0,27063,27600,27293,27370,1973,811,37.02739751032945,1.0288988130550338,0.10977610177364062
464,54685,12.8478364944458,75.00443267822266,11.574628829956055,46597,6710,1378,0,27071,27614,27262,27423,1989,836,37.08071441626524,1.0170758744253503,0.1124694931182727
465,54813,12.850908279418945,74.77989196777344,11.549108505249023,46686,6783,1344,0,27133,27680,27424,27389,1988,845,37.15153836594113,1.028140932373644,0.10969448385410632
466,54692,12.863100051879883,74.81029510498047,11.58312702178955,46587,6740,1365,0,27086,27606,27295,27397,1992,854,37.07275666911064,1.0216231585136901,0.11140846016432673
467,54778,12.88308048248291,75.83924102783203,11.618456840515137,46635,6744,1399,0,27164,27614,27344,27434,2006,859,37.11095385545269,1.022229463058802,0.11418346942849311
468,54664,12.849039077758789,75.29703521728516,11.564030647277832,46554,6731,1379,0,27026,27638,27244,27420,1964,837,37.04649610350048,1.020258973287188,0.112551111037807
469,54734,12.882793426513672,75.36422729492188,11.630899429321289,46554,6777,1403,0,27090,27644,27246,27488,1983,864,37.04649610350048,1.027231475555976,0.11450994110663033
470,54728,12.843749046325684,75.41497802734375,11.582456588745117,46657,6681,1390,0,27035,27693,27369,27359,1943,850,37.1284608991928,1.0126801664732883,0.11344890815268437
471,54742,12.83494758605957,75.90292358398438,11.55273151397705,46629,6739,1374,0,27058,27684,27351,27391,1921,817,37.10617920715994,1.021471582377412,0.11214302144013548
472,54784,12.827594757080078,75.18949890136719,11.540101051330566,46758,6683,1343,0,27150,27634,27326,27458,1958,842,37.20883414545421,1.0129833187458444,0.10961286593457202
473,54685,12.825873374938965,74.7142562866211,11.532450675964355,46687,6662,1336,0,27020,27665,27325,27360,1974,837,37.152334140656585,1.0098002198840064,0.10904154049783188
474,54773,12.866198539733887,75.01931762695312,11.59516429901123,46653,6758,1362,0,27133,27640,27273,27500,1997,820,37.12527780033096,1.024351528966694,0.11116360640572381
475,54687,12.822744369506836,75.04720306396484,11.536722183227539,46653,6702,1332,0,27100,27587,27251,27436,1990,817,37.12527780033096,1.0158632653351263,0.10871506881969466
476,54651,12.81556510925293,75.14179992675781,11.544508934020996,46625,6692,1334,0,27006,27645,27365,27286,2008,813,37.1029961082981,1.0143475039723464,0.10887830465876328
477,54633,12.859981536865234,75.19282531738281,11.560372352600098,46545,6747,1341,0,27109,27524,27255,27378,2032,823,37.039334131061345,1.0226841914676361,0.1094496300955034
478,54594,12.840981483459473,75.18622589111328,11.54355525970459,46546,6711,1337,0,27142,27452,27235,27359,2003,801,37.0401299057768,1.0172274505616283,0.10912315841736618
479,54607,12.813563346862793,75.00536346435547,11.535082817077637,46634,6625,1348,0,26996,27611,27222,27385,2009,796,37.110158080737236,1.0041919028417206,0.11002095553224354
480,54669,12.866822242736816,75.0113296508789,11.588796615600586,46613,6691,1365,0,27061,27608,27277,27392,2046,837,37.09344681171259,1.0141959278360684,0.11140846016432673
481,54728,12.856945991516113,75.09817504882812,11.593761444091797,46660,6686,1382,0,27124,27604,27358,27370,2033,836,37.13084822333918,1.0134380471546784,0.11279596479640992
482,54681,12.800488471984863,75.35409545898438,11.496304512023926,46724,6642,1315,0,27063,27618,27262,27419,1992,792,37.18177780512859,1.0067686971584466,0.10732756418761147
483,54634,12.882901191711426,75.0712890625,11.608563423156738,46548,6712,1374,0,27078,27556,27255,27379,2044,833,37.04172145520772,1.0173790266979061,0.11214302144013548
484,54756,12.849271774291992,75.05665588378906,11.548370361328125,46724,6687,1345,0,27150,27606,27233,27523,2042,827,37.18177780512859,1.0135896232909563,0.10977610177364062
485,54800,12.849934577941895,75.13094329833984,11.57241153717041,46771,6660,1369,0,27225,27575,27315,27485,2039,841,37.21917921675519,1.0094970676114505,0.11173493184246396
486,54803,12.873519897460938,76.30126190185547,11.594173431396484,46736,6704,1363,0,27051,27752,27402,27401,2043,834,37.1913271017141,1.0161664176076823,0.11124522432525812
487,54742,12.853730201721191,75.9785385131836,11.596525192260742,46717,6677,1348,0,27168,27574,27310,27432,2056,831,37.176207382120374,1.0120738619281764,0.11002095553224354
488,54645,12.864543914794922,75.48096466064453,11.6197509765625,46632,6623,1390,0,27009,27636,27258,27387,2051,832,37.108566531306316,1.0038887505691647,0.11344890815268437
489,54625,12.875190734863281,75.37590026855469,11.639510154724121,46582,6653,1390,0,27143,27482,27244,27381,2066,848,37.06877779553334,1.0084360346575045,0.11344890815268437
490,54724,12.837639808654785,75.31951904296875,11.609333992004395,46712,6639,1373,0,27066,27658,27301,27423,2030,832,37.17222850854307,1.0063139687496125,0.11206140352060118
491,54841,12.859999656677246,75.3196792602539,11.611099243164062,46790,6676,1375,0,27227,27614,27401,27440,2057,839,37.234298936348914,1.0119222857918984,0.11222463935966978
492,54660,12.844655990600586,75.21817016601562,11.582121849060059,46664,6620,1376,0,27088,27572,27235,27425,2019,830,37.13403132220102,1.0034340221603306,0.1123062572792041
493,54795,12.82815933227539,76.2567138671875,11.578450202941895,46820,6606,1369,0,27127,27668,27322,27473,2030,824,37.258172177812696,1.0013119562524386,0.11173493184246396
494,54775,12.839919090270996,75.66911315917969,11.588988304138184,46829,6570,1376,0,27125,27650,27252,27523,2039,836,37.26533415025183,0.9958552153464308,0.1123062572792041
495,54663,12.876132011413574,75.88597869873047,11.642444610595703,46678,6596,1389,0,27100,27563,27252,27411,2075,853,37.14517216821745,0.9997961948896588,0.11336729023315006
496,54700,12.850722312927246,75.93504333496094,11.60673713684082,46710,6630,1360,0,27027,27673,27155,27545,2045,839,37.17063695911216,1.0049497835231107,0.11100037056665521
497,54712,12.837653160095215,75.33086395263672,11.582162857055664,46761,6586,1365,0,27054,27658,27239,27473,2055,841,37.21122146960059,0.9982804335268788,0.11140846016432673
498,54728,12.83104133605957,75.26871490478516,11.580184936523438,46831,6529,1368,0,27159,27569,27269,27459,2048,841,37.26692569968275,0.989640593759033,0.11165331392292965
499,54773,12.83371639251709,75.2479248046875,11.591504096984863,46827,6563,1383,0,27140,27633,27275,27498,2053,857,37.26374260082091,0.9947941823924848,0.11287758271594422
500,54841,12.824024200439453,75.33534240722656,11.538811683654785,46895,6600,1346,0,27169,27672,27391,27450,2036,825,37.317855281472156,1.0004024994347707,0.10985771969317493
501,54794,12.848958969116211,75.35938262939453,11.611515998840332,46849,6571,1374,0,27081,27713,27379,27415,2064,857,37.28124964456102,0.9960067914827089,0.11214302144013548
502,54723,12.812713623046875,75.26141357421875,11.538782119750977,46841,6550,1332,0,27066,27657,27354,27369,2041,833,37.27488344683735,0.992823692620871,0.10871506881969466
503,54735,12.815096855163574,75.52604675292969,11.576518058776855,46841,6531,1363,0,27088,27647,27290,27445,2035,821,37.27488344683735,0.9899437460315891,0.11124522432525812
504,54746,12.830521583557129,75.7680435180664,11.59332275390625,46844,6524,1378,0,27081,27665,27319,27427,2068,844,37.277270770983726,0.9888827130776431,0.1124694931182727
505,54776,12.837592124938965,76.0219955444336,11.634903907775879,46876,6495,1405,0,27086,27690,27346,27430,2058,868,37.30273556187843,0.9844870051255812,0.11467317694569895
506,54641,12.814238548278809,75.2002182006836,11.564946174621582,46767,6516,1358,0,27016,27625,27242,27399,2025,831,37.21599611789335,0.9876701039874191,0.11083713472758659
507,54580,12.80009937286377,75.51078796386719,11.563544273376465,46755,6440,1385,0,27059,27521,27298,27282,2021,830,37.20644682130783,0.9761503176302915,0.11304081855501284
508,54719,12.823368072509766,75.58891296386719,11.60457706451416,46838,6499,1382,0,27075,27644,27282,27437,2055,847,37.27249612269097,0.9850933096706932,0.11279596479640992
509,54613,12.845173835754395,75.92031860351562,11.637458801269531,46738,6484,1391,0,26942,27671,27277,27336,2064,851,37.19291865114502,0.9828196676265233,0.11353052607221867
510,54761,12.831998825073242,75.77291870117188,11.574539184570312,46862,6533,1366,0,27044,27717,27326,27435,2032,825,37.291594715862,0.990246898304145,0.11149007808386104
511,54711,12.83088207244873,75.56478118896484,11.60115909576416,46830,6502,1379,0,27076,27635,27301,27410,2036,836,37.266129924967295,0.9855480380795272,0.112551111037807
512,54722,12.791869163513184,75.49072265625,11.550519943237305,46889,6470,1363,0,27118,27604,27232,27490,2038,839,37.3130806331794,0.9806976017186313,0.11124522432525812
513,54609,12.823078155517578,75.41363525390625,11.566864967346191,46754,6476,1379,0,27066,27543,27185,27424,2036,842,37.20565104659237,0.9816070585362993,0.112551111037807
514,54623,12.813965797424316,75.4883804321289,11.594369888305664,46827,6412,1384,0,27038,27585,27222,27401,2058,860,37.26374260082091,0.9719061858145076,0.11295920063547853
515,54807,12.83903980255127,75.0365219116211,11.623912811279297,46915,6484,1408,0,27145,27662,27421,27386,2051,848,37.333770775781346,0.9828196676265233,0.11491803070430186
516,54567,12.857450485229492,75.03865814208984,11.639378547668457,46672,6522,1373,0,27062,27505,27180,27387,2076,856,37.1403975199247,0.9885795608050871,0.11206140352060118
517,54620,12.816383361816406,75.38517761230469,11.593392372131348,46811,6422,1387,0,27027,27593,27251,27369,2033,838,37.25101020537356,0.9734219471772875,0.11320405439408145
518,54747,12.821709632873535,75.48249816894531,11.622849464416504,46887,6437,1423,0,27098,27649,27293,27454,2047,856,37.311489083748484,0.9756955892214575,0.11614229949731644
519,54624,12.780677795410156,75.7668228149414,11.569613456726074,46882,6340,1402,0,27024,27600,27259,27365,2077,853,37.30751021017119,0.9609927040024919,0.11442832318709603
520,54651,12.793667793273926,75.80684661865234,11.569891929626465,46938,6230,1483,0,26985,27666,27311,27340,2077,918,37.35207359423691,0.9443193290119124,0.12103937466937476
521,54585,12.728306770324707,76.03199768066406,11.497028350830078,47016,6123,1446,0,26979,27606,27142,27443,2077,920,37.414144022042755,0.9281006824301669,0.11801951164660546
522,54620,12.708497047424316,75.49337005615234,11.45686149597168,47089,6134,1397,0,26973,27647,27184,27436,2067,862,37.472235576271295,0.9297680199292248,0.11402023358942451
523,54619,12.688979148864746,75.33784484863281,11.460545539855957,47240,5949,1430,0,26971,27648,27232,27387,2081,890,37.59239755830568,0.9017264347177957,0.11671362493405658
524,54587,12.704497337341309,69.00840759277344,11.495108604431152,47294,5877,1416,0,26880,27707,27278,27309,2104,855,37.63536939294049,0.8908129529057799,0.1155709740605763
525,54626,12.716059684753418,69.23347473144531,11.548900604248047,47283,5904,1439,0,26878,27748,27277,27349,2150,860,37.626615871070435,0.8949055085852858,0.11744818620986533
526,54804,12.648066520690918,69.55789184570312,11.507781028747559,47435,6006,1363,0,27002,27802,27366,27438,2151,782,37.74757362782027,0.9103662744856413,0.11124522432525812
527,54648,12.699691772460938,72.40023040771484,11.588824272155762,47166,6081,1401,0,26807,27841,27370,27278,2186,766,37.533510229361674,0.921734484706491,0.11434670526756173
528,54779,12.703387260437012,71.8067626953125,11.627582550048828,47262,6104,1413,0,26938,27841,27365,27414,2202,769,37.60990460204579,0.9252207358408849,0.11532612030197338
529,54725,12.71815013885498,71.18182373046875,11.655118942260742,47168,6105,1452,0,26915,27810,27334,27391,2226,780,37.535101778792594,0.925372311977163,0.1185092191638113
530,54538,12.698173522949219,71.29867553710938,11.6317138671875,46998,6091,1449,0,26888,27650,27193,27345,2265,773,37.399820077164485,0.923250246069271,0.11826436540520838
531,54557,12.67994499206543,71.94599914550781,11.626973152160645,47036,6083,1438,0,26849,27708,27250,27307,2263,753,37.430059516351946,0.9220376369790471,0.11736656829033101
532,54630,12.655413627624512,72.42166900634766,11.565417289733887,47133,6091,1406,0,26701,27929,27349,27281,2252,701,37.507249663751516,0.923250246069271,0.11475479486523325
533,54491,12.639954566955566,71.27061462402344,11.5389986038208,47019,6094,1378,0,26628,27863,27163,27328,2255,679,37.41653134618913,0.923704974478105,0.1124694931182727
534,54683,12.644282341003418,71.45307922363281,11.524413108825684,47196,6105,1382,0,26756,27927,27327,27356,2295,667,37.557383470825464,0.925372311977163,0.11279596479640992
535,54510,12.697624206542969,72.70059967041016,11.585742950439453,46878,6233,1399,0,26711,27799,27210,27300,2334,655,37.30432711130935,0.9447740574207464,0.11418346942849311
536,54497,12.70923137664795,73.60151672363281,11.611777305603027,46771,6327,1399,0,26650,27847,27237,27260,2365,631,37.21917921675519,0.959022214230878,0.11418346942849311
