sample_id,scene,snr_db,channel,a_star,pred_joint,pred_task_only,pred_channel_rule,p_E,p_L,p_F,q_F,q_L,Q_E,Q_L,Q_F,B_L_sym
1611,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5260424819365592,0.406792852070325,0.06716466599311581,0.0,4.5257597048472385e-09,0.8266666666666667,0.826666667050115,0.8266666666666667,3500.0
1612,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5286045527694871,0.4115473740378907,0.05984807319262212,0.0,1.1472800851787743e-09,0.8421052631578948,0.8421052632529983,0.8421052631578948,3750.0
1613,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5257469449500702,0.4149471913276528,0.05930586372227704,0.0,4.5257597048472385e-09,0.7999999999999999,0.80000000056572,0.7999999999999999,3500.0
1614,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5260675979612455,0.4157643371437216,0.058168064895033005,0.0,4.5257597048472385e-09,0.8333333333333334,0.833333333676194,0.8333333333333334,3500.0
1615,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.503490312229022,0.4286085254274973,0.06790116234348079,0.0,4.5257597048472385e-09,0.8533333333333333,0.853333333648976,0.8533333333333333,3500.0
1616,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5106505770049471,0.41480760953078283,0.07454181346427012,0.0,1.1472800851787743e-09,0.868421052631579,0.8684210526833893,0.868421052631579,3750.0
1617,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.6014032500615971,0.3380580851182213,0.060538664820181755,0.0,1.1472800851787743e-09,0.8831168831168831,0.8831168831649348,0.8831168831168831,3750.0
1618,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5604392270716615,0.3693661219912926,0.07019465093704602,0.0,1.1472800851787743e-09,0.8311688311688312,0.8311688312226156,0.8311688311688312,3750.0
1619,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.571686113987881,0.3692145336962768,0.05909935231584226,0.0,1.1472800851787743e-09,0.8311688311688312,0.8311688312067244,0.8311688311688312,3750.0
1620,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5561598647441275,0.37761733462758457,0.06622280062828806,0.0,1.1472800851787743e-09,0.860759493670886,0.8607594937031584,0.860759493670886,3750.0
1621,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5043172221316435,0.42756420275655915,0.06811857511179747,0.0,1.1472800851787743e-09,0.918918918918919,0.9189189189258957,0.918918918918919,3750.0
1622,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5237631560373754,0.4109275091935885,0.06530933476903604,0.0,1.1472800851787743e-09,0.9090909090909092,0.9090909090960598,0.9090909090909092,3750.0
1623,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5596640693933341,0.3858489786271445,0.05448695197952154,0.0,1.1472800851787743e-09,0.9333333333333332,0.933333333337206,0.9333333333333332,3750.0
1624,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5215413773129141,0.4145114890908059,0.06394713359628006,0.0,4.5257597048472385e-09,0.9210526315789472,0.9210526316498037,0.9210526315789472,3500.0
1625,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5594116798873988,0.38860136813307977,0.051986951979521544,0.0,4.5257597048472385e-09,0.8831168831168831,0.8831168832448513,0.8831168831168831,3500.0
1626,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5257416829103436,0.4105078614604999,0.06375045562915659,0.0,1.1472800851787743e-09,0.9090909090909092,0.9090909091091615,0.9090909090909092,3750.0
1627,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.557479409787461,0.38803363823301756,0.05448695197952154,0.0,4.5257597048472385e-09,0.9090909090909092,0.9090909091013252,0.9090909090909092,3500.0
1628,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5285570233044705,0.40769252106637294,0.06375045562915659,0.0,4.5257597048472385e-09,0.8831168831168831,0.8831168833594275,0.8831168831168831,3500.0
1629,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.518397041200306,0.41432549587126727,0.06727746292842667,0.0,1.1472800851787743e-09,0.8947368421052632,0.8947368421399835,0.8947368421052632,3750.0
1630,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5529005657436991,0.3908489786271445,0.05625045562915657,0.0,4.5257597048472385e-09,0.9090909090909092,0.9090909092159014,0.9090909090909092,3500.0
1631,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.4983889050131667,0.42930537387467105,0.07230572111216234,0.0,4.5257597048472385e-09,0.8860759493670887,0.8860759493169617,0.8860759493670887,3500.0
1632,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.531137062094064,0.4008489786271444,0.06801395927879163,0.0,1.1472800851787743e-09,0.8974358974358975,0.8974358974544197,0.8974358974358975,3750.0
1633,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5229237973077023,0.40906224341350617,0.06801395927879163,0.0,4.5257597048472385e-09,0.8831168831168831,0.883116883193292,0.8831168831168831,3500.0
1634,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.526023363557501,0.4077261808133425,0.06625045562915659,0.0,4.5257597048472385e-09,0.8974358974358975,0.897435897560646,0.8974358974358975,3500.0
1635,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5502556392192988,0.39452091245081483,0.05522344832988651,0.0,1.1472800851787743e-09,0.8831168831168831,0.8831168831649348,0.8831168831168831,3750.0
1636,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5254005657436991,0.4108489786271445,0.06375045562915659,0.0,1.1472800851787743e-09,0.8918918918918918,0.8918918919433094,0.8918918918918918,3750.0
1637,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5248850894808001,0.40886445489004336,0.06625045562915659,0.0,4.5257597048472385e-09,0.9090909090909092,0.9090909091542065,0.9090909090909092,3500.0
1638,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5213791970100725,0.41663385101040595,0.06198695197952154,0.0,4.5257597048472385e-09,0.8648648648648649,0.8648648650650214,0.8648648648648649,3500.0
1639,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.500986124010227,0.43752937260300867,0.06148450338676437,0.0,1.7853095482632106e-08,0.868421052631579,0.8684210533576618,0.868421052631579,3250.0
1640,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5261268075041373,0.4118862405163412,0.06198695197952154,0.0,4.5257597048472385e-09,0.918918918918919,0.9189189189285757,0.918918918918919,3500.0
1641,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5280983542671618,0.4056511901036817,0.06625045562915659,0.0,4.5257597048472385e-09,0.8918918918918919,0.8918918919697305,0.8918918918918919,3500.0
1642,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5230983542671619,0.41315119010368173,0.06375045562915659,0.0,4.5257597048472385e-09,0.8767123287671232,0.8767123289677968,0.8767123287671232,3500.0
1643,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5542054003560254,0.3913076476644532,0.05448695197952154,0.0,4.5257597048472385e-09,0.8767123287671232,0.8767123289136609,0.8767123287671232,3500.0
1644,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5236370620940639,0.4083489786271445,0.06801395927879163,0.0,4.5257597048472385e-09,0.8450704225352113,0.845070422813981,0.8450704225352113,3500.0
1645,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5329237973077023,0.39906224341350616,0.06801395927879163,0.0,1.7853095482632106e-08,0.8648648648648649,0.8648648658679905,0.8648648648648649,3250.0
1646,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5340620713844031,0.3979239693368053,0.06801395927879163,0.0,4.5257597048472385e-09,0.8648648648648649,0.8648648650000583,0.8648648648648649,3500.0
1647,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5631130705530889,0.38239997746738974,0.05448695197952154,0.0,1.7853095482632106e-08,0.8108108108108109,0.810810812101698,0.8108108108108109,3250.0
1648,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5305983542671618,0.4031511901036817,0.06625045562915659,0.0,4.5257597048472385e-09,0.7792207792207791,0.779220779427965,0.7792207792207791,3500.0
1649,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.52204651752267,0.4159665304978086,0.06198695197952154,0.0,4.5257597048472385e-09,0.8378378378378378,0.8378378380427599,0.8378378378378378,3500.0
1650,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.560297730158962,0.39000952828764446,0.04969274155339368,0.0,4.5257597048472385e-09,0.8571428571428571,0.8571428573129984,0.8571428571428571,3500.0
1651,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5556130705530888,0.38739997746738974,0.05698695197952154,0.0,1.7853095482632106e-08,0.8648648648648649,0.8648648656111565,0.8648648648648649,3250.0
1652,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5573765742027239,0.39469418789351757,0.047929237903758644,0.0,1.7853095482632106e-08,0.9295774647887324,0.9295774650541541,0.9295774647887324,3250.0
1653,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5532165144997252,0.39406003717038834,0.052723448329886506,0.0,1.7853095482632106e-08,0.9166666666666666,0.9166666669316098,0.9166666666666666,3250.0
1654,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5564530108500901,0.38906003717038845,0.05448695197952154,0.0,1.7853095482632106e-08,0.8648648648648649,0.864864866087239,0.8648648648648649,3250.0
1655,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5351142474227322,0.4028988005977464,0.06198695197952154,0.0,4.5257597048472385e-09,0.8450704225352113,0.845070422747114,0.8450704225352113,3500.0
1656,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5577556392192988,0.39202091245081483,0.05022344832988651,0.0,1.7853095482632106e-08,0.8493150684931507,0.8493150697357951,0.8493150684931507,3250.0
1657,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5008235825095002,0.4351919141037354,0.06398450338676437,0.0,1.7853095482632106e-08,0.8450704225352113,0.8450704241109774,0.8450704225352113,3250.0
1658,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5584689040056605,0.393601858090581,0.047929237903758644,0.0,1.7853095482632106e-08,0.8571428571428571,0.8571428582457511,0.8571428571428571,3250.0
1659,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5266315865160078,0.4161756719305986,0.057192741553393676,0.0,4.5257597048472385e-09,0.9014084507042254,0.9014084509057914,0.9014084507042254,3500.0
1660,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.525286867207136,0.4175203912394704,0.057192741553393676,0.0,1.7853095482632106e-08,0.8888888888888888,0.8888888899075339,0.8888888888888888,3250.0
1661,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.559876574202724,0.3898999774673897,0.05022344832988651,0.0,4.5257597048472385e-09,0.8732394366197184,0.8732394369487706,0.8732394366197184,3500.0
1662,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5750231764126649,0.36307906910785354,0.06189775447948159,0.0,1.1472800851787743e-09,0.8450704225352113,0.8450704226525757,0.8450704225352113,3750.0
1663,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5326972094500606,0.40620273249436073,0.06110005805557869,0.0,1.1472800851787743e-09,0.8571428571428571,0.8571428572463711,0.8571428571428571,3750.0
1664,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5340419287589324,0.40735801318548903,0.05860005805557869,0.0,1.1472800851787743e-09,0.8955223880597014,0.8955223881175515,0.8955223880597014,3750.0
1665,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5525588134194899,0.3970776248752964,0.050363561705213736,0.0,1.1472800851787743e-09,0.8823529411764706,0.88235294122087,0.8823529411764706,3750.0
1666,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5300247189036607,0.41137522304076063,0.05860005805557869,0.0,4.5257597048472385e-09,0.9142857142857144,0.9142857143636531,0.9142857142857144,3500.0
1667,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5235961887580687,0.41854024953671753,0.057863561705213735,0.0,4.5257597048472385e-09,0.8529411764705882,0.8529411764349671,0.8529411764705882,3500.0
1668,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5593719854389864,0.3912914601550701,0.049336554405943665,0.0,4.5257597048472385e-09,0.8857142857142857,0.8857142857975385,0.8857142857142857,3500.0
1669,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5307612152540256,0.41137522304076063,0.057863561705213735,0.0,4.5257597048472385e-09,0.8611111111111112,0.8611111112632932,0.8611111111111112,3500.0
1670,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.559152219282459,0.3898470209956591,0.05100075972188216,0.0,4.5257597048472385e-09,0.8857142857142857,0.8857142858645619,0.8857142857142857,3500.0
1671,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.524762732569466,0.4167365077086518,0.05850075972188216,0.0,1.7853095482632106e-08,0.8611111111111112,0.8611111121431596,0.8611111111111112,3250.0
1672,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5229759973558277,0.41852324292229015,0.05850075972188216,0.0,1.7853095482632106e-08,0.8732394366197184,0.8732394362643328,0.8732394366197184,3250.0
1673,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5343836675528911,0.40711557272522675,0.05850075972188216,0.0,4.5257597048472385e-09,0.8529411764705883,0.8529411766468699,0.8529411764705883,3500.0
1674,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.50216799334932,0.43733369552155493,0.06049831112912501,0.0,1.7853095482632106e-08,0.8985507246376812,0.898550723473349,0.8985507246376812,3250.0
1675,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5053051913659885,0.43483369552155493,0.05986111311245657,0.0,4.5257597048472385e-09,0.8857142857142857,0.8857142857975385,0.8857142857142857,3500.0
1676,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.49823020065632767,0.43961447580508795,0.06215532353858443,0.0,1.7853095482632106e-08,0.9014084507042254,0.9014084509766318,0.9014084507042254,3250.0
1677,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.528928535766623,0.41320790252816325,0.057863561705213735,0.0,4.5257597048472385e-09,0.9142857142857144,0.9142857143636531,0.9142857142857144,3500.0
1678,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5317983042070135,0.40970093607110447,0.05850075972188216,0.0,1.7853095482632106e-08,0.9014084507042254,0.9014084517307009,0.9014084507042254,3250.0
1679,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5049058770769954,0.4328624417351501,0.062231681187854625,0.0,1.7853095482632106e-08,0.8333333333333334,0.8333333341077828,0.8333333333333334,3250.0
1680,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5024072669737537,0.43543740948766185,0.06215532353858443,0.0,4.5257597048472385e-09,0.8169014084507044,0.8169014087900933,0.8169014084507044,3500.0
1681,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5056205317601153,0.43451835512742804,0.05986111311245657,0.0,4.5257597048472385e-09,0.8333333333333334,0.8333333337206732,0.8333333333333334,3500.0
1682,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5028090447000896,0.43429913541096105,0.06289181988894942,0.0,4.5257597048472385e-09,0.8378378378378378,0.8378378381493405,0.8378378378378378,3500.0
1683,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5232205018261381,0.4168172389455272,0.05996225922833467,0.0,4.5257597048472385e-09,0.8695652173913043,0.8695652174923495,0.8695652173913043,3500.0
1684,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5078391671960185,0.4309260253244915,0.06123480747948997,0.0,4.5257597048472385e-09,0.8695652173913043,0.8695652174236504,0.8695652173913043,3500.0
1685,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5228501409515053,0.4143855956769775,0.06276426337151719,0.0,1.7853095482632106e-08,0.8285714285714286,0.8285714291523627,0.8285714285714286,3250.0
1686,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.499840613133724,0.4325726548848953,0.06758673198138074,0.0,1.7853095482632106e-08,0.8955223880597014,0.8955223883946849,0.8955223880597014,3250.0
1687,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.4976559535278509,0.43455152491689625,0.06779252155525288,0.0,1.7853095482632106e-08,0.8787878787878787,0.8787878789115364,0.8787878787878787,3250.0
1688,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5026559535278509,0.4318457353430242,0.065498311129125,0.0,1.7853095482632106e-08,0.8787878787878787,0.8787878796581876,0.8787878787878787,3250.0
1689,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5086043273659968,0.42962209205068397,0.06177358058331931,0.0,1.7853095482632106e-08,0.8923076923076922,0.8923076926550602,0.8923076923076922,3250.0
1690,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5278893148227748,0.40705262183703506,0.06505806334019013,0.0,1.7853095482632106e-08,0.923076923076923,0.9230769228749649,0.923076923076923,3250.0
1691,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.49931630550968825,0.43758608502749025,0.06309760946282154,0.0,1.7853095482632106e-08,0.90625,0.906250000591722,0.90625,3250.0
1692,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5034065445368286,0.43349584600034985,0.06309760946282154,0.0,1.7853095482632106e-08,0.8787878787878787,0.8787878786232256,0.8787878787878787,3250.0
1693,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5079815352464895,0.42662664486456114,0.06539181988894942,0.0,7.042641216028445e-08,0.923076923076923,0.9230769242260719,0.923076923076923,3000.0
1694,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5376860429215199,0.39680767208171064,0.06550628499676957,0.0,1.7853095482632106e-08,0.953846153846154,0.9538461535881373,0.953846153846154,3250.0
1695,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.522289862158533,0.4081358620980693,0.0695742757433977,0.0,1.7853095482632106e-08,0.9090909090909092,0.9090909091386448,0.9090909090909092,3250.0
1696,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5063758499009903,0.4285297622477474,0.0650943878512623,0.0,4.5257597048472385e-09,0.8787878787878787,0.8787878790085021,0.8787878787878787,3500.0
1697,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5039261849885383,0.43493743244481087,0.06113638256665088,0.0,4.5257597048472385e-09,0.8529411764705882,0.8529411765624534,0.8529411764705882,3500.0
1698,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.4997413148000275,0.43486686531102314,0.06539181988894942,0.0,4.5257597048472385e-09,0.9142857142857144,0.91428571429649,0.9142857142857144,3500.0
1699,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.502867949701431,0.4352766414985213,0.06185540880004769,0.0,4.5257597048472385e-09,0.8695652173913043,0.8695652174787587,0.8695652173913043,3500.0
1700,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.509173904781422,0.43476607030119735,0.0560600249173807,0.0,4.5257597048472385e-09,0.8695652173913043,0.869565217723006,0.8695652173913043,3500.0
1701,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.4960484972382366,0.43689075692775575,0.06706074583400767,0.0,4.5257597048472385e-09,0.8955223880597014,0.8955223882739272,0.8955223880597014,3500.0
1702,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5004440164711244,0.43706337671215967,0.06249260681671612,0.0,4.5257597048472385e-09,0.9253731343283584,0.9253731342781795,0.9253731343283584,3500.0
1703,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.49766681647967687,0.4378793498074364,0.06445383371288677,0.0,4.5257597048472385e-09,0.8857142857142858,0.8857142858543688,0.8857142857142858,3500.0
1704,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5198048235091293,0.41993091311935365,0.0602642633715172,0.0,4.5257597048472385e-09,0.8787878787878788,0.8787878789485335,0.8787878787878788,3500.0
1705,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5004192059856121,0.4376269603015011,0.06195383371288677,0.0,1.7853095482632106e-08,0.8656716417910447,0.8656716426139486,0.8656716417910447,3250.0
1706,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5208306631116606,0.4159056165998864,0.06326372028845294,0.0,1.7853095482632106e-08,0.8955223880597014,0.8955223883946849,0.8955223880597014,3250.0
1707,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5090115357885486,0.42691490688047407,0.06407355733097723,0.0,1.7853095482632106e-08,0.8787878787878787,0.8787878793766171,0.8787878787878787,3250.0
1708,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5132982710021871,0.4249223820929637,0.06177934690484936,0.0,1.7853095482632106e-08,0.8923076923076922,0.8923076924191498,0.8923076923076922,3250.0
1709,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.512547058365895,0.4248349068868896,0.06261803474721545,0.0,4.5257597048472385e-09,0.8656716417910447,0.8656716418817529,0.8656716417910447,3500.0
1710,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5544962589659341,0.3889013329032469,0.05660240813081904,0.0,4.5257597048472385e-09,0.8615384615384615,0.8615384618371515,0.8615384615384615,3500.0
1711,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5418836675528912,0.3974958491071363,0.060620483339972615,0.0,1.7853095482632106e-08,0.9253731343283582,0.9253731340854057,0.9253731343283582,3250.0
1712,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5344117842195619,0.40221598678795095,0.06337222899248704,0.0,1.7853095482632106e-08,0.8955223880597014,0.8955223881137666,0.8955223880597014,3250.0
1713,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5235375231437039,0.4158056690052512,0.0606568078510448,0.0,1.7853095482632106e-08,0.8484848484848485,0.8484848486394208,0.8484848484848485,3250.0
1714,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5111853324425958,0.42390242238406095,0.06491224517334332,0.0,4.5257597048472385e-09,0.8484848484848486,0.8484848487365929,0.8484848484848486,3500.0
1715,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5207603231522566,0.416621642100528,0.06261803474721545,0.0,4.5257597048472385e-09,0.8823529411764706,0.8823529411509425,0.8823529411764706,3500.0
1716,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5164167807130281,0.42096518453975657,0.06261803474721545,0.0,4.5257597048472385e-09,0.8857142857142857,0.8857142859128,0.8857142857142857,3500.0
1717,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5182603231522566,0.41682743167440006,0.06491224517334332,0.0,1.7853095482632106e-08,0.8955223880597014,0.895522389170594,0.8955223880597014,3250.0
1718,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5176178131251714,0.4192253790237839,0.0631568078510448,0.0,4.5257597048472385e-09,0.8823529411764706,0.8823529412627112,0.8823529411764706,3500.0
1719,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5072946688599597,0.42758729639282483,0.06511803474721545,0.0,4.5257597048472385e-09,0.8529411764705882,0.8529411767589945,0.8529411764705882,3500.0
1720,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5338851134905965,0.40123089951979585,0.06488398698960764,0.0,4.5257597048472385e-09,0.8695652173913043,0.8695652175354192,0.8695652173913043,3500.0
1721,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5298677743973209,0.4052482386130716,0.06488398698960764,0.0,4.5257597048472385e-09,0.9117647058823528,0.9117647060904553,0.9117647058823528,3500.0
1722,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5416312780469559,0.39524823861307157,0.06312048333997261,0.0,4.5257597048472385e-09,0.9295774647887324,0.9295774648560168,0.9295774647887324,3500.0
1723,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5151178131251714,0.4217253790237839,0.0631568078510448,0.0,4.5257597048472385e-09,0.9090909090909092,0.9090909091743883,0.9090909090909092,3500.0
1724,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5050814597157717,0.4296435884474774,0.06527495183675099,0.0,4.5257597048472385e-09,0.8787878787878787,0.8787878790177402,0.8787878787878787,3500.0
1725,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5069749376520492,0.42165481188999615,0.07137025045795474,0.0,4.5257597048472385e-09,0.9117647058823528,0.9117647060904553,0.9117647058823528,3500.0
1726,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5540616834153049,0.38911674959487,0.056821566989825156,0.0,1.7853095482632106e-08,0.8695652173913043,0.8695652181897037,0.8695652173913043,3250.0
1727,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5071871263783784,0.4220798211803353,0.07073305244128632,0.0,1.7853095482632106e-08,0.8656716417910447,0.8656716426139486,0.8656716417910447,3250.0
1728,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5254546373264413,0.40846029203409856,0.06608507063946019,0.0,1.7853095482632106e-08,0.8484848484848485,0.8484848498961604,0.8484848484848485,3250.0
1729,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.48292747606284436,0.44825340554008763,0.068819118397068,0.0,1.7853095482632106e-08,0.8656716417910447,0.8656716431690449,0.8656716417910447,3250.0
1730,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5146551900878847,0.4185232429222902,0.06682156698982515,0.0,1.7853095482632106e-08,0.8923076923076922,0.8923076929366307,0.8923076923076922,3250.0
1731,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.4978815317890802,0.433505139387724,0.06861332882319586,0.0,4.5257597048472385e-09,0.8358208955223881,0.8358208958775011,0.8358208955223881,3500.0
1732,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5333608058665609,0.4062756324282254,0.06036356170521374,0.0,4.5257597048472385e-09,0.84375,0.8437500003791963,0.84375,3500.0
1733,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5001219776978209,0.4357534055400876,0.06412461676209161,0.0,4.5257597048472385e-09,0.8787878787878788,0.8787878788902541,0.8787878787878788,3500.0
1734,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5201392969323144,0.4137756324282254,0.06608507063946019,0.0,1.7853095482632106e-08,0.8923076923076922,0.8923076929366307,0.8923076923076922,3250.0
1735,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5258104707790129,0.40986796223116195,0.06432156698982515,0.0,1.7853095482632106e-08,0.8571428571428572,0.8571428583609789,0.8571428571428572,3250.0
1736,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5297684760636243,0.40986796223116195,0.06036356170521374,0.0,4.5257597048472385e-09,0.819672131147541,0.8196721316974405,0.819672131147541,3500.0
1737,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5040701409533289,0.42915481188999616,0.0667750471566749,0.0,1.7853095482632106e-08,0.888888888888889,0.8888888900731738,0.888888888888889,3250.0
1738,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5004815352464894,0.43412664486456115,0.06539181988894942,0.0,1.7853095482632106e-08,0.9090909090909092,0.9090909099145256,0.9090909090909092,3250.0
1739,2021_09_11_00_33_16,6,awgn,E,E,E,L,0.5014861670584627,0.4337821517536827,0.06473168118785462,0.0,1.7853095482632106e-08,0.923076923076923,0.923076923400056,0.923076923076923,3250.0
1740,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5262895392529972,0.4126104026914243,0.06110005805557869,0.0,1.7853095482632106e-08,0.8615384615384615,0.8615384629602465,0.8615384615384615,3250.0
1741,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5156423173093484,0.42395779647436577,0.06039988621628592,0.0,1.7853095482632106e-08,0.8307692307692308,0.8307692319793404,0.8307692307692308,3250.0
1742,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5029778111503923,0.43466107573715107,0.06236111311245657,0.0,1.7853095482632106e-08,0.8615384615384615,0.861538462716726,0.8615384615384615,3250.0
1743,2021_09_11_00_33_16,6,awgn,L,E,E,L,0.5043854813474558,0.4309591951139597,0.06465532353858444,0.0,7.042641216028445e-08,0.8615384615384615,0.8615384648874098,0.8615384615384615,3000.0
