frame,snr_db,channel,eff_E,eff_L,eff_F,bler_F,raw_oracle,frozen_lambda_clairvoyant,rf,e_class
382,8.748,rayleigh,0.83333,0.92308,0.83333,1.0,L,L,L,
383,5.397,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
384,4.511,rayleigh,0.85714,0.95652,0.85714,1.0,L,L,L,
385,17.368,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
386,11.294,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
387,1.137,awgn,0.95652,1.0,0.95652,1.0,L,L,L,
388,5.148,awgn,0.95652,1.0,0.95652,1.0,L,L,L,
389,4.519,rayleigh,0.95652,1.0,0.95652,1.0,L,L,L,
390,5.673,rayleigh,0.90909,0.95652,0.90909,1.0,L,L,L,
391,2.832,awgn,0.9,1.0,0.9,1.0,L,L,L,
392,19.621,awgn,0.95238,1.0,1.0,0.0,L,L,L,
393,11.46,rayleigh,0.95238,1.0,0.95238,1.0,L,L,L,
394,11.113,rayleigh,0.95238,1.0,0.95238,1.0,L,L,L,
395,13.114,awgn,0.95238,1.0,1.0,0.0,L,L,L,
396,11.489,awgn,0.95238,1.0,1.0,0.0,L,L,L,
397,10.286,rayleigh,0.95238,1.0,0.95238,1.0,L,L,L,
398,18.553,rayleigh,0.95238,1.0,0.95238,1.0,L,L,L,
399,14.455,awgn,0.95238,1.0,1.0,0.0,L,L,L,
400,9.364,rayleigh,0.95238,1.0,0.95238,1.0,L,L,L,
401,7.29,awgn,0.95238,1.0,0.96064,0.82652,L,L,L,
402,5.237,awgn,0.95238,1.0,0.95238,1.0,L,L,L,
403,16.221,rayleigh,0.9,1.0,0.9,1.0,L,L,L,
404,2.94,rayleigh,0.92308,1.0,0.92308,1.0,L,L,L,
405,5.621,awgn,0.85714,0.93333,0.85714,1.0,L,L,L,
406,3.576,rayleigh,0.85714,0.93333,0.85714,1.0,L,L,L,
407,7.086,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
408,18.916,awgn,0.85714,1.0,1.0,0.0,L,L,L,
409,16.484,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
410,13.737,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
411,18.343,awgn,0.85714,1.0,1.0,0.0,L,L,L,
412,19.217,awgn,0.71429,1.0,1.0,0.0,L,L,L,
413,15.21,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
414,1.463,rayleigh,0.71429,1.0,0.71429,1.0,L,L,L,
415,7.285,awgn,0.85714,1.0,0.87147,0.82956,L,L,L,
416,4.205,awgn,0.85714,1.0,0.85714,1.0,L,L,L,
417,0.791,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
418,9.778,rayleigh,0.93333,1.0,0.93333,1.0,L,L,L,
419,7.691,rayleigh,0.93333,1.0,0.93333,1.0,L,L,L,
420,10.211,rayleigh,0.93333,1.0,0.93333,1.0,L,L,L,
421,8.599,rayleigh,0.93333,1.0,0.93333,1.0,L,L,L,
422,9.335,rayleigh,0.93333,1.0,0.93333,1.0,L,L,L,
423,4.945,awgn,0.93333,1.0,0.93333,1.0,L,L,L,
424,8.958,awgn,0.85714,1.0,0.97005,0.20962,L,L,L,
425,13.222,rayleigh,0.93333,1.0,0.93333,1.0,L,L,L,
426,5.738,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
427,14.574,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
428,12.772,awgn,0.8,1.0,1.0,0.0,L,L,L,
429,4.159,rayleigh,0.8,1.0,0.8,1.0,L,L,L,
430,16.62,awgn,0.93333,1.0,1.0,0.0,L,L,L,
431,8.116,awgn,0.93333,1.0,0.97472,0.37913,L,L,L,
432,1.091,rayleigh,0.93333,1.0,0.93333,1.0,L,L,L,
433,5.878,awgn,0.875,0.94118,0.875,1.0,L,L,L,
434,19.422,rayleigh,0.93333,1.0,0.93333,1.0,L,L,L,
435,9.945,awgn,0.93333,1.0,0.99926,0.0111,L,L,L,
436,14.511,awgn,0.93333,1.0,1.0,0.0,L,L,L,
437,11.236,awgn,0.93333,1.0,1.0,0.0,L,L,L,
438,0.48,awgn,0.93333,1.0,0.93333,1.0,L,L,L,
439,6.24,awgn,0.93333,1.0,0.93333,1.0,L,L,L,
440,4.848,rayleigh,0.875,0.94118,0.875,1.0,L,L,L,
441,19.116,awgn,0.93333,1.0,1.0,0.0,L,L,L,
442,13.603,rayleigh,0.93333,1.0,0.93333,1.0,L,L,L,
443,16.395,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
444,3.096,awgn,0.8,1.0,0.8,1.0,L,L,L,
445,3.181,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
446,11.282,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
447,9.816,awgn,0.85714,1.0,0.99472,0.03694,L,L,L,
448,12.719,awgn,0.76923,1.0,1.0,0.0,L,L,L,
449,17.546,rayleigh,0.76923,1.0,0.76923,1.0,L,L,L,
450,12.037,awgn,0.93333,1.0,1.0,0.0,L,L,L,
451,14.9,awgn,0.85714,1.0,1.0,0.0,L,L,L,
452,7.942,awgn,0.92308,1.0,0.96639,0.43697,L,L,L,
453,11.366,awgn,0.92308,1.0,1.0,0.0,L,L,L,
454,12.822,awgn,0.85714,0.875,0.875,0.0,L,L,L,
455,12.933,awgn,0.85714,1.0,1.0,0.0,L,L,L,
456,14.324,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
457,1.861,awgn,0.85714,1.0,0.85714,1.0,L,L,L,
458,3.165,awgn,0.85714,1.0,0.85714,1.0,L,L,L,
459,6.48,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
460,18.871,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
461,19.163,awgn,0.85714,1.0,1.0,0.0,L,L,L,
462,13.785,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
463,10.119,awgn,0.85714,1.0,1.0,0.0,L,L,L,
464,8.54,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
465,15.431,rayleigh,0.85714,1.0,0.85714,1.0,L,L,L,
466,19.207,awgn,0.85714,0.93333,1.0,0.0,F,F,L,
467,0.052,rayleigh,0.71429,0.8,0.71429,1.0,L,L,L,
468,8.671,awgn,0.76923,0.93333,0.93831,0.26733,F,L,L,
469,2.846,awgn,0.76923,0.93333,0.76923,1.0,L,L,L,
470,12.898,awgn,0.93333,1.0,1.0,0.0,L,L,L,
471,13.891,awgn,0.76923,0.93333,1.0,0.0,F,F,L,
472,7.043,awgn,0.76923,0.93333,0.77518,0.97423,L,L,L,
473,9.383,rayleigh,0.83333,0.92308,0.83333,1.0,L,L,L,
474,9.789,awgn,0.83333,0.92308,0.9291,0.04236,F,L,L,
475,0.462,rayleigh,0.83333,0.92308,0.83333,1.0,L,L,L,
476,4.905,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
477,12.016,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
478,19.749,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
479,14.668,awgn,0.90909,1.0,1.0,0.0,L,L,L,
480,7.714,awgn,0.90909,1.0,0.94786,0.57357,L,L,L,
481,6.385,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
482,15.133,awgn,0.90909,1.0,1.0,0.0,L,L,L,
483,5.891,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
484,11.922,rayleigh,0.83333,0.92308,0.83333,1.0,L,L,L,
485,15.099,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
486,5.033,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
487,17.586,awgn,0.90909,1.0,1.0,0.0,L,L,L,
488,11.553,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
489,1.549,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
490,11.646,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
491,16.754,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
492,6.004,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
493,7.696,awgn,0.90909,1.0,0.94691,0.58395,L,L,L,
494,13.635,awgn,0.90909,1.0,1.0,0.0,L,L,L,
495,14.972,awgn,0.90909,1.0,1.0,0.0,L,L,L,
496,6.29,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
497,3.491,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
498,12.283,awgn,0.90909,1.0,1.0,0.0,L,L,L,
499,15.295,awgn,0.90909,1.0,1.0,0.0,L,L,L,
500,10.365,awgn,0.90909,1.0,1.0,0.0,L,L,L,
501,1.889,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
502,12.182,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
503,19.644,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
504,1.818,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
505,14.829,awgn,0.90909,1.0,1.0,0.0,L,L,L,
506,11.19,awgn,0.90909,1.0,1.0,0.0,L,L,L,
507,1.632,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
508,6.234,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
509,11.867,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
510,8.368,awgn,0.90909,1.0,0.97015,0.3284,L,L,L,
511,17.718,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
512,8.026,awgn,0.83333,0.92308,0.9338,0.39718,F,L,L,
513,13.575,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
514,5.214,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
515,19.767,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
516,16.885,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
517,8.719,awgn,0.90909,1.0,0.97657,0.25771,L,L,L,
518,11.111,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
519,4.347,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
520,9.73,awgn,0.90909,1.0,0.99506,0.05439,L,L,L,
521,8.629,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
522,19.148,awgn,0.90909,1.0,1.0,0.0,L,L,L,
523,15.532,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
524,17.691,awgn,0.90909,1.0,1.0,0.0,L,L,L,
525,10.375,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
526,19.614,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
527,5.06,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
528,6.752,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
529,13.578,awgn,0.90909,1.0,1.0,0.0,L,L,L,
530,14.833,awgn,0.90909,1.0,1.0,0.0,L,L,L,
531,19.614,awgn,0.90909,1.0,1.0,0.0,L,L,L,
532,10.679,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
533,2.429,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
534,5.644,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
535,19.977,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
536,3.51,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
537,2.847,rayleigh,0.90909,0.92308,0.90909,1.0,L,L,L,
538,12.823,awgn,0.90909,1.0,1.0,0.0,L,L,L,
539,14.611,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
540,7.84,awgn,0.90909,1.0,0.95473,0.498,L,L,L,
541,16.356,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
542,2.685,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
543,5.757,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
544,6.042,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
545,3.993,rayleigh,0.90909,0.92308,0.90909,1.0,L,L,L,
546,18.533,awgn,0.90909,1.0,1.0,0.0,L,L,L,
547,15.392,awgn,0.90909,1.0,1.0,0.0,L,L,L,
548,0.183,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
549,4.324,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
550,8.349,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
551,17.615,awgn,0.90909,1.0,1.0,0.0,L,L,L,
552,9.866,awgn,0.90909,0.92308,0.99754,0.02704,F,F,L,
553,15.405,awgn,0.90909,1.0,1.0,0.0,L,L,L,
554,10.587,awgn,0.90909,1.0,1.0,0.0,L,L,L,
555,11.881,awgn,0.90909,1.0,1.0,0.0,L,L,L,
556,3.864,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
557,8.033,awgn,0.90909,1.0,0.96403,0.39572,L,L,L,
558,5.908,awgn,0.83333,0.92308,0.83333,1.0,L,L,L,
559,16.564,awgn,0.90909,1.0,1.0,0.0,L,L,L,
560,10.951,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
561,15.422,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
562,16.504,awgn,0.90909,1.0,1.0,0.0,L,L,L,
563,13.834,awgn,0.90909,1.0,1.0,0.0,L,L,L,
564,5.583,rayleigh,0.83333,0.92308,0.83333,1.0,L,L,L,
565,16.157,awgn,0.90909,1.0,1.0,0.0,L,L,L,
566,2.912,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
567,12.464,awgn,0.92308,1.0,1.0,0.0,L,L,L,
568,10.364,rayleigh,0.93333,1.0,0.93333,1.0,L,L,L,
569,4.259,rayleigh,0.93333,1.0,0.93333,1.0,L,L,L,
570,2.252,awgn,0.93333,1.0,0.93333,1.0,L,L,L,
571,18.811,rayleigh,0.93333,0.94118,0.93333,1.0,L,L,L,
572,15.636,awgn,0.92308,1.0,1.0,0.0,L,L,L,
573,13.632,rayleigh,0.92308,1.0,0.92308,1.0,L,L,L,
574,1.516,awgn,0.92308,1.0,0.92308,1.0,L,L,L,
575,3.036,awgn,0.92308,1.0,0.92308,1.0,L,L,L,
576,16.849,awgn,0.92308,1.0,0.92308,0.0,L,L,L,
577,8.676,rayleigh,0.92308,1.0,0.92308,1.0,L,L,L,
578,13.908,rayleigh,0.83333,1.0,0.83333,1.0,L,L,L,
579,0.991,rayleigh,0.92308,1.0,0.92308,1.0,L,L,L,
580,0.789,rayleigh,0.92308,1.0,0.92308,1.0,L,L,L,
581,0.643,rayleigh,0.92308,1.0,0.92308,1.0,L,L,L,
582,11.856,rayleigh,0.92308,1.0,0.92308,1.0,L,L,L,
583,16.72,awgn,0.92308,1.0,0.92308,0.0,L,L,L,
584,15.131,awgn,0.92308,1.0,1.0,0.0,L,L,L,
585,4.308,rayleigh,0.92308,1.0,0.92308,1.0,L,L,L,
586,1.279,rayleigh,0.92308,1.0,0.92308,1.0,L,L,L,
587,14.645,rayleigh,0.92308,1.0,0.92308,1.0,L,L,L,
588,5.923,awgn,0.92308,1.0,0.92308,1.0,L,L,L,
589,13.646,awgn,0.92308,0.93333,1.0,0.0,F,F,L,
590,13.54,awgn,0.76923,0.85714,0.92308,0.0,F,F,F,
591,5.786,rayleigh,0.90909,0.92308,0.90909,1.0,L,L,L,
592,5.996,awgn,0.90909,0.92308,0.90909,1.0,L,L,L,
593,4.584,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
594,16.777,awgn,0.90909,1.0,1.0,0.0,L,L,L,
595,16.628,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
596,7.516,awgn,0.90909,1.0,0.9134,0.69155,L,L,L,
597,8.049,awgn,0.90909,1.0,0.91759,0.39256,L,L,L,
598,14.534,awgn,0.83333,0.92308,0.92308,0.0,L,L,L,
599,13.149,awgn,0.90909,1.0,0.85714,0.0,L,L,L,
600,0.584,awgn,0.83333,0.92308,0.83333,1.0,L,L,L,
601,6.249,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
602,7.318,rayleigh,0.90909,1.0,0.90909,1.0,L,L,L,
603,8.795,awgn,0.83333,0.92308,0.90132,0.24246,L,L,L,
604,6.572,awgn,0.83333,0.85714,0.83333,1.0,L,L,L,
605,4.264,awgn,0.90909,0.92308,0.90909,1.0,L,L,L,
606,15.527,awgn,0.53333,0.81081,0.87805,0.0,F,F,F,
607,11.041,awgn,0.5625,0.82051,0.85714,0.0,F,F,F,
608,17.896,awgn,0.5625,0.82051,0.85714,0.0,F,F,F,
609,14.749,rayleigh,0.5625,0.82051,0.5625,1.0,L,L,L,
610,4.456,awgn,0.54545,0.8,0.54545,1.0,L,L,L,
611,0.474,awgn,0.5625,0.78947,0.5625,1.0,L,L,L,
612,9.921,awgn,0.5625,0.73684,0.79621,0.01596,F,F,F,
613,5.955,rayleigh,0.66667,0.85714,0.66667,1.0,L,L,L,
614,11.648,rayleigh,0.62069,0.8,0.62069,1.0,L,L,L,
615,11.934,awgn,0.6,0.8,0.81081,0.0,F,L,L,
616,19.098,awgn,0.58065,0.77778,0.82051,0.0,F,F,F,
617,8.557,awgn,0.60606,0.78947,0.76447,0.29029,L,L,L,
618,17.957,awgn,0.5625,0.78947,0.92683,0.0,F,F,F,
619,14.756,awgn,0.625,0.84211,0.9,0.0,F,F,F,
620,15.18,awgn,0.66667,0.87179,0.87179,0.0,L,L,L,
621,12.676,awgn,0.625,0.84211,0.9,0.0,F,F,F,
622,1.454,awgn,0.60606,0.84211,0.60606,1.0,L,L,L,
623,1.78,awgn,0.64706,0.87179,0.64706,1.0,L,L,L,
624,17.368,awgn,0.58824,0.82051,0.90476,0.0,F,F,F,
625,13.366,rayleigh,0.64706,0.82051,0.64706,1.0,L,L,L,
626,19.092,awgn,0.68571,0.85,0.90476,0.0,F,F,F,
627,1.727,awgn,0.68571,0.85,0.68571,1.0,L,L,L,
628,4.019,awgn,0.6875,0.86486,0.6875,1.0,L,L,L,
629,19.951,rayleigh,0.66667,0.84211,0.66667,1.0,L,L,L,
630,5.287,awgn,0.70588,0.87179,0.70588,1.0,L,L,L,
631,18.54,awgn,0.70588,0.87179,0.92683,0.0,F,F,F,
632,10.758,rayleigh,0.70588,0.87179,0.70588,1.0,L,L,L,
633,13.732,awgn,0.72222,0.9,0.92683,0.0,F,F,F,
634,6.869,rayleigh,0.74286,0.87179,0.74286,1.0,L,L,L,
635,14.279,rayleigh,0.74286,0.87179,0.74286,1.0,L,L,L,
636,5.376,rayleigh,0.75676,0.85,0.75676,1.0,L,L,L,
637,16.915,awgn,0.76923,0.85714,0.90909,0.0,F,F,F,
638,17.09,rayleigh,0.8,0.85714,0.8,1.0,L,L,L,
639,11.328,rayleigh,0.90476,0.95455,0.90476,1.0,L,L,L,
640,5.696,rayleigh,0.90476,0.95455,0.90476,1.0,L,L,L,
641,10.56,awgn,0.87805,0.90476,0.95455,0.0,F,F,L,
642,9.102,rayleigh,0.85,0.87805,0.85,1.0,L,L,L,
643,0.32,rayleigh,0.78947,0.82051,0.78947,1.0,L,L,L,
644,12.037,rayleigh,0.85,0.87805,0.85,1.0,L,L,L,
645,17.797,awgn,0.95238,0.97674,0.92683,0.0,L,L,L,
646,7.318,rayleigh,0.93023,0.95455,0.93023,1.0,L,L,L,
647,14.69,awgn,0.93023,0.95455,0.93023,0.0,L,L,L,
648,18.811,rayleigh,0.90909,0.93333,0.90909,1.0,L,L,L,
649,6.709,rayleigh,0.93023,0.95455,0.93023,1.0,L,L,L,
650,12.726,rayleigh,0.93023,0.95455,0.93023,1.0,L,L,L,
651,18.995,awgn,0.86364,0.88889,0.91304,0.0,F,F,L,
652,19.677,rayleigh,0.95652,0.97872,0.95652,1.0,L,L,L,
653,10.002,awgn,0.97778,1.0,0.95652,0.0,L,L,L,
654,10.529,rayleigh,0.97778,1.0,0.97778,1.0,L,L,L,
655,17.267,awgn,0.95455,1.0,0.97872,0.0,L,L,L,
656,2.068,rayleigh,0.95652,1.0,0.95652,1.0,L,L,L,
657,8.754,awgn,0.93617,0.95833,0.98399,0.25075,F,F,L,
658,6.486,rayleigh,0.90909,0.97872,0.90909,1.0,L,L,L,
659,18.383,awgn,0.93333,0.95652,0.95652,0.0,L,L,L,
660,0.635,awgn,0.95652,0.97872,0.95652,1.0,L,L,L,
661,4.743,awgn,0.90476,0.93333,0.90476,1.0,L,L,L,
662,12.966,rayleigh,0.85,0.93023,0.85,1.0,L,L,L,
663,17.67,awgn,0.85,0.9,0.90909,0.0,F,L,L,
664,16.603,awgn,0.92308,0.95,0.95455,0.0,F,L,L,
665,15.809,rayleigh,0.76923,0.87805,0.76923,1.0,L,L,L,
666,3.692,awgn,0.77778,0.92683,0.77778,1.0,L,L,L,
667,0.928,rayleigh,0.81081,0.95238,0.81081,1.0,L,L,L,
668,13.509,awgn,0.68571,0.92683,0.97674,0.0,F,F,L,
669,2.823,rayleigh,0.70588,0.92683,0.70588,1.0,L,L,L,
670,10.659,awgn,0.88889,0.92857,0.86667,0.0,L,L,L,
671,3.392,awgn,0.88889,0.92857,0.88889,1.0,L,L,L,
672,14.047,rayleigh,0.89655,0.93333,0.89655,1.0,L,L,L,
673,3.714,rayleigh,0.89655,0.93333,0.89655,1.0,L,L,L,
674,3.546,awgn,0.89655,0.93333,0.89655,1.0,L,L,L,
675,10.434,awgn,0.86667,0.90323,0.93333,0.0,F,F,L,
676,3.673,awgn,0.90323,0.90909,0.90323,1.0,L,L,L,
677,15.627,rayleigh,0.84848,0.88235,0.84848,1.0,L,L,L,
678,16.85,rayleigh,0.76471,0.85714,0.76471,1.0,L,L,L,
679,11.084,awgn,0.88235,0.91429,0.94118,0.0,F,F,F,
680,3.015,rayleigh,0.90909,0.91429,0.90909,1.0,L,L,L,
681,16.874,awgn,0.88235,0.91429,0.94118,0.0,F,F,F,
682,9.257,rayleigh,0.84848,0.85714,0.84848,1.0,L,L,L,
683,2.766,awgn,0.88235,0.88889,0.88235,1.0,L,L,L,
684,2.168,rayleigh,0.91429,0.97297,0.91429,1.0,L,L,L,
685,14.469,awgn,0.875,0.91892,0.91429,0.0,L,L,L,
686,3.845,rayleigh,0.88235,1.0,0.88235,1.0,L,L,L,
687,5.524,awgn,0.90909,1.0,0.90909,1.0,L,L,L,
688,5.297,awgn,0.86667,0.97143,0.86667,1.0,L,L,L,
689,19.014,rayleigh,0.75,0.91892,0.75,1.0,L,L,L,
690,0.236,rayleigh,0.82759,0.9375,0.82759,1.0,L,L,L,
691,9.749,awgn,0.82759,0.96774,0.92799,0.05049,L,L,L,
692,8.937,rayleigh,0.76923,0.90323,0.76923,1.0,L,L,L,
693,15.811,awgn,0.78571,0.875,0.96552,0.0,F,F,L,
694,9.793,awgn,0.68966,0.875,0.95401,0.0417,F,F,F,
695,11.714,rayleigh,0.71429,0.90323,0.71429,1.0,L,L,L,
696,11.706,rayleigh,0.71429,0.90323,0.71429,1.0,L,L,L,
697,3.159,awgn,0.69231,0.93333,0.69231,1.0,L,L,L,
698,19.734,rayleigh,0.69231,0.96774,0.69231,1.0,L,L,L,
699,3.76,awgn,0.81481,0.96296,0.81481,1.0,L,L,L,
700,4.131,awgn,0.8,0.96296,0.8,1.0,L,L,L,
701,0.602,awgn,0.84615,0.92857,0.84615,1.0,L,L,L,
702,17.229,awgn,0.88889,0.96552,0.86667,0.0,L,L,L,
703,5.604,rayleigh,0.84615,0.96552,0.84615,1.0,L,L,L,
704,1.215,awgn,0.81481,0.93333,0.81481,1.0,L,L,L,
705,6.603,awgn,0.82759,0.86667,0.82759,1.0,L,L,L,
706,19.379,awgn,0.89655,0.96774,0.89655,0.0,L,L,L,
707,12.987,awgn,0.8,0.875,0.89655,0.0,F,F,L,
708,0.267,awgn,0.78571,0.90909,0.78571,1.0,L,L,L,
709,6.197,awgn,0.69231,0.96552,0.69231,1.0,L,L,L,
710,17.23,rayleigh,0.69231,0.90323,0.69231,1.0,L,L,L,
711,16.352,awgn,0.61538,0.875,0.92857,0.0,F,F,L,
712,7.278,rayleigh,0.64,0.93333,0.64,1.0,L,L,L,
713,1.029,awgn,0.59259,0.82353,0.59259,1.0,L,L,L,
714,16.889,awgn,0.59259,0.875,0.93333,0.0,F,F,F,
715,18.51,awgn,0.64,0.90323,0.96552,0.0,F,F,F,
716,2.049,rayleigh,0.56,0.83871,0.56,1.0,L,L,L,
717,1.263,rayleigh,0.66667,0.875,0.66667,1.0,L,L,L,
718,9.985,rayleigh,0.7619,0.86957,0.7619,1.0,L,L,L,
719,6.598,rayleigh,0.7619,0.90909,0.7619,1.0,L,L,L,
720,14.22,rayleigh,0.8,0.95238,0.8,1.0,L,L,L,
721,2.93,rayleigh,0.8,0.95238,0.8,1.0,L,L,L,
722,8.97,rayleigh,0.9,0.95238,0.9,1.0,L,L,L,
723,6.211,awgn,0.85714,0.90909,0.85714,1.0,L,L,L,
724,7.854,rayleigh,0.85714,0.90909,0.85714,1.0,L,L,L,
725,13.55,rayleigh,0.72,0.76923,0.72,1.0,L,L,L,
726,10.247,rayleigh,0.69231,0.74074,0.69231,1.0,L,L,L,
727,15.861,rayleigh,0.69231,0.74074,0.69231,1.0,L,L,L,
728,7.828,awgn,0.72,0.76923,0.81356,0.50523,F,F,L,
729,15.655,awgn,0.66667,0.71429,0.86957,0.0,F,F,F,
730,0.824,awgn,0.72,0.76923,0.72,1.0,L,L,L,
731,12.0,rayleigh,0.69231,0.74074,0.69231,1.0,L,L,L,
732,6.365,rayleigh,0.75,0.8,0.75,1.0,L,L,L,
733,9.365,awgn,0.7619,0.85714,0.88236,0.12772,F,F,F,
734,4.966,rayleigh,0.84211,0.85714,0.84211,1.0,L,L,L,
735,3.579,awgn,0.88889,0.94737,0.88889,1.0,L,L,L,
736,14.886,rayleigh,0.88889,0.94737,0.88889,1.0,L,L,L,
737,2.875,rayleigh,0.84211,0.9,0.84211,1.0,L,L,L,
738,8.929,rayleigh,0.84211,0.85714,0.84211,1.0,L,L,L,
739,3.841,awgn,0.8,0.81818,0.8,1.0,L,L,L,
740,2.922,rayleigh,0.88889,0.85714,0.88889,1.0,E,E,E,strict
741,9.693,awgn,0.84211,0.81818,0.85621,0.06183,F,E,E,cost-induced
742,9.175,rayleigh,0.88889,0.9,0.88889,1.0,L,L,L,
743,1.921,rayleigh,0.88889,0.81818,0.88889,1.0,E,E,E,strict
744,6.863,rayleigh,0.85714,0.8,0.85714,1.0,E,E,E,strict
745,19.731,rayleigh,0.81818,0.83333,0.81818,1.0,L,L,L,
746,7.77,rayleigh,0.72727,0.78261,0.72727,1.0,L,L,L,
747,18.904,rayleigh,0.7619,0.72,0.7619,1.0,E,E,E,strict
748,12.087,rayleigh,0.7619,0.75,0.7619,1.0,E,E,E,strict
749,14.368,rayleigh,0.84211,0.78261,0.84211,1.0,E,E,E,strict
750,14.451,awgn,0.8,0.81818,0.81818,0.0,L,L,L,
751,17.74,rayleigh,0.8,0.85714,0.8,1.0,L,L,L,
752,3.952,awgn,0.72727,0.75,0.72727,1.0,L,L,L,
753,6.703,awgn,0.72727,0.75,0.72727,1.0,L,L,L,
754,12.266,awgn,0.7619,0.78261,0.78261,0.0,L,L,L,
755,16.96,awgn,0.69565,0.75,0.75,0.0,L,L,L,
756,8.193,awgn,0.69565,0.72,0.751,0.36354,F,F,L,
757,10.271,rayleigh,0.72727,0.78261,0.72727,1.0,L,L,L,
758,14.006,rayleigh,0.64,0.69231,0.64,1.0,L,L,L,
759,11.282,rayleigh,0.72727,0.78261,0.72727,1.0,L,L,L,
760,14.422,awgn,0.72727,0.78261,0.75,0.0,L,L,L,
761,10.612,awgn,0.69565,0.72,0.75,0.0,F,F,F,
762,16.437,rayleigh,0.69565,0.72,0.69565,1.0,L,L,L,
763,4.984,awgn,0.7619,0.72,0.7619,1.0,E,E,E,strict
764,8.144,rayleigh,0.84211,0.85714,0.84211,1.0,L,L,L,
765,16.807,rayleigh,0.64,0.66667,0.64,1.0,L,L,L,
766,14.986,awgn,0.72727,0.75,0.78261,0.0,F,F,F,
