frame,snr_db,channel,eff_E,eff_L,eff_F,bler_F,raw_oracle,budget_oracle,rf,e_class
377,8.471,rayleigh,0.6,0.7561,0.6,1.0,L,L,L,
378,0.916,awgn,0.55882,0.73171,0.55882,1.0,L,L,L,
379,11.725,rayleigh,0.57971,0.78049,0.57971,1.0,L,L,L,
380,16.841,rayleigh,0.57971,0.76543,0.57971,1.0,L,L,L,
381,16.546,rayleigh,0.57971,0.76543,0.57971,1.0,L,L,L,
382,8.748,awgn,0.61972,0.78049,0.88863,0.25189,F,F,L,
383,5.397,rayleigh,0.61111,0.74699,0.61111,1.0,L,L,L,
384,4.511,rayleigh,0.61111,0.78049,0.61111,1.0,L,L,L,
385,17.368,awgn,0.59459,0.78049,0.97959,0.0,F,F,L,
386,11.294,rayleigh,0.63889,0.775,0.63889,1.0,L,L,L,
387,1.137,awgn,0.66667,0.78049,0.66667,1.0,L,L,L,
388,5.148,rayleigh,0.61333,0.73171,0.61333,1.0,L,L,L,
389,4.519,rayleigh,0.59459,0.73171,0.59459,1.0,L,L,L,
390,5.673,rayleigh,0.60274,0.7561,0.60274,1.0,L,L,L,
391,2.832,awgn,0.64865,0.7561,0.64865,1.0,L,L,L,
392,19.621,awgn,0.66667,0.8,0.95745,0.0,F,F,L,
393,11.46,rayleigh,0.68571,0.76923,0.68571,1.0,L,L,L,
394,11.113,awgn,0.68657,0.79452,0.94118,0.0,F,F,L,
395,13.114,awgn,0.67647,0.78378,0.93023,0.0,F,F,L,
396,11.489,awgn,0.63768,0.76316,0.95556,0.0,F,F,L,
397,10.286,rayleigh,0.62857,0.76923,0.62857,1.0,L,L,L,
398,18.553,awgn,0.63889,0.75,0.92473,0.0,F,F,L,
399,14.455,awgn,0.60274,0.78049,0.90526,0.0,F,F,L,
400,9.364,rayleigh,0.60274,0.7561,0.60274,1.0,L,L,L,
401,7.29,rayleigh,0.61333,0.7561,0.61333,1.0,L,L,L,
402,5.237,rayleigh,0.54545,0.75294,0.54545,1.0,L,L,L,
403,16.221,awgn,0.62338,0.75294,0.92929,0.0,F,F,L,
404,2.94,rayleigh,0.58974,0.72941,0.58974,1.0,L,L,L,
405,5.621,awgn,0.63158,0.78571,0.63158,1.0,L,L,L,
406,3.576,awgn,0.60526,0.77647,0.60526,1.0,L,L,L,
407,7.086,awgn,0.60526,0.75294,0.62351,0.94855,L,L,L,
408,18.916,awgn,0.5974,0.76744,0.90909,0.0,F,F,L,
409,16.484,rayleigh,0.64103,0.74419,0.64103,1.0,L,L,L,
410,13.737,rayleigh,0.65823,0.76744,0.65823,1.0,L,L,L,
411,18.343,awgn,0.64103,0.75294,0.91837,0.0,F,F,L,
412,19.217,awgn,0.64935,0.7619,0.90526,0.0,F,F,L,
413,15.21,rayleigh,0.60759,0.75862,0.60759,1.0,L,L,L,
414,1.463,rayleigh,0.64935,0.7619,0.64935,1.0,L,L,L,
415,7.285,rayleigh,0.67532,0.77108,0.67532,1.0,L,L,L,
416,4.205,rayleigh,0.63291,0.72941,0.63291,1.0,L,L,L,
417,0.791,awgn,0.64103,0.72289,0.64103,1.0,L,L,L,
418,9.778,rayleigh,0.66667,0.7561,0.66667,1.0,L,L,L,
419,7.691,rayleigh,0.68354,0.74699,0.68354,1.0,L,L,L,
420,10.211,rayleigh,0.68293,0.77273,0.68293,1.0,L,L,L,
421,8.599,rayleigh,0.66667,0.75,0.66667,1.0,L,L,L,
422,9.335,rayleigh,0.66667,0.75862,0.66667,1.0,L,L,L,
423,4.945,rayleigh,0.68293,0.77273,0.68293,1.0,L,L,L,
424,8.958,awgn,0.72289,0.78161,0.87868,0.20962,F,F,L,
425,13.222,rayleigh,0.74074,0.8,0.74074,1.0,L,L,L,
426,5.738,awgn,0.78571,0.82759,0.78571,1.0,L,L,L,
427,14.574,awgn,0.76744,0.80899,0.90909,0.0,F,F,L,
428,12.772,rayleigh,0.75862,0.80899,0.75862,1.0,L,L,L,
429,4.159,rayleigh,0.74419,0.78652,0.74419,1.0,L,L,L,
430,16.62,awgn,0.75862,0.8,0.93069,0.0,F,F,L,
431,8.116,awgn,0.73563,0.77778,0.83079,0.37913,F,F,L,
432,1.091,rayleigh,0.75556,0.78261,0.75556,1.0,L,L,L,
433,5.878,awgn,0.80952,0.86364,0.80952,1.0,L,L,L,
434,19.422,rayleigh,0.85366,0.90698,0.85366,1.0,L,L,L,
435,9.945,awgn,0.825,0.86747,0.95311,0.0111,F,F,L,
436,14.511,rayleigh,0.88312,0.91139,0.88312,1.0,L,L,L,
437,11.236,rayleigh,0.89474,0.94872,0.89474,1.0,L,L,L,
438,0.48,awgn,0.90411,0.93333,0.90411,1.0,L,L,L,
439,6.24,rayleigh,0.87671,0.90909,0.87671,1.0,L,L,L,
440,4.848,rayleigh,0.86486,0.93333,0.86486,1.0,L,L,L,
441,19.116,awgn,0.90411,0.94595,0.94595,0.0,L,L,L,
442,13.603,awgn,0.90667,0.93506,0.91892,0.0,L,L,L,
443,16.395,awgn,0.90411,0.97368,0.96,0.0,L,L,L,
444,3.096,rayleigh,0.88889,0.97368,0.88889,1.0,L,L,L,
445,3.181,rayleigh,0.91667,0.98667,0.91667,1.0,L,L,L,
446,11.282,awgn,0.93151,0.97368,0.97368,0.0,L,L,L,
447,9.816,awgn,0.87671,0.96203,0.94606,0.03694,L,L,L,
448,12.719,rayleigh,0.88312,0.925,0.88312,1.0,L,L,L,
449,17.546,awgn,0.8,0.91566,0.89157,0.0,L,L,L,
450,12.037,awgn,0.81481,0.91954,0.90698,0.0,L,L,L,
451,14.9,rayleigh,0.77108,0.90323,0.77108,1.0,L,L,L,
452,7.942,rayleigh,0.7619,0.90526,0.7619,1.0,L,L,L,
453,11.366,rayleigh,0.72941,0.86598,0.72941,1.0,L,L,L,
454,12.822,rayleigh,0.66667,0.85437,0.66667,1.0,L,L,L,
455,12.933,awgn,0.62791,0.85149,0.90741,0.0,F,F,L,
456,14.324,rayleigh,0.70455,0.87129,0.70455,1.0,L,L,L,
457,1.861,rayleigh,0.68182,0.85437,0.68182,1.0,L,L,L,
458,3.165,rayleigh,0.65169,0.85714,0.65169,1.0,L,L,L,
459,6.48,awgn,0.65909,0.85437,0.65909,1.0,L,L,L,
460,18.871,rayleigh,0.69767,0.90196,0.69767,1.0,L,L,L,
461,19.163,awgn,0.65909,0.87379,0.9434,0.0,F,F,L,
462,13.785,rayleigh,0.66667,0.87379,0.66667,1.0,L,L,L,
463,10.119,rayleigh,0.67416,0.88462,0.67416,1.0,L,L,L,
464,8.54,rayleigh,0.62921,0.84615,0.62921,1.0,L,L,L,
465,15.431,awgn,0.65116,0.86275,0.8972,0.0,F,L,L,
466,19.207,rayleigh,0.69767,0.89109,0.69767,1.0,L,L,L,
467,0.052,rayleigh,0.67442,0.87129,0.67442,1.0,L,L,L,
468,8.671,rayleigh,0.68235,0.90196,0.68235,1.0,L,L,L,
469,2.846,rayleigh,0.64286,0.87129,0.64286,1.0,L,L,L,
470,12.898,rayleigh,0.69048,0.92157,0.69048,1.0,L,L,L,
471,13.891,rayleigh,0.62651,0.87129,0.62651,1.0,L,L,L,
472,7.043,rayleigh,0.64286,0.89109,0.64286,1.0,L,L,L,
473,9.383,rayleigh,0.68235,0.91262,0.68235,1.0,L,L,L,
474,9.789,awgn,0.69767,0.92308,0.90511,0.04236,L,L,L,
475,0.462,rayleigh,0.68966,0.90385,0.68966,1.0,L,L,L,
476,4.905,rayleigh,0.68235,0.90385,0.68235,1.0,L,L,L,
477,12.016,rayleigh,0.6747,0.92157,0.6747,1.0,L,L,L,
478,19.749,rayleigh,0.76056,0.76056,0.76056,1.0,E,E,L,tie
479,14.668,rayleigh,0.75,0.75,0.75,1.0,E,E,L,tie
480,7.714,rayleigh,0.74286,0.74286,0.74286,1.0,E,E,L,tie
481,6.385,awgn,0.73529,0.73529,0.73529,1.0,E,E,L,tie
482,15.133,rayleigh,0.74286,0.74286,0.74286,1.0,E,E,L,tie
483,5.891,awgn,0.78261,0.78261,0.78261,1.0,E,E,L,tie
484,11.922,awgn,0.73239,0.73239,0.875,0.0,F,F,L,
485,15.099,awgn,0.70423,0.70423,0.75,0.0,F,E,L,tie
486,5.033,awgn,0.68657,0.68657,0.68657,1.0,E,E,L,tie
487,17.586,awgn,0.68571,0.68571,0.81013,0.0,F,F,L,
488,11.553,rayleigh,0.74286,0.74286,0.74286,1.0,E,E,L,tie
489,1.549,awgn,0.70423,0.70423,0.70423,1.0,E,E,L,tie
490,11.646,awgn,0.69565,0.69565,0.81013,0.0,F,F,L,
491,16.754,rayleigh,0.69565,0.69565,0.69565,1.0,E,E,L,tie
492,6.004,rayleigh,0.67647,0.67647,0.67647,1.0,E,E,L,tie
493,7.696,awgn,0.69444,0.69444,0.74452,0.58395,F,F,L,
494,13.635,awgn,0.73239,0.73239,0.83951,0.0,F,F,L,
495,14.972,rayleigh,0.75,0.75,0.75,1.0,E,E,L,tie
496,6.29,awgn,0.74286,0.74286,0.74286,1.0,E,E,L,tie
497,3.491,awgn,0.71429,0.71429,0.71429,1.0,E,E,L,tie
498,12.283,rayleigh,0.70423,0.70423,0.70423,1.0,E,E,L,tie
499,15.295,awgn,0.70423,0.70423,0.81579,0.0,F,F,L,
500,10.365,rayleigh,0.71429,0.71429,0.71429,1.0,E,E,L,tie
501,1.889,awgn,0.76056,0.76056,0.76056,1.0,E,E,L,tie
502,12.182,rayleigh,0.71429,0.71429,0.71429,1.0,E,E,L,tie
503,19.644,rayleigh,0.74286,0.74286,0.74286,1.0,E,E,L,tie
504,1.818,rayleigh,0.74286,0.74286,0.74286,1.0,E,E,L,tie
505,14.829,rayleigh,0.78261,0.78261,0.78261,1.0,E,E,L,tie
506,11.19,awgn,0.78873,0.78873,0.85333,0.0,F,F,L,
507,1.632,awgn,0.73529,0.73529,0.73529,1.0,E,E,L,tie
508,6.234,rayleigh,0.73529,0.73529,0.73529,1.0,E,E,L,tie
509,11.867,rayleigh,0.73529,0.73529,0.73529,1.0,E,E,L,tie
510,8.368,awgn,0.76056,0.76056,0.80496,0.3284,F,E,L,tie
511,17.718,awgn,0.76471,0.76471,0.93333,0.0,F,F,L,
512,8.026,awgn,0.78261,0.78261,0.8502,0.39718,F,F,L,
513,13.575,rayleigh,0.76471,0.76471,0.76471,1.0,E,E,L,tie
514,5.214,awgn,0.82353,0.82353,0.82353,1.0,E,E,L,tie
515,19.767,awgn,0.86567,0.86567,0.91429,0.0,F,E,L,tie
516,16.885,awgn,0.80597,0.80597,0.88235,0.0,F,F,L,
517,8.719,rayleigh,0.86154,0.86154,0.86154,1.0,E,E,L,tie
518,11.111,awgn,0.83077,0.83077,0.88571,0.0,F,F,L,
519,4.347,rayleigh,0.78125,0.78125,0.78125,1.0,E,E,L,tie
520,9.73,awgn,0.8254,0.8254,0.83525,0.05439,F,E,L,tie
521,8.629,awgn,0.78788,0.78788,0.86104,0.27575,F,F,L,
522,19.148,rayleigh,0.80597,0.80597,0.80597,1.0,E,E,L,tie
523,15.532,awgn,0.80597,0.80597,0.88889,0.0,F,F,L,
524,17.691,awgn,0.78788,0.78788,0.81159,0.0,F,E,L,tie
525,10.375,rayleigh,0.82353,0.82353,0.82353,1.0,E,E,L,tie
526,19.614,rayleigh,0.81818,0.81818,0.81818,1.0,E,E,L,tie
527,5.06,rayleigh,0.84375,0.84375,0.84375,1.0,E,E,L,tie
528,6.752,awgn,0.87097,0.87097,0.87097,1.0,E,E,L,tie
529,13.578,awgn,0.88525,0.88525,0.95385,0.0,F,F,L,
530,14.833,awgn,0.87097,0.87097,0.93939,0.0,F,F,L,
531,19.614,rayleigh,0.87097,0.87097,0.87097,1.0,E,E,L,tie
532,10.679,rayleigh,0.84375,0.84375,0.84375,1.0,E,E,L,tie
533,2.429,awgn,0.76923,0.76923,0.76923,1.0,E,E,L,tie
534,5.644,awgn,0.8254,0.8254,0.8254,1.0,E,E,L,tie
535,19.977,rayleigh,0.83871,0.83871,0.83871,1.0,E,E,L,tie
536,3.51,awgn,0.83871,0.83871,0.83871,1.0,E,E,L,tie
537,2.847,awgn,0.86667,0.86667,0.86667,1.0,E,E,L,tie
538,12.823,awgn,0.79365,0.79365,0.88571,0.0,F,F,L,
539,14.611,rayleigh,0.86207,0.86207,0.86207,1.0,E,E,L,tie
540,7.84,rayleigh,0.86207,0.86207,0.86207,1.0,E,E,L,tie
541,16.356,rayleigh,0.7931,0.7931,0.7931,1.0,E,E,L,tie
542,2.685,rayleigh,0.71186,0.71186,0.71186,1.0,E,E,L,tie
543,5.757,rayleigh,0.68966,0.68966,0.68966,1.0,E,E,L,tie
544,6.042,awgn,0.76923,0.76923,0.76923,1.0,E,E,L,tie
545,3.993,rayleigh,0.72727,0.72727,0.72727,1.0,E,E,L,tie
546,18.533,awgn,0.69091,0.69091,0.81356,0.0,F,F,L,
547,15.392,rayleigh,0.71698,0.71698,0.71698,1.0,E,E,L,tie
548,0.183,rayleigh,0.74074,0.74074,0.74074,1.0,E,E,L,tie
549,4.324,rayleigh,0.74074,0.74074,0.74074,1.0,E,E,L,tie
